"cont_id","cnt_relation","cnt_hospital","collection_period"
"1342_baseline_45",NA,NA,"baseline"
"1342_baseline_5",NA,NA,"baseline"
"1342_baseline_6",NA,NA,"baseline"
"1342_baseline_7",NA,NA,"baseline"
"1342_baseline_8",NA,NA,"baseline"
"1342_baseline_9",NA,NA,"baseline"
"1342_outbreak_1",1,FALSE,"outbreak"
"1343_baseline_1",NA,NA,"baseline"
"1343_baseline_2",NA,NA,"baseline"
"1343_baseline_3",NA,NA,"baseline"
"1343_outbreak_1",1,FALSE,"outbreak"
"1343_outbreak_2",1,FALSE,"outbreak"
"1343_outbreak_3",1,FALSE,"outbreak"
"1345_baseline_1",NA,NA,"baseline"
"1345_baseline_10",NA,NA,"baseline"
"1345_baseline_11",NA,NA,"baseline"
"1345_baseline_2",NA,NA,"baseline"
"1345_baseline_3",NA,NA,"baseline"
"1345_baseline_4",NA,NA,"baseline"
"1345_baseline_5",NA,NA,"baseline"
"1345_baseline_6",NA,NA,"baseline"
"1345_baseline_7",NA,NA,"baseline"
"1345_baseline_8",NA,NA,"baseline"
"1345_baseline_9",NA,NA,"baseline"
"1345_outbreak_1",1,FALSE,"outbreak"
"1345_outbreak_2",1,FALSE,"outbreak"
"1346_baseline_1",NA,NA,"baseline"
"1346_baseline_10",NA,NA,"baseline"
"1346_baseline_11",NA,NA,"baseline"
"1346_baseline_12",NA,NA,"baseline"
"1346_baseline_13",NA,NA,"baseline"
"1346_baseline_14",NA,NA,"baseline"
"1346_baseline_15",NA,NA,"baseline"
"1346_baseline_16",NA,NA,"baseline"
"1346_baseline_17",NA,NA,"baseline"
"1346_baseline_18",NA,NA,"baseline"
"1346_baseline_19",NA,NA,"baseline"
"1346_baseline_2",NA,NA,"baseline"
"1346_baseline_20",NA,NA,"baseline"
"1346_baseline_21",NA,NA,"baseline"
"1346_baseline_22",NA,NA,"baseline"
"1346_baseline_3",NA,NA,"baseline"
"1346_baseline_4",NA,NA,"baseline"
"1346_baseline_5",NA,NA,"baseline"
"1346_baseline_6",NA,NA,"baseline"
"1346_baseline_7",NA,NA,"baseline"
"1346_baseline_8",NA,NA,"baseline"
"1346_baseline_9",NA,NA,"baseline"
"1346_outbreak_1",1,FALSE,"outbreak"
"1346_outbreak_2",1,FALSE,"outbreak"
"1346_outbreak_3",3,TRUE,"outbreak"
"1346_outbreak_4",3,TRUE,"outbreak"
"1346_outbreak_5",3,TRUE,"outbreak"
"1346_outbreak_6",3,TRUE,"outbreak"
"1346_outbreak_7",3,TRUE,"outbreak"
"1347_baseline_1",NA,NA,"baseline"
"1347_baseline_2",NA,NA,"baseline"
"1347_outbreak_1",1,FALSE,"outbreak"
"1347_outbreak_2",1,FALSE,"outbreak"
"1348_baseline_1",NA,NA,"baseline"
"1348_baseline_10",NA,NA,"baseline"
"1348_baseline_11",NA,NA,"baseline"
"1348_baseline_12",NA,NA,"baseline"
"1348_baseline_13",NA,NA,"baseline"
"1348_baseline_14",NA,NA,"baseline"
"1348_baseline_15",NA,NA,"baseline"
"1348_baseline_16",NA,NA,"baseline"
"1348_baseline_17",NA,NA,"baseline"
"1348_baseline_18",NA,NA,"baseline"
"1348_baseline_19",NA,NA,"baseline"
"1348_baseline_2",NA,NA,"baseline"
"1348_baseline_20",NA,NA,"baseline"
"1348_baseline_21",NA,NA,"baseline"
"1348_baseline_22",NA,NA,"baseline"
"1348_baseline_23",NA,NA,"baseline"
"1348_baseline_24",NA,NA,"baseline"
"1348_baseline_25",NA,NA,"baseline"
"1348_baseline_26",NA,NA,"baseline"
"1348_baseline_27",NA,NA,"baseline"
"1348_baseline_28",NA,NA,"baseline"
"1348_baseline_29",NA,NA,"baseline"
"1348_baseline_3",NA,NA,"baseline"
"1348_baseline_30",NA,NA,"baseline"
"1348_baseline_31",NA,NA,"baseline"
"1348_baseline_32",NA,NA,"baseline"
"1348_baseline_33",NA,NA,"baseline"
"1348_baseline_34",NA,NA,"baseline"
"1348_baseline_35",NA,NA,"baseline"
"1348_baseline_36",NA,NA,"baseline"
"1348_baseline_37",NA,NA,"baseline"
"1348_baseline_38",NA,NA,"baseline"
"1348_baseline_39",NA,NA,"baseline"
"1348_baseline_4",NA,NA,"baseline"
"1348_baseline_40",NA,NA,"baseline"
"1348_baseline_41",NA,NA,"baseline"
"1348_baseline_42",NA,NA,"baseline"
"1348_baseline_43",NA,NA,"baseline"
"1348_baseline_44",NA,NA,"baseline"
"1348_baseline_45",NA,NA,"baseline"
"1348_baseline_46",NA,NA,"baseline"
"1348_baseline_47",NA,NA,"baseline"
"1348_baseline_48",NA,NA,"baseline"
"1348_baseline_49",NA,NA,"baseline"
"1348_baseline_5",NA,NA,"baseline"
"1348_baseline_50",NA,NA,"baseline"
"1348_baseline_51",NA,NA,"baseline"
"1348_baseline_52",NA,NA,"baseline"
"1348_baseline_53",NA,NA,"baseline"
"1348_baseline_54",NA,NA,"baseline"
"1348_baseline_55",NA,NA,"baseline"
"1348_baseline_56",NA,NA,"baseline"
"1348_baseline_57",NA,NA,"baseline"
"1348_baseline_58",NA,NA,"baseline"
"1348_baseline_59",NA,NA,"baseline"
"1348_baseline_6",NA,NA,"baseline"
"1348_baseline_60",NA,NA,"baseline"
"1348_baseline_7",NA,NA,"baseline"
"1348_baseline_8",NA,NA,"baseline"
"1348_baseline_9",NA,NA,"baseline"
"1348_outbreak_1",NA,FALSE,"outbreak"
"1349_baseline_1",NA,NA,"baseline"
"1349_baseline_2",NA,NA,"baseline"
"1349_baseline_3",NA,NA,"baseline"
"1349_baseline_4",NA,NA,"baseline"
"1349_baseline_5",NA,NA,"baseline"
"1349_baseline_6",NA,NA,"baseline"
"1349_outbreak_1",1,FALSE,"outbreak"
"1349_outbreak_2",1,FALSE,"outbreak"
"1349_outbreak_3",1,FALSE,"outbreak"
"1350_baseline_1",NA,NA,"baseline"
"1350_baseline_2",NA,NA,"baseline"
"1350_outbreak_1",1,FALSE,"outbreak"
"1350_outbreak_2",1,FALSE,"outbreak"
"1351_baseline_1",NA,NA,"baseline"
"1351_baseline_10",NA,NA,"baseline"
"1351_baseline_11",NA,NA,"baseline"
"1351_baseline_12",NA,NA,"baseline"
"1351_baseline_13",NA,NA,"baseline"
"1351_baseline_14",NA,NA,"baseline"
"1351_baseline_2",NA,NA,"baseline"
"1351_baseline_3",NA,NA,"baseline"
"1351_baseline_4",NA,NA,"baseline"
"1351_baseline_5",NA,NA,"baseline"
"1351_baseline_6",NA,NA,"baseline"
"1351_baseline_7",NA,NA,"baseline"
"1351_baseline_8",NA,NA,"baseline"
"1351_baseline_9",NA,NA,"baseline"
"1351_outbreak_1",1,FALSE,"outbreak"
"1351_outbreak_2",1,FALSE,"outbreak"
"1352_baseline_1",NA,NA,"baseline"
"1352_baseline_10",NA,NA,"baseline"
"1352_baseline_11",NA,NA,"baseline"
"1352_baseline_12",NA,NA,"baseline"
"1352_baseline_13",NA,NA,"baseline"
"1352_baseline_14",NA,NA,"baseline"
"1352_baseline_15",NA,NA,"baseline"
"1352_baseline_16",NA,NA,"baseline"
"1352_baseline_17",NA,NA,"baseline"
"1352_baseline_18",NA,NA,"baseline"
"1352_baseline_19",NA,NA,"baseline"
"1352_baseline_2",NA,NA,"baseline"
"1352_baseline_20",NA,NA,"baseline"
"1352_baseline_21",NA,NA,"baseline"
"1352_baseline_22",NA,NA,"baseline"
"1352_baseline_23",NA,NA,"baseline"
"1352_baseline_24",NA,NA,"baseline"
"1352_baseline_25",NA,NA,"baseline"
"1352_baseline_26",NA,NA,"baseline"
"1352_baseline_27",NA,NA,"baseline"
"1352_baseline_28",NA,NA,"baseline"
"1352_baseline_29",NA,NA,"baseline"
"1352_baseline_3",NA,NA,"baseline"
"1352_baseline_30",NA,NA,"baseline"
"1352_baseline_4",NA,NA,"baseline"
"1352_baseline_5",NA,NA,"baseline"
"1352_baseline_6",NA,NA,"baseline"
"1352_baseline_7",NA,NA,"baseline"
"1352_baseline_8",NA,NA,"baseline"
"1352_baseline_9",NA,NA,"baseline"
"1352_outbreak_1",1,FALSE,"outbreak"
"1352_outbreak_2",1,FALSE,"outbreak"
"1353_baseline_1",NA,NA,"baseline"
"1353_baseline_2",NA,NA,"baseline"
"1353_baseline_3",NA,NA,"baseline"
"1353_baseline_4",NA,NA,"baseline"
"1353_baseline_5",NA,NA,"baseline"
"1353_baseline_6",NA,NA,"baseline"
"1353_baseline_7",NA,NA,"baseline"
"1353_baseline_8",NA,NA,"baseline"
"1353_baseline_9",NA,NA,"baseline"
"1353_outbreak_1",1,FALSE,"outbreak"
"1353_outbreak_2",1,FALSE,"outbreak"
"1354_baseline_1",NA,NA,"baseline"
"1354_baseline_2",NA,NA,"baseline"
"1354_baseline_3",NA,NA,"baseline"
"1354_baseline_4",NA,NA,"baseline"
"1354_baseline_5",NA,NA,"baseline"
"1354_baseline_6",NA,NA,"baseline"
"1354_baseline_7",NA,NA,"baseline"
"1354_outbreak_1",1,FALSE,"outbreak"
"1354_outbreak_2",1,FALSE,"outbreak"
"1355_baseline_1",NA,NA,"baseline"
"1355_baseline_10",NA,NA,"baseline"
"1355_baseline_11",NA,NA,"baseline"
"1355_baseline_12",NA,NA,"baseline"
"1355_baseline_13",NA,NA,"baseline"
"1355_baseline_14",NA,NA,"baseline"
"1355_baseline_15",NA,NA,"baseline"
"1355_baseline_16",NA,NA,"baseline"
"1355_baseline_17",NA,NA,"baseline"
"1355_baseline_18",NA,NA,"baseline"
"1355_baseline_19",NA,NA,"baseline"
"1355_baseline_2",NA,NA,"baseline"
"1355_baseline_20",NA,NA,"baseline"
"1355_baseline_21",NA,NA,"baseline"
"1355_baseline_22",NA,NA,"baseline"
"1355_baseline_23",NA,NA,"baseline"
"1355_baseline_24",NA,NA,"baseline"
"1355_baseline_25",NA,NA,"baseline"
"1355_baseline_26",NA,NA,"baseline"
"1355_baseline_27",NA,NA,"baseline"
"1355_baseline_28",NA,NA,"baseline"
"1355_baseline_29",NA,NA,"baseline"
"1355_baseline_3",NA,NA,"baseline"
"1355_baseline_30",NA,NA,"baseline"
"1355_baseline_31",NA,NA,"baseline"
"1355_baseline_4",NA,NA,"baseline"
"1355_baseline_5",NA,NA,"baseline"
"1355_baseline_6",NA,NA,"baseline"
"1355_baseline_7",NA,NA,"baseline"
"1355_baseline_8",NA,NA,"baseline"
"1355_baseline_9",NA,NA,"baseline"
"1355_outbreak_1",1,FALSE,"outbreak"
"1355_outbreak_2",1,FALSE,"outbreak"
"1356_baseline_1",NA,NA,"baseline"
"1356_baseline_10",NA,NA,"baseline"
"1356_baseline_11",NA,NA,"baseline"
"1356_baseline_12",NA,NA,"baseline"
"1356_baseline_13",NA,NA,"baseline"
"1356_baseline_14",NA,NA,"baseline"
"1356_baseline_15",NA,NA,"baseline"
"1356_baseline_16",NA,NA,"baseline"
"1356_baseline_17",NA,NA,"baseline"
"1356_baseline_18",NA,NA,"baseline"
"1356_baseline_19",NA,NA,"baseline"
"1356_baseline_2",NA,NA,"baseline"
"1356_baseline_20",NA,NA,"baseline"
"1356_baseline_3",NA,NA,"baseline"
"1356_baseline_4",NA,NA,"baseline"
"1356_baseline_5",NA,NA,"baseline"
"1356_baseline_6",NA,NA,"baseline"
"1356_baseline_7",NA,NA,"baseline"
"1356_baseline_8",NA,NA,"baseline"
"1356_baseline_9",NA,NA,"baseline"
"1356_outbreak_1",1,FALSE,"outbreak"
"1356_outbreak_2",1,FALSE,"outbreak"
"1357_baseline_1",NA,NA,"baseline"
"1357_baseline_10",NA,NA,"baseline"
"1357_baseline_11",NA,NA,"baseline"
"1357_baseline_12",NA,NA,"baseline"
"1357_baseline_13",NA,NA,"baseline"
"1357_baseline_14",NA,NA,"baseline"
"1357_baseline_15",NA,NA,"baseline"
"1357_baseline_16",NA,NA,"baseline"
"1357_baseline_17",NA,NA,"baseline"
"1357_baseline_18",NA,NA,"baseline"
"1357_baseline_19",NA,NA,"baseline"
"1357_baseline_2",NA,NA,"baseline"
"1357_baseline_20",NA,NA,"baseline"
"1357_baseline_21",NA,NA,"baseline"
"1357_baseline_22",NA,NA,"baseline"
"1357_baseline_23",NA,NA,"baseline"
"1357_baseline_24",NA,NA,"baseline"
"1357_baseline_25",NA,NA,"baseline"
"1357_baseline_26",NA,NA,"baseline"
"1357_baseline_27",NA,NA,"baseline"
"1357_baseline_28",NA,NA,"baseline"
"1357_baseline_29",NA,NA,"baseline"
"1357_baseline_3",NA,NA,"baseline"
"1357_baseline_30",NA,NA,"baseline"
"1357_baseline_4",NA,NA,"baseline"
"1357_baseline_5",NA,NA,"baseline"
"1357_baseline_6",NA,NA,"baseline"
"1357_baseline_7",NA,NA,"baseline"
"1357_baseline_8",NA,NA,"baseline"
"1357_baseline_9",NA,NA,"baseline"
"1357_outbreak_1",1,FALSE,"outbreak"
"1357_outbreak_2",1,FALSE,"outbreak"
"1358_outbreak_1",1,FALSE,"outbreak"
"1358_outbreak_2",1,FALSE,"outbreak"
"1359_baseline_1",NA,NA,"baseline"
"1359_baseline_10",NA,NA,"baseline"
"1359_baseline_11",NA,NA,"baseline"
"1359_baseline_2",NA,NA,"baseline"
"1359_baseline_3",NA,NA,"baseline"
"1359_baseline_4",NA,NA,"baseline"
"1359_baseline_5",NA,NA,"baseline"
"1359_baseline_6",NA,NA,"baseline"
"1359_baseline_7",NA,NA,"baseline"
"1359_baseline_8",NA,NA,"baseline"
"1359_baseline_9",NA,NA,"baseline"
"1359_outbreak_1",1,FALSE,"outbreak"
"1360_baseline_1",NA,NA,"baseline"
"1360_baseline_2",NA,NA,"baseline"
"1360_baseline_3",NA,NA,"baseline"
"1360_baseline_4",NA,NA,"baseline"
"1360_baseline_5",NA,NA,"baseline"
"1360_baseline_6",NA,NA,"baseline"
"1360_outbreak_1",1,FALSE,"outbreak"
"1360_outbreak_2",1,FALSE,"outbreak"
"1361_baseline_1",NA,NA,"baseline"
"1361_baseline_2",NA,NA,"baseline"
"1361_baseline_3",NA,NA,"baseline"
"1361_baseline_4",NA,NA,"baseline"
"1361_outbreak_1",1,FALSE,"outbreak"
"1361_outbreak_2",1,FALSE,"outbreak"
"1361_outbreak_3",1,FALSE,"outbreak"
"1361_outbreak_4",1,FALSE,"outbreak"
"1361_outbreak_5",1,FALSE,"outbreak"
"1361_outbreak_6",1,FALSE,"outbreak"
"1361_outbreak_7",1,FALSE,"outbreak"
"1362_baseline_1",NA,NA,"baseline"
"1362_baseline_10",NA,NA,"baseline"
"1362_baseline_100",NA,NA,"baseline"
"1362_baseline_11",NA,NA,"baseline"
"1362_baseline_12",NA,NA,"baseline"
"1362_baseline_13",NA,NA,"baseline"
"1362_baseline_14",NA,NA,"baseline"
"1362_baseline_15",NA,NA,"baseline"
"1362_baseline_16",NA,NA,"baseline"
"1362_baseline_17",NA,NA,"baseline"
"1362_baseline_18",NA,NA,"baseline"
"1362_baseline_19",NA,NA,"baseline"
"1362_baseline_2",NA,NA,"baseline"
"1362_baseline_20",NA,NA,"baseline"
"1362_baseline_21",NA,NA,"baseline"
"1362_baseline_22",NA,NA,"baseline"
"1362_baseline_23",NA,NA,"baseline"
"1362_baseline_24",NA,NA,"baseline"
"1362_baseline_25",NA,NA,"baseline"
"1362_baseline_26",NA,NA,"baseline"
"1362_baseline_27",NA,NA,"baseline"
"1362_baseline_28",NA,NA,"baseline"
"1362_baseline_29",NA,NA,"baseline"
"1362_baseline_3",NA,NA,"baseline"
"1362_baseline_30",NA,NA,"baseline"
"1362_baseline_31",NA,NA,"baseline"
"1362_baseline_32",NA,NA,"baseline"
"1362_baseline_33",NA,NA,"baseline"
"1362_baseline_34",NA,NA,"baseline"
"1362_baseline_35",NA,NA,"baseline"
"1362_baseline_36",NA,NA,"baseline"
"1362_baseline_37",NA,NA,"baseline"
"1362_baseline_38",NA,NA,"baseline"
"1362_baseline_39",NA,NA,"baseline"
"1362_baseline_4",NA,NA,"baseline"
"1362_baseline_40",NA,NA,"baseline"
"1362_baseline_41",NA,NA,"baseline"
"1362_baseline_42",NA,NA,"baseline"
"1362_baseline_43",NA,NA,"baseline"
"1362_baseline_44",NA,NA,"baseline"
"1362_baseline_45",NA,NA,"baseline"
"1362_baseline_46",NA,NA,"baseline"
"1362_baseline_47",NA,NA,"baseline"
"1362_baseline_48",NA,NA,"baseline"
"1362_baseline_49",NA,NA,"baseline"
"1362_baseline_5",NA,NA,"baseline"
"1362_baseline_50",NA,NA,"baseline"
"1362_baseline_51",NA,NA,"baseline"
"1362_baseline_52",NA,NA,"baseline"
"1362_baseline_53",NA,NA,"baseline"
"1362_baseline_54",NA,NA,"baseline"
"1362_baseline_55",NA,NA,"baseline"
"1362_baseline_56",NA,NA,"baseline"
"1362_baseline_57",NA,NA,"baseline"
"1362_baseline_58",NA,NA,"baseline"
"1362_baseline_59",NA,NA,"baseline"
"1362_baseline_6",NA,NA,"baseline"
"1362_baseline_60",NA,NA,"baseline"
"1362_baseline_61",NA,NA,"baseline"
"1362_baseline_62",NA,NA,"baseline"
"1362_baseline_63",NA,NA,"baseline"
"1362_baseline_64",NA,NA,"baseline"
"1362_baseline_65",NA,NA,"baseline"
"1362_baseline_66",NA,NA,"baseline"
"1362_baseline_67",NA,NA,"baseline"
"1362_baseline_68",NA,NA,"baseline"
"1362_baseline_69",NA,NA,"baseline"
"1362_baseline_7",NA,NA,"baseline"
"1362_baseline_70",NA,NA,"baseline"
"1362_baseline_71",NA,NA,"baseline"
"1362_baseline_72",NA,NA,"baseline"
"1362_baseline_73",NA,NA,"baseline"
"1362_baseline_74",NA,NA,"baseline"
"1362_baseline_75",NA,NA,"baseline"
"1362_baseline_76",NA,NA,"baseline"
"1362_baseline_77",NA,NA,"baseline"
"1362_baseline_78",NA,NA,"baseline"
"1362_baseline_79",NA,NA,"baseline"
"1362_baseline_8",NA,NA,"baseline"
"1362_baseline_80",NA,NA,"baseline"
"1362_baseline_81",NA,NA,"baseline"
"1362_baseline_82",NA,NA,"baseline"
"1362_baseline_83",NA,NA,"baseline"
"1362_baseline_84",NA,NA,"baseline"
"1362_baseline_85",NA,NA,"baseline"
"1362_baseline_86",NA,NA,"baseline"
"1362_baseline_87",NA,NA,"baseline"
"1362_baseline_88",NA,NA,"baseline"
"1362_baseline_89",NA,NA,"baseline"
"1362_baseline_9",NA,NA,"baseline"
"1362_baseline_90",NA,NA,"baseline"
"1362_baseline_91",NA,NA,"baseline"
"1362_baseline_92",NA,NA,"baseline"
"1362_baseline_93",NA,NA,"baseline"
"1362_baseline_94",NA,NA,"baseline"
"1362_baseline_95",NA,NA,"baseline"
"1362_baseline_96",NA,NA,"baseline"
"1362_baseline_97",NA,NA,"baseline"
"1362_baseline_98",NA,NA,"baseline"
"1362_baseline_99",NA,NA,"baseline"
"1362_outbreak_1",1,FALSE,"outbreak"
"1362_outbreak_2",1,FALSE,"outbreak"
"1362_outbreak_3",1,FALSE,"outbreak"
"1362_outbreak_4",1,FALSE,"outbreak"
"1363_baseline_1",NA,NA,"baseline"
"1363_baseline_10",NA,NA,"baseline"
"1363_baseline_11",NA,NA,"baseline"
"1363_baseline_12",NA,NA,"baseline"
"1363_baseline_2",NA,NA,"baseline"
"1363_baseline_3",NA,NA,"baseline"
"1363_baseline_4",NA,NA,"baseline"
"1363_baseline_5",NA,NA,"baseline"
"1363_baseline_6",NA,NA,"baseline"
"1363_baseline_7",NA,NA,"baseline"
"1363_baseline_8",NA,NA,"baseline"
"1363_baseline_9",NA,NA,"baseline"
"1363_outbreak_1",1,FALSE,"outbreak"
"1364_baseline_1",NA,NA,"baseline"
"1364_baseline_2",NA,NA,"baseline"
"1364_baseline_3",NA,NA,"baseline"
"1364_outbreak_1",1,FALSE,"outbreak"
"1365_baseline_1",NA,NA,"baseline"
"1365_baseline_10",NA,NA,"baseline"
"1365_baseline_11",NA,NA,"baseline"
"1365_baseline_12",NA,NA,"baseline"
"1365_baseline_13",NA,NA,"baseline"
"1365_baseline_14",NA,NA,"baseline"
"1365_baseline_15",NA,NA,"baseline"
"1365_baseline_16",NA,NA,"baseline"
"1365_baseline_17",NA,NA,"baseline"
"1365_baseline_18",NA,NA,"baseline"
"1365_baseline_19",NA,NA,"baseline"
"1365_baseline_2",NA,NA,"baseline"
"1365_baseline_20",NA,NA,"baseline"
"1365_baseline_21",NA,NA,"baseline"
"1365_baseline_22",NA,NA,"baseline"
"1365_baseline_23",NA,NA,"baseline"
"1365_baseline_24",NA,NA,"baseline"
"1365_baseline_25",NA,NA,"baseline"
"1365_baseline_26",NA,NA,"baseline"
"1365_baseline_3",NA,NA,"baseline"
"1365_baseline_4",NA,NA,"baseline"
"1365_baseline_5",NA,NA,"baseline"
"1365_baseline_6",NA,NA,"baseline"
"1365_baseline_7",NA,NA,"baseline"
"1365_baseline_8",NA,NA,"baseline"
"1365_baseline_9",NA,NA,"baseline"
"1365_outbreak_1",3,FALSE,"outbreak"
"1366_baseline_1",NA,NA,"baseline"
"1366_baseline_2",NA,NA,"baseline"
"1366_baseline_3",NA,NA,"baseline"
"1366_baseline_4",NA,NA,"baseline"
"1366_baseline_5",NA,NA,"baseline"
"1366_baseline_6",NA,NA,"baseline"
"1366_baseline_7",NA,NA,"baseline"
"1366_outbreak_1",1,FALSE,"outbreak"
"1366_outbreak_2",1,FALSE,"outbreak"
"1367_baseline_1",NA,NA,"baseline"
"1367_baseline_10",NA,NA,"baseline"
"1367_baseline_11",NA,NA,"baseline"
"1367_baseline_12",NA,NA,"baseline"
"1367_baseline_13",NA,NA,"baseline"
"1367_baseline_14",NA,NA,"baseline"
"1367_baseline_15",NA,NA,"baseline"
"1367_baseline_16",NA,NA,"baseline"
"1367_baseline_17",NA,NA,"baseline"
"1367_baseline_18",NA,NA,"baseline"
"1367_baseline_19",NA,NA,"baseline"
"1367_baseline_2",NA,NA,"baseline"
"1367_baseline_20",NA,NA,"baseline"
"1367_baseline_21",NA,NA,"baseline"
"1367_baseline_22",NA,NA,"baseline"
"1367_baseline_23",NA,NA,"baseline"
"1367_baseline_24",NA,NA,"baseline"
"1367_baseline_25",NA,NA,"baseline"
"1367_baseline_26",NA,NA,"baseline"
"1367_baseline_27",NA,NA,"baseline"
"1367_baseline_28",NA,NA,"baseline"
"1367_baseline_29",NA,NA,"baseline"
"1367_baseline_3",NA,NA,"baseline"
"1367_baseline_30",NA,NA,"baseline"
"1367_baseline_31",NA,NA,"baseline"
"1367_baseline_32",NA,NA,"baseline"
"1367_baseline_33",NA,NA,"baseline"
"1367_baseline_34",NA,NA,"baseline"
"1367_baseline_35",NA,NA,"baseline"
"1367_baseline_36",NA,NA,"baseline"
"1367_baseline_37",NA,NA,"baseline"
"1367_baseline_38",NA,NA,"baseline"
"1367_baseline_39",NA,NA,"baseline"
"1367_baseline_4",NA,NA,"baseline"
"1367_baseline_40",NA,NA,"baseline"
"1367_baseline_41",NA,NA,"baseline"
"1367_baseline_42",NA,NA,"baseline"
"1367_baseline_43",NA,NA,"baseline"
"1367_baseline_44",NA,NA,"baseline"
"1367_baseline_45",NA,NA,"baseline"
"1367_baseline_46",NA,NA,"baseline"
"1367_baseline_47",NA,NA,"baseline"
"1367_baseline_48",NA,NA,"baseline"
"1367_baseline_49",NA,NA,"baseline"
"1367_baseline_5",NA,NA,"baseline"
"1367_baseline_50",NA,NA,"baseline"
"1367_baseline_51",NA,NA,"baseline"
"1367_baseline_52",NA,NA,"baseline"
"1367_baseline_53",NA,NA,"baseline"
"1367_baseline_54",NA,NA,"baseline"
"1367_baseline_55",NA,NA,"baseline"
"1367_baseline_56",NA,NA,"baseline"
"1367_baseline_57",NA,NA,"baseline"
"1367_baseline_58",NA,NA,"baseline"
"1367_baseline_59",NA,NA,"baseline"
"1367_baseline_6",NA,NA,"baseline"
"1367_baseline_60",NA,NA,"baseline"
"1367_baseline_61",NA,NA,"baseline"
"1367_baseline_62",NA,NA,"baseline"
"1367_baseline_63",NA,NA,"baseline"
"1367_baseline_64",NA,NA,"baseline"
"1367_baseline_65",NA,NA,"baseline"
"1367_baseline_66",NA,NA,"baseline"
"1367_baseline_67",NA,NA,"baseline"
"1367_baseline_68",NA,NA,"baseline"
"1367_baseline_69",NA,NA,"baseline"
"1367_baseline_7",NA,NA,"baseline"
"1367_baseline_70",NA,NA,"baseline"
"1367_baseline_71",NA,NA,"baseline"
"1367_baseline_72",NA,NA,"baseline"
"1367_baseline_73",NA,NA,"baseline"
"1367_baseline_74",NA,NA,"baseline"
"1367_baseline_75",NA,NA,"baseline"
"1367_baseline_76",NA,NA,"baseline"
"1367_baseline_77",NA,NA,"baseline"
"1367_baseline_78",NA,NA,"baseline"
"1367_baseline_79",NA,NA,"baseline"
"1367_baseline_8",NA,NA,"baseline"
"1367_baseline_80",NA,NA,"baseline"
"1367_baseline_81",NA,NA,"baseline"
"1367_baseline_82",NA,NA,"baseline"
"1367_baseline_83",NA,NA,"baseline"
"1367_baseline_84",NA,NA,"baseline"
"1367_baseline_85",NA,NA,"baseline"
"1367_baseline_86",NA,NA,"baseline"
"1367_baseline_87",NA,NA,"baseline"
"1367_baseline_88",NA,NA,"baseline"
"1367_baseline_89",NA,NA,"baseline"
"1367_baseline_9",NA,NA,"baseline"
"1367_baseline_90",NA,NA,"baseline"
"1367_outbreak_1",1,FALSE,"outbreak"
"1367_outbreak_2",1,FALSE,"outbreak"
"1367_outbreak_3",1,FALSE,"outbreak"
"1367_outbreak_4",1,FALSE,"outbreak"
"1368_baseline_1",NA,NA,"baseline"
"1368_baseline_2",NA,NA,"baseline"
"1368_outbreak_1",1,FALSE,"outbreak"
"1368_outbreak_2",1,FALSE,"outbreak"
"1369_baseline_1",NA,NA,"baseline"
"1369_baseline_2",NA,NA,"baseline"
"1369_baseline_3",NA,NA,"baseline"
"1369_baseline_4",NA,NA,"baseline"
"1369_outbreak_1",1,FALSE,"outbreak"
"1369_outbreak_2",1,FALSE,"outbreak"
"1370_baseline_1",NA,NA,"baseline"
"1370_baseline_10",NA,NA,"baseline"
"1370_baseline_11",NA,NA,"baseline"
"1370_baseline_12",NA,NA,"baseline"
"1370_baseline_13",NA,NA,"baseline"
"1370_baseline_14",NA,NA,"baseline"
"1370_baseline_15",NA,NA,"baseline"
"1370_baseline_16",NA,NA,"baseline"
"1370_baseline_17",NA,NA,"baseline"
"1370_baseline_18",NA,NA,"baseline"
"1370_baseline_19",NA,NA,"baseline"
"1370_baseline_2",NA,NA,"baseline"
"1370_baseline_3",NA,NA,"baseline"
"1370_baseline_4",NA,NA,"baseline"
"1370_baseline_5",NA,NA,"baseline"
"1370_baseline_6",NA,NA,"baseline"
"1370_baseline_7",NA,NA,"baseline"
"1370_baseline_8",NA,NA,"baseline"
"1370_baseline_9",NA,NA,"baseline"
"1370_outbreak_1",1,FALSE,"outbreak"
"1370_outbreak_2",1,FALSE,"outbreak"
"1371_baseline_1",NA,NA,"baseline"
"1371_baseline_2",NA,NA,"baseline"
"1371_baseline_3",NA,NA,"baseline"
"1371_outbreak_1",1,FALSE,"outbreak"
"1371_outbreak_2",1,FALSE,"outbreak"
"1371_outbreak_3",1,FALSE,"outbreak"
"1372_baseline_1",NA,NA,"baseline"
"1372_baseline_2",NA,NA,"baseline"
"1372_baseline_3",NA,NA,"baseline"
"1372_baseline_4",NA,NA,"baseline"
"1372_baseline_5",NA,NA,"baseline"
"1372_baseline_6",NA,NA,"baseline"
"1372_baseline_7",NA,NA,"baseline"
"1372_baseline_8",NA,NA,"baseline"
"1372_outbreak_1",1,FALSE,"outbreak"
"1372_outbreak_2",1,FALSE,"outbreak"
"1373_baseline_1",NA,NA,"baseline"
"1373_baseline_10",NA,NA,"baseline"
"1373_baseline_11",NA,NA,"baseline"
"1373_baseline_2",NA,NA,"baseline"
"1373_baseline_3",NA,NA,"baseline"
"1373_baseline_4",NA,NA,"baseline"
