hh_id,country,hh_size,hh_size_reported
HH9209603,NL,4,4
HH9209604,NL,4,4
HH9209605,NL,4,4
HH9209606,NL,4,4
HH9209607,NL,4,4
HH9209608,NL,4,4
HH9209609,NL,4,4
HH9209610,NL,4,4
HH9210906,NL,1,1
HH9210907,NL,1,1
HH9210908,NL,1,1
HH9210909,NL,1,1
HH9210910,NL,1,1
HH9212206,NL,2,2
HH9212207,NL,2,2
HH9212300,NL,2,2
HH9212301,NL,2,NA
HH9212302,NL,2,2
HH9212303,NL,2,2
HH9212304,NL,2,2
HH9212305,NL,2,2
HH9212306,NL,2,2
HH9212307,NL,2,2
HH9212308,NL,2,2
HH9212309,NL,2,2
HH9212310,NL,2,2
HH9213004,NL,2,2
HH9214200,NL,2,2
HH9214201,NL,2,NA
HH9214202,NL,2,2
HH9214203,NL,2,2
HH9214204,NL,2,2
HH9214205,NL,2,2
HH9214206,NL,2,2
HH9214207,NL,2,2
HH9214208,NL,2,2
HH9214402,NL,3,3
HH9216302,NL,1,1
HH9216303,NL,1,1
HH9216304,NL,1,1
HH9216305,NL,1,1
HH9216306,NL,1,1
HH9216307,NL,1,1
HH9216308,NL,1,1
HH9216309,NL,1,1
HH9216310,NL,1,1
HH9216902,NL,2,2
HH9216903,NL,1,1
HH9216904,NL,1,1
HH9217702,NL,2,2
HH9217703,NL,2,2
HH9217704,NL,2,2
HH9217706,NL,2,2
HH9217708,NL,2,2
HH9219006,NL,2,2
HH9219506,NL,4,4
HH9219507,NL,5,5
HH9219706,NL,1,1
HH9219707,NL,1,1
HH9219708,NL,1,1
HH9219709,NL,1,1
HH9219710,NL,1,1
HH9220402,NL,4,4
HH9220403,NL,4,4
HH9220404,NL,4,4
HH9220405,NL,4,4
HH9220406,NL,5,5
HH9220408,NL,5,5
HH9220409,NL,5,5
HH9220803,NL,1,1
HH9220804,NL,1,1
HH9221102,NL,2,2
HH9221103,NL,2,2
HH9221104,NL,2,2
HH9221105,NL,2,2
HH9221106,NL,2,2
HH9221600,NL,2,2
HH9221601,NL,2,NA
HH9221602,NL,2,2
HH9221603,NL,2,2
HH9221604,NL,2,2
HH9221605,NL,2,2
HH9221606,NL,2,2
HH9221607,NL,2,2
HH9221608,NL,2,2
HH9221609,NL,2,2
HH9221610,NL,2,2
HH9222302,NL,2,2
HH9222303,NL,2,2
HH9222304,NL,2,2
HH9222305,NL,2,2
HH9222806,NL,2,2
HH9222807,NL,2,2
HH9222808,NL,2,2
HH9222809,NL,2,2
HH9222810,NL,2,2
HH9223102,NL,4,4
HH9223103,NL,4,4
HH9223104,NL,4,4
HH9223105,NL,4,4
HH9223106,NL,4,4
HH9223107,NL,4,4
HH9224106,NL,1,1
HH9224206,NL,2,2
HH9224207,NL,2,2
HH9226100,NL,1,1
HH9226101,NL,1,NA
HH9226102,NL,1,1
HH9226103,NL,1,1
HH9226104,NL,1,1
HH9226105,NL,1,1
HH9226106,NL,1,1
HH9226107,NL,1,1
HH9226108,NL,1,1
HH9226109,NL,1,1
HH9226110,NL,1,1
HH9226702,NL,5,5
HH9226703,NL,5,5
HH9226704,NL,5,5
HH9226705,NL,5,5
HH9226706,NL,5,5
HH9226707,NL,5,5
HH9226708,NL,5,5
HH9226709,NL,5,5
HH9226710,NL,5,5
HH9226802,NL,1,1
HH9226803,NL,1,1
HH9226804,NL,1,1
HH9226805,NL,1,1
HH9226806,NL,1,1
HH9226807,NL,1,1
HH9226808,NL,1,1
HH9226809,NL,1,1
HH9226810,NL,1,1
HH9226902,NL,2,2
HH9226903,NL,2,2
HH9226904,NL,2,2
HH9226905,NL,2,2
HH9226906,NL,2,2
HH9226907,NL,2,2
HH9226908,NL,2,2
HH9226909,NL,2,2
HH9229800,NL,2,2
HH9229801,NL,2,NA
HH9229802,NL,2,2
HH9229803,NL,2,2
HH9229804,NL,2,2
HH9229805,NL,2,2
HH9229806,NL,2,2
HH9229807,NL,2,2
HH9229808,NL,2,2
HH9229810,NL,2,2
HH9230002,NL,4,4
HH9230003,NL,4,4
HH9230004,NL,4,4
HH9230005,NL,4,4
HH9230006,NL,4,4
HH9230007,NL,4,4
HH9230008,NL,4,4
HH9230009,NL,4,4
HH9230010,NL,4,4
HH9230802,NL,5,5
HH9232606,NL,1,1
HH9232608,NL,1,NA
HH9232609,NL,1,NA
HH9232610,NL,1,1
HH9232902,NL,5,5
HH9233006,NL,2,2
HH9233007,NL,2,2
HH9233008,NL,2,2
HH9233009,NL,2,2
HH9233010,NL,2,2
HH9233200,NL,4,4
HH9233201,NL,4,NA
HH9233202,NL,4,4
HH9233203,NL,4,4
HH9233205,NL,4,4
HH9233206,NL,3,3
HH9233207,NL,3,3
HH9233208,NL,3,3
HH9233209,NL,2,2
HH9233210,NL,3,3
HH9233506,NL,2,2
HH9233507,NL,2,2
HH9234706,NL,1,1
HH9234707,NL,1,1
HH9234708,NL,1,1
HH9234709,NL,1,1
HH9234710,NL,1,1
HH9235502,NL,2,2
HH9235503,NL,2,2
HH9235504,NL,2,2
HH9235505,NL,2,2
HH9235506,NL,2,2
HH9235507,NL,2,2
HH9235508,NL,2,2
HH9235509,NL,2,2
HH9235510,NL,2,2
HH9235802,NL,3,3
HH9235803,NL,3,3
HH9235804,NL,3,3
HH9235805,NL,3,3
HH9235806,NL,4,4
HH9238302,NL,1,1
HH9238706,NL,2,2
HH9238707,NL,2,2
HH9238708,NL,2,2
HH9238709,NL,2,2
HH9238710,NL,2,2
HH9239200,NL,4,4
HH9239201,NL,4,NA
HH9239202,NL,4,4
HH9239203,NL,4,4
HH9239204,NL,4,4
HH9239205,NL,4,4
HH9241306,NL,5,5
HH9241906,NL,1,1
HH9241907,NL,1,1
HH9241908,NL,2,2
HH9241909,NL,2,2
HH9241910,NL,2,2
HH9242502,NL,4,4
HH9242503,NL,4,4
HH9242504,NL,4,4
HH9242505,NL,4,4
HH9242506,NL,4,4
HH9242507,NL,4,4
HH9242508,NL,4,4
HH9242509,NL,4,4
HH9242510,NL,4,4
HH9242600,NL,2,2
HH9242601,NL,3,NA
HH9242602,NL,3,3
HH9242603,NL,3,3
HH9242604,NL,4,4
HH9242605,NL,4,4
HH9242606,NL,4,4
HH9242607,NL,4,4
HH9242608,NL,4,4
HH9242610,NL,4,4
HH9242802,NL,2,2
HH9243000,NL,2,4
HH9243001,NL,4,NA
HH9243003,NL,4,4
HH9243004,NL,4,4
HH9243006,NL,4,4
HH9243007,NL,4,4
HH9243008,NL,4,4
HH9243009,NL,4,4
HH9244302,NL,5,5
HH9244303,NL,5,5
HH9244304,NL,5,5
HH9244305,NL,5,5
HH9244306,NL,5,5
HH9244307,NL,5,5
HH9246406,NL,4,4
HH9246407,NL,4,4
HH9246408,NL,4,4
HH9246409,NL,4,4
HH9246410,NL,4,4
HH9246502,NL,5,5
HH9246503,NL,5,5
HH9246700,NL,4,4
HH9246701,NL,4,NA
HH9246702,NL,4,4
HH9246703,NL,4,4
HH9246704,NL,4,4
HH9246705,NL,4,4
HH9247502,NL,3,3
HH9247503,NL,3,3
HH9247504,NL,3,3
HH9249200,NL,3,NA
HH9249201,NL,2,NA
HH9249202,NL,2,2
HH9249203,NL,2,2
HH9249204,NL,2,2
HH9249205,NL,2,2
HH9249206,NL,2,2
HH9249207,NL,2,2
HH9249208,NL,2,2
HH9249209,NL,2,2
HH9249302,NL,4,4
HH9249303,NL,5,5
HH9249304,NL,4,4
HH9249506,NL,3,3
HH9250606,NL,3,3
HH9251006,NL,1,1
HH9251007,NL,1,1
HH9251008,NL,1,1
HH9251009,NL,1,1
HH9251010,NL,1,1
HH9252900,NL,3,3
HH9252901,NL,2,NA
HH9252902,NL,2,2
HH9252903,NL,2,2
HH9252904,NL,2,2
HH9252905,NL,2,2
HH9252906,NL,2,2
HH9252907,NL,2,2
HH9252908,NL,2,2
HH9252909,NL,2,2
HH9252910,NL,2,2
HH9254200,NL,4,4
HH9254201,NL,1,NA
HH9254202,NL,4,4
HH9254203,NL,4,4
HH9254204,NL,4,4
HH9254600,NL,3,3
HH9254601,NL,2,NA
HH9254602,NL,2,2
HH9254603,NL,2,2
HH9254604,NL,2,2
HH9254605,NL,2,2
HH9254606,NL,2,2
HH9254607,NL,2,2
HH9254608,NL,2,2
HH9254609,NL,3,3
HH9254906,NL,4,4
HH9255406,NL,1,1
HH9255407,NL,1,1
HH9255408,NL,1,1
HH9255409,NL,1,1
HH9255410,NL,1,1
HH9256106,NL,2,2
HH9256107,NL,2,2
HH9256108,NL,2,2
HH9256109,NL,2,2
HH9256110,NL,2,2
HH9256300,NL,3,3
HH9256301,NL,3,NA
HH9256302,NL,2,2
HH9256303,NL,2,2
HH9256304,NL,2,2
HH9256305,NL,2,2
HH9256306,NL,2,2
HH9256308,NL,2,2
HH9257606,NL,4,4
HH9257607,NL,4,4
HH9259102,NL,4,4
HH9259103,NL,4,4
HH9259104,NL,4,4
HH9259105,NL,4,4
HH9259106,NL,4,4
HH9259107,NL,4,4
HH9259109,NL,4,4
HH9259110,NL,4,4
HH9259206,NL,1,1
HH9260306,NL,4,4
HH9260307,NL,4,4
HH9260308,NL,4,4
HH9260309,NL,4,4
HH9260402,NL,2,2
HH9260403,NL,2,2
HH9260404,NL,2,2
HH9260405,NL,2,2
HH9260406,NL,2,2
HH9260407,NL,2,2
HH9260408,NL,2,2
HH9260409,NL,2,2
HH9260410,NL,2,2
HH9262206,NL,4,4
HH9262207,NL,4,4
HH9262208,NL,4,4
HH9262209,NL,4,4
HH9262210,NL,4,4
HH9262500,NL,1,1
HH9262501,NL,2,NA
HH9262502,NL,1,1
HH9262503,NL,1,1
HH9262504,NL,1,1
HH9262505,NL,1,1
HH9262506,NL,1,1
HH9262507,NL,1,1
HH9262508,NL,1,1
HH9262509,NL,1,1
HH9262510,NL,1,1
HH9263002,NL,4,4
HH9263003,NL,4,4
HH9263004,NL,4,4
HH9263005,NL,4,4
HH9263801,NL,1,NA
HH9263804,NL,1,1
HH9263906,NL,2,2
HH9263907,NL,2,2
HH9263908,NL,2,2
HH9263909,NL,4,2
HH9263910,NL,2,2
HH9264002,NL,5,5
HH9264003,NL,2,2
HH9264004,NL,3,3
HH9264005,NL,2,2
HH9264006,NL,2,2
HH9264007,NL,3,3
HH9264008,NL,2,2
HH9264009,NL,2,2
HH9264010,NL,2,2
HH9264402,NL,5,5
HH9264403,NL,5,5
HH9264404,NL,5,5
HH9264405,NL,5,5
HH9264406,NL,5,5
HH9266500,NL,4,4
HH9266501,NL,5,NA
HH9266502,NL,6,6
HH9266503,NL,4,4
HH9266504,NL,4,4
HH9266505,NL,4,4
HH9267106,NL,1,1
HH9267107,NL,1,1
HH9267108,NL,1,1
HH9267109,NL,1,1
HH9267110,NL,1,1
HH9267306,NL,5,5
HH9267307,NL,5,5
HH9267308,NL,5,5
HH9267309,NL,4,4
HH9267310,NL,4,4
HH9267602,NL,2,2
HH9267603,NL,2,2
HH9267604,NL,2,2
HH9267606,NL,2,2
HH9268006,NL,2,2
HH9268007,NL,2,2
HH9268008,NL,2,2
HH9268009,NL,2,2
HH9268010,NL,2,2
HH9268106,NL,1,1
HH9268107,NL,1,1
HH9268108,NL,1,1
HH9268109,NL,1,1
HH9268110,NL,1,1
HH9269002,NL,2,2
HH9269100,NL,2,4
HH9269101,NL,2,NA
HH9269102,NL,2,2
HH9269103,NL,2,2
HH9269105,NL,2,2
HH9269106,NL,2,2
HH9269107,NL,2,2
HH9269108,NL,2,2
HH9269109,NL,2,2
HH9269200,NL,4,4
HH9269201,NL,4,NA
HH9269202,NL,5,5
HH9269203,NL,5,5
HH9269204,NL,5,5
HH9269205,NL,5,5
HH9269206,NL,5,5
HH9269207,NL,5,5
HH9269208,NL,5,5
HH9269209,NL,5,5
HH9269210,NL,5,5
HH9269506,NL,2,2
HH9269507,NL,2,2
HH9269508,NL,2,2
HH9269509,NL,2,2
HH9269510,NL,2,2
HH9270606,NL,2,2
HH9270607,NL,2,2
HH9270608,NL,2,2
HH9270610,NL,2,2
HH9271202,NL,2,2
HH9271203,NL,2,2
HH9271204,NL,2,2
HH9271205,NL,2,2
HH9271206,NL,2,2
HH9271207,NL,3,3
HH9271208,NL,3,3
HH9271210,NL,3,3
HH9273202,NL,2,2
HH9273203,NL,2,2
HH9273204,NL,2,2
HH9273205,NL,2,2
HH9273206,NL,2,2
HH9273207,NL,2,2
HH9273208,NL,2,2
HH9273209,NL,2,2
HH9273210,NL,2,2
HH9273506,NL,6,6
HH9273507,NL,5,5
HH9273508,NL,5,5
HH9273509,NL,5,5
HH9273510,NL,5,5
HH9274100,NL,1,NA
HH9274101,NL,3,NA
HH9274202,NL,2,2
HH9274203,NL,2,2
HH9274204,NL,2,2
HH9274205,NL,2,2
HH9274206,NL,2,2
HH9274207,NL,2,3
HH9274208,NL,2,2
HH9275500,NL,2,4
HH9275501,NL,5,NA
HH9275502,NL,4,4
HH9275503,NL,4,4
HH9275504,NL,4,4
HH9275505,NL,4,4
HH9275506,NL,4,4
HH9275507,NL,4,4
HH9275508,NL,4,4
HH9275509,NL,4,4
HH9275510,NL,3,3
HH9276700,NL,1,1
HH9276701,NL,1,NA
HH9276702,NL,2,2
HH9278406,NL,3,3
HH9278902,NL,3,3
HH9278903,NL,3,3
HH9278904,NL,2,2
HH9278905,NL,3,3
HH9278906,NL,2,2
HH9278907,NL,2,2
HH9278908,NL,2,2
HH9278909,NL,2,2
HH9278910,NL,2,2
HH9279602,NL,3,3
HH9279603,NL,3,3
HH9279604,NL,3,3
HH9279605,NL,3,3
HH9279606,NL,4,4
HH9279607,NL,4,4
HH9279608,NL,4,4
HH9279609,NL,4,4
HH9279610,NL,4,4
HH9279700,NL,2,2
HH9279701,NL,2,NA
HH9279702,NL,2,2
HH9279703,NL,2,2
HH9279704,NL,2,2
HH9279705,NL,2,2
HH9279706,NL,2,2
HH9279707,NL,2,2
HH9279708,NL,2,2
HH9279709,NL,2,2
HH9279710,NL,2,2
HH9279902,NL,6,6
HH9280206,NL,3,3
HH9280306,NL,2,2
HH9280307,NL,2,2
HH9281802,NL,2,2
HH9281803,NL,2,2
HH9281804,NL,2,2
HH9281805,NL,2,2
HH9281806,NL,2,2
HH9281807,NL,2,2
HH9281809,NL,2,2
HH9281810,NL,2,2
HH9281900,NL,1,1
HH9281901,NL,1,NA
HH9281902,NL,1,1
HH9281903,NL,1,1
HH9282406,NL,1,1
HH9282407,NL,1,1
HH9282408,NL,1,1
HH9282409,NL,1,1
HH9282410,NL,1,1
HH9284500,NL,2,2
HH9284501,NL,3,NA
HH9285502,NL,1,1
HH9285503,NL,1,1
HH9285504,NL,1,1
HH9285506,NL,1,1
HH9285507,NL,1,1
HH9285508,NL,1,1
HH9285509,NL,1,1
HH9285510,NL,1,1
HH9287302,NL,2,2
HH9287303,NL,2,2
HH9287402,NL,3,3
HH9287403,NL,3,3
HH9287404,NL,3,3
HH9287405,NL,3,3
HH9287406,NL,2,2
HH9287407,NL,2,2
HH9287408,NL,2,2
HH9287409,NL,2,2
HH9287410,NL,2,2
HH9287600,NL,1,1
HH9287601,NL,2,NA
HH9287602,NL,1,2
HH9287603,NL,2,2
HH9289106,NL,2,2
HH9289107,NL,2,2
HH9289108,NL,2,2
HH9289109,NL,2,2
HH9289202,NL,3,3
HH9289203,NL,3,3
HH9289204,NL,3,3
HH9289205,NL,3,3
HH9289206,NL,3,3
HH9291400,NL,4,4
HH9291401,NL,1,NA
HH9291402,NL,4,4
HH9291403,NL,4,4
HH9291404,NL,4,4
HH9291405,NL,4,4
HH9291406,NL,4,4
HH9291409,NL,4,4
HH9291410,NL,4,4
HH9292802,NL,2,2
HH9292803,NL,2,2
HH9293802,NL,5,5
HH9293803,NL,5,5
HH9293805,NL,5,5
HH9293806,NL,5,5
HH9293807,NL,5,5
HH9294702,NL,2,2
HH9294703,NL,2,2
HH9294704,NL,2,2
HH9294705,NL,2,2
HH9294706,NL,2,2
HH9294707,NL,2,2
HH9294708,NL,2,2
HH9294709,NL,2,2
HH9294710,NL,2,2
HH9295600,NL,2,2
HH9295601,NL,2,NA
HH9295602,NL,2,2
HH9295603,NL,2,2
HH9295604,NL,2,2
HH9295605,NL,2,2
HH9295606,NL,2,2
HH9295607,NL,2,2
HH9295608,NL,2,2
HH9295609,NL,2,2
HH9295610,NL,2,2
HH9295706,NL,4,4
HH9297100,NL,2,2
HH9297101,NL,3,NA
HH9297500,NL,2,2
HH9297501,NL,2,NA
HH9297502,NL,2,2
HH9297503,NL,2,2
HH9302102,NL,3,3
HH9302103,NL,3,3
HH9302104,NL,3,3
HH9302105,NL,3,3
HH9302106,NL,3,3
HH9302406,NL,2,2
HH9302408,NL,1,1
HH9303902,NL,2,2
HH9303903,NL,2,2
HH9303904,NL,2,2
HH9303905,NL,2,2
HH9303906,NL,2,2
HH9303907,NL,2,2
HH9303909,NL,2,2
HH9305201,NL,4,NA
HH9305202,NL,4,4
HH9305203,NL,4,4
HH9305204,NL,3,3
HH9305205,NL,3,3
HH9305206,NL,3,3
HH9305207,NL,2,2
HH9305208,NL,2,2
HH9305209,NL,2,2
HH9305210,NL,3,3
HH9305606,NL,2,2
HH9305607,NL,2,2
HH9305608,NL,2,2
HH9305609,NL,2,2
HH9305610,NL,2,2
HH9307502,NL,1,1
HH9307503,NL,1,1
HH9307504,NL,1,1
HH9307505,NL,1,1
HH9307506,NL,1,1
HH9307507,NL,1,1
HH9307508,NL,1,1
HH9307509,NL,1,1
HH9307510,NL,1,1
HH9307900,NL,2,2
HH9307901,NL,2,NA
HH9307902,NL,2,2
HH9307903,NL,3,3
HH9307904,NL,3,3
HH9307906,NL,4,4
HH9308400,NL,4,4
HH9308401,NL,4,NA
HH9308402,NL,4,4
HH9308403,NL,4,4
HH9308404,NL,4,4
HH9308405,NL,4,4
HH9308406,NL,4,4
HH9308407,NL,4,4
HH9308408,NL,4,4
HH9310002,NL,4,4
HH9310003,NL,4,4
HH9310004,NL,4,4
HH9310005,NL,4,4
HH9310300,NL,5,5
HH9310301,NL,5,NA
HH9310302,NL,5,5
HH9310303,NL,5,5
HH9310304,NL,5,6
HH9310305,NL,5,5
HH9310306,NL,5,5
HH9310307,NL,5,5
HH9310308,NL,5,5
HH9310309,NL,5,5
HH9310310,NL,5,5
HH9311002,NL,4,4
HH9311402,NL,4,4
HH9311403,NL,4,4
HH9311404,NL,4,4
HH9311405,NL,4,4
HH9311406,NL,4,4
HH9311407,NL,4,4
HH9311408,NL,4,4
HH9311409,NL,4,4
HH9311410,NL,4,4
HH9313000,NL,2,2
HH9313001,NL,2,NA
HH9313002,NL,2,2
HH9313003,NL,2,2
HH9313004,NL,2,2
HH9313005,NL,2,2
HH9313006,NL,2,2
HH9313700,NL,1,3
HH9313701,NL,3,NA
HH9313702,NL,3,3
HH9315000,NL,3,2
HH9315001,NL,2,NA
HH9315003,NL,2,2
HH9315004,NL,1,1
HH9315500,NL,2,4
HH9315501,NL,4,NA
HH9315502,NL,4,4
HH9315503,NL,5,5
HH9315504,NL,4,4
HH9315505,NL,5,5
HH9315506,NL,4,4
HH9315706,NL,4,4
HH9315707,NL,4,4
HH9315708,NL,4,4
HH9315709,NL,4,4
HH9315800,NL,5,5
HH9315801,NL,5,NA
HH9315802,NL,5,5
HH9315803,NL,4,4
HH9316302,NL,2,2
HH9316303,NL,2,2
HH9316304,NL,2,2
HH9316900,NL,2,1
HH9316902,NL,1,1
HH9316903,NL,1,1
HH9316904,NL,1,2
HH9316905,NL,1,1
HH9316906,NL,1,1
HH9316907,NL,2,1
HH9316910,NL,1,1
HH9317902,NL,3,3
HH9317903,NL,3,3
HH9317904,NL,3,3
HH9317905,NL,3,3
HH9319000,NL,4,4
HH9319001,NL,4,NA
HH9319002,NL,4,4
HH9320302,NL,2,2
HH9320502,NL,5,5
HH9320503,NL,4,4
HH9320505,NL,3,3
HH9320906,NL,4,4
HH9320907,NL,4,4
HH9320908,NL,4,4
HH9320909,NL,4,4
HH9321006,NL,2,2
HH9321008,NL,2,2
HH9321010,NL,2,2
HH9321900,NL,4,4
HH9321904,NL,4,4
HH9321905,NL,4,4
HH9321906,NL,4,4
HH9323206,NL,2,2
HH9323207,NL,2,2
HH9323208,NL,2,2
HH9323209,NL,2,2
HH9323210,NL,2,2
HH9323302,NL,1,1
HH9323303,NL,1,1
HH9323304,NL,1,1
HH9323305,NL,1,1
HH9323306,NL,1,1
HH9323307,NL,1,1
HH9323308,NL,1,1
HH9323309,NL,1,1
HH9323310,NL,1,1
HH9325002,NL,2,2
HH9325003,NL,2,2
HH9325004,NL,2,2
HH9325005,NL,1,1
HH9325006,NL,1,1
HH9325007,NL,1,1
HH9325008,NL,1,1
HH9325009,NL,1,1
HH9325010,NL,1,1
HH9325201,NL,2,NA
HH9325202,NL,2,2
HH9325203,NL,2,2
HH9325204,NL,2,2
HH9325205,NL,2,2
HH9325206,NL,2,2
HH9325207,NL,2,2
HH9325208,NL,2,2
HH9325209,NL,2,2
HH9325210,NL,2,2
HH9325506,NL,4,4
HH9325507,NL,4,4
HH9325508,NL,4,4
HH9325509,NL,4,4
HH9325510,NL,4,4
HH9327102,NL,6,6
HH9327103,NL,6,6
HH9327104,NL,6,6
HH9327105,NL,6,6
HH9327106,NL,6,6
HH9327206,NL,2,2
HH9327207,NL,2,2
HH9327208,NL,2,2
HH9327209,NL,2,2
HH9327210,NL,2,2
HH9328306,NL,1,1
HH9328307,NL,1,1
HH9328308,NL,1,1
HH9328309,NL,1,1
HH9328310,NL,1,1
HH9328900,NL,4,4
HH9328901,NL,4,NA
HH9328902,NL,4,4
HH9328903,NL,4,4
HH9328904,NL,4,4
HH9328905,NL,4,4
HH9328906,NL,4,4
HH9328907,NL,4,4
HH9328908,NL,4,4
HH9328909,NL,4,4
HH9328910,NL,4,4
HH9329502,NL,2,2
HH9329503,NL,2,2
HH9329504,NL,2,2
HH9329505,NL,2,2
HH9329506,NL,2,2
HH9329507,NL,2,2
HH9329509,NL,2,2
HH9329510,NL,2,2
HH9330000,NL,4,4
HH9330001,NL,4,NA
HH9330002,NL,4,4
HH9330003,NL,4,4
HH9330004,NL,4,4
HH9330005,NL,4,4
HH9330006,NL,4,4
HH9330007,NL,4,4
HH9330008,NL,4,4
HH9330009,NL,4,4
HH9330010,NL,4,4
HH9330502,NL,5,5
HH9330503,NL,5,5
HH9330504,NL,5,5
HH9330505,NL,5,5
HH9330506,NL,5,5
HH9330507,NL,5,5
HH9330508,NL,5,5
HH9330509,NL,5,5
HH9330510,NL,5,5
HH9331506,NL,4,4
HH9331802,NL,4,4
HH9331803,NL,4,4
HH9331804,NL,4,4
HH9331805,NL,4,4
HH9331806,NL,4,4
HH9331807,NL,4,4
HH9331808,NL,4,4
HH9331810,NL,4,4
HH9332806,NL,1,1
HH9332807,NL,1,1
HH9332808,NL,1,1
HH9332809,NL,1,1
HH9332810,NL,1,1
HH9333606,NL,4,4
HH9333607,NL,4,4
HH9333608,NL,4,4
HH9333609,NL,4,4
HH9333610,NL,4,4
HH9334302,NL,2,2
HH9334303,NL,2,2
HH9334304,NL,2,2
HH9334305,NL,2,2
HH9334306,NL,2,2
HH9334307,NL,2,2
HH9334308,NL,2,2
HH9334309,NL,2,2
HH9334310,NL,2,2
HH9335106,NL,4,4
HH9335802,NL,10,10
HH9335803,NL,11,11
HH9335804,NL,11,11
HH9335805,NL,11,11
HH9335806,NL,12,12
HH9336500,NL,5,5
HH9336501,NL,3,NA
HH9336502,NL,3,3
HH9336503,NL,3,3
HH9336504,NL,3,3
HH9336505,NL,3,3
HH9336506,NL,3,3
HH9336507,NL,3,3
HH9336508,NL,3,3
HH9336509,NL,3,3
HH9336510,NL,4,4
HH9336702,NL,3,3
HH9336704,NL,3,3
HH9336706,NL,3,3
HH9338006,NL,1,1
HH9338007,NL,1,1
HH9338008,NL,1,1
HH9338800,NL,5,5
HH9338801,NL,5,NA
HH9338802,NL,5,5
HH9338803,NL,5,5
HH9338804,NL,5,5
HH9338805,NL,5,5
HH9338806,NL,5,5
HH9338807,NL,5,5
HH9338808,NL,5,5
HH9338809,NL,5,5
HH9338810,NL,5,5
HH9339202,NL,4,4
HH9339203,NL,4,4
HH9339204,NL,4,4
HH9339205,NL,4,4
HH9341206,NL,2,2
HH9341207,NL,2,2
HH9341208,NL,2,3
HH9341209,NL,2,2
HH9341210,NL,2,2
HH9341406,NL,4,4
HH9341407,NL,4,4
HH9341408,NL,4,4
HH9341806,NL,4,4
HH9341807,NL,4,4
HH9341906,NL,2,2
HH9341907,NL,2,2
HH9341908,NL,2,2
HH9342300,NL,4,4
HH9342301,NL,4,NA
HH9342303,NL,10,10
HH9342304,NL,9,9
HH9342305,NL,4,4
HH9342306,NL,4,4
HH9342307,NL,4,4
HH9342308,NL,4,4
HH9342309,NL,4,4
HH9343406,NL,2,2
HH9343606,NL,3,3
HH9343607,NL,5,5
HH9343806,NL,2,2
HH9343807,NL,2,2
HH9343808,NL,2,2
HH9343809,NL,2,2
HH9344106,NL,2,2
HH9344107,NL,2,2
HH9344108,NL,2,2
HH9344109,NL,2,2
HH9344110,NL,2,2
HH9344502,NL,4,4
HH9344503,NL,4,4
HH9344504,NL,4,4
HH9344505,NL,4,4
HH9344506,NL,4,4
HH9344507,NL,3,3
HH9344508,NL,3,3
HH9344509,NL,3,3
HH9344510,NL,3,3
HH9344802,NL,2,2
HH9344803,NL,2,2
HH9344804,NL,2,2
HH9344805,NL,2,2
HH9344806,NL,2,2
HH9345106,NL,5,5
HH9345107,NL,5,5
HH9345109,NL,5,5
HH9346702,NL,5,5
HH9346703,NL,5,5
HH9346704,NL,5,5
HH9346705,NL,5,5
HH9346706,NL,5,5
HH9346707,NL,5,5
HH9346708,NL,5,5
HH9346709,NL,5,5
HH9346710,NL,5,5
HH9347006,NL,2,2
HH9347200,NL,2,2
HH9347201,NL,2,NA
HH9347202,NL,2,2
HH9347204,NL,2,2
HH9347205,NL,2,2
HH9347806,NL,4,4
HH9347807,NL,4,4
HH9347808,NL,4,4
HH9347809,NL,4,4
HH9347810,NL,4,4
HH9348502,NL,5,5
HH9348503,NL,5,5
HH9348504,NL,5,5
HH9348506,NL,5,5
HH9348508,NL,5,5
HH9348510,NL,5,5
HH9350200,NL,2,2
HH9350201,NL,2,NA
HH9350202,NL,2,2
HH9350606,NL,2,2
HH9350607,NL,2,2
HH9350608,NL,2,2
HH9350609,NL,2,2
HH9350610,NL,2,2
HH9350802,NL,2,2
HH9350804,NL,2,2
HH9350805,NL,2,2
HH9350806,NL,2,2
HH9350807,NL,2,2
HH9350809,NL,2,2
HH9350810,NL,2,2
HH9351206,NL,3,3
HH9352202,NL,2,2
HH9352203,NL,2,2
HH9352204,NL,2,2
HH9352205,NL,2,2
HH9352206,NL,2,2
HH9352207,NL,2,2
HH9352208,NL,2,2
HH9352209,NL,2,2
HH9352210,NL,2,2
HH9352702,NL,5,5
HH9352703,NL,5,5
HH9354202,NL,2,2
HH9354203,NL,2,2
HH9354204,NL,2,2
HH9354205,NL,2,2
HH9354206,NL,2,2
HH9354207,NL,2,2
HH9354208,NL,2,2
HH9354209,NL,2,2
HH9354210,NL,2,2
HH9354402,NL,5,5
HH9354403,NL,5,5
HH9354404,NL,5,5
HH9354602,NL,1,1
HH9354603,NL,1,1
HH9354604,NL,1,1
HH9354605,NL,1,1
HH9354606,NL,1,1
HH9354607,NL,1,1
HH9354608,NL,1,1
HH9354609,NL,1,1
HH9354610,NL,1,1
HH9355106,NL,2,2
HH9355107,NL,2,2
HH9355206,NL,4,4
HH9355207,NL,4,4
HH9355208,NL,4,4
HH9355209,NL,4,4
HH9355210,NL,4,4
HH9355802,NL,3,3
HH9356200,NL,3,3
HH9356201,NL,4,NA
HH9356202,NL,4,4
HH9356203,NL,4,4
HH9356806,NL,4,4
HH9356902,NL,4,4
