cont_id,wave,studyDay
10937_2_1_4,2,1
10937_2_2_1,2,2
10937_2_2_2,2,2
10937_2_2_3,2,2
10937_2_2_4,2,2
10937_2_2_5,2,2
10937_2_2_6,2,2
10937_2_2_7,2,2
10937_2_2_8,2,2
10937_2_2_9,2,2
10937_2_2_10,2,2
10937_2_2_11,2,2
10937_2_2_12,2,2
10937_2_2_13,2,2
10937_2_2_14,2,2
10937_2_2_15,2,2
10937_2_2_16,2,2
10937_2_2_17,2,2
10937_2_2_18,2,2
10937_2_2_19,2,2
10937_2_2_20,2,2
10937_2_2_21,2,2
10937_2_2_22,2,2
10937_2_2_23,2,2
11330_2_1_1,2,1
11330_2_1_2,2,1
11330_2_1_3,2,1
11330_2_1_4,2,1
11330_2_1_5,2,1
11330_2_1_6,2,1
11330_2_1_7,2,1
11330_2_1_8,2,1
11330_2_1_9,2,1
11330_2_1_10,2,1
11330_2_1_11,2,1
11330_2_1_12,2,1
11330_2_1_13,2,1
11330_2_1_14,2,1
11330_2_1_15,2,1
11330_2_1_16,2,1
11330_2_2_1,2,2
11330_2_2_2,2,2
11330_2_2_3,2,2
11330_2_2_4,2,2
11330_2_2_5,2,2
11330_2_2_6,2,2
11330_2_2_7,2,2
11330_2_2_8,2,2
11330_2_2_9,2,2
11330_2_2_10,2,2
11330_2_2_11,2,2
11330_2_2_12,2,2
11330_2_2_13,2,2
11330_2_2_14,2,2
11330_2_2_15,2,2
11330_2_2_16,2,2
11330_2_2_17,2,2
11330_2_2_18,2,2
11330_2_2_19,2,2
13329_2_1_1,2,1
13329_2_1_2,2,1
13329_2_1_3,2,1
13329_2_1_4,2,1
13329_2_1_5,2,1
13329_2_1_6,2,1
13329_2_1_7,2,1
13329_2_1_8,2,1
13329_2_1_9,2,1
13329_2_1_10,2,1
13329_2_1_11,2,1
13329_2_1_12,2,1
13329_2_1_13,2,1
13329_2_2_1,2,2
13329_2_2_2,2,2
13329_2_2_3,2,2
13329_2_2_4,2,2
13329_2_2_5,2,2
13329_2_2_6,2,2
13329_2_2_7,2,2
13329_2_2_8,2,2
13329_2_2_9,2,2
13329_2_2_10,2,2
13329_2_2_11,2,2
13329_2_2_12,2,2
11194_2_1_1,2,1
11194_2_1_2,2,1
11194_2_1_3,2,1
11194_2_1_4,2,1
11194_2_1_5,2,1
11194_2_1_6,2,1
11194_2_1_7,2,1
11194_2_1_8,2,1
11194_2_1_9,2,1
11194_2_1_10,2,1
11194_2_1_11,2,1
11194_2_1_12,2,1
11194_2_1_13,2,1
11194_2_2_1,2,2
11194_2_2_2,2,2
11194_2_2_3,2,2
11194_2_2_4,2,2
11194_2_2_5,2,2
11194_2_2_6,2,2
11194_2_2_7,2,2
11194_2_2_8,2,2
11194_2_2_9,2,2
11194_2_2_10,2,2
11194_2_2_11,2,2
11194_2_2_12,2,2
11194_2_2_13,2,2
11194_2_2_14,2,2
11194_2_2_15,2,2
11194_2_2_16,2,2
11623_2_1_1,2,1
11623_2_1_2,2,1
11623_2_1_3,2,1
11623_2_1_4,2,1
11623_2_1_5,2,1
11623_2_1_6,2,1
11623_2_2_1,2,2
11623_2_2_2,2,2
11623_2_2_3,2,2
11623_2_2_4,2,2
11623_2_2_5,2,2
1854_2_1_1,2,1
1854_2_1_2,2,1
1854_2_1_3,2,1
1854_2_1_4,2,1
6273_2_1_1,2,1
6273_2_1_2,2,1
6273_2_1_3,2,1
6273_2_1_4,2,1
6273_2_1_5,2,1
6273_2_1_6,2,1
6273_2_1_7,2,1
6273_2_1_8,2,1
6273_2_1_9,2,1
6273_2_1_10,2,1
6273_2_1_11,2,1
6273_2_1_12,2,1
6273_2_1_13,2,1
6273_2_1_14,2,1
6273_2_1_15,2,1
6273_2_1_16,2,1
6273_2_1_17,2,1
6273_2_2_1,2,2
6273_2_2_2,2,2
6273_2_2_3,2,2
6273_2_2_4,2,2
6273_2_2_5,2,2
6273_2_2_6,2,2
6273_2_2_7,2,2
6273_2_2_8,2,2
6273_2_2_9,2,2
6273_2_2_10,2,2
6273_2_2_11,2,2
6273_2_2_12,2,2
6273_2_2_13,2,2
6273_2_2_14,2,2
6273_2_2_15,2,2
7409_2_1_1,2,1
7409_2_1_2,2,1
7409_2_1_3,2,1
7409_2_1_4,2,1
7409_2_1_5,2,1
7409_2_1_6,2,1
7409_2_1_7,2,1
7409_2_1_8,2,1
7409_2_1_9,2,1
7409_2_1_10,2,1
7409_2_2_1,2,2
7409_2_2_2,2,2
7409_2_2_3,2,2
7409_2_2_4,2,2
7409_2_2_5,2,2
7409_2_2_6,2,2
10884_2_1_1,2,1
10884_2_1_2,2,1
10884_2_2_1,2,2
10884_2_2_2,2,2
12548_2_1_1,2,1
12548_2_1_2,2,1
12548_2_1_3,2,1
12548_2_1_4,2,1
12548_2_1_5,2,1
12548_2_1_6,2,1
12548_2_2_1,2,2
12548_2_2_2,2,2
12548_2_2_3,2,2
12548_2_2_4,2,2
12548_2_2_5,2,2
6314_2_1_1,2,1
6314_2_1_2,2,1
6314_2_2_1,2,2
6314_2_2_2,2,2
6314_2_2_3,2,2
6314_2_2_4,2,2
6314_2_2_5,2,2
6314_2_2_6,2,2
6314_2_2_7,2,2
6314_2_2_8,2,2
6314_2_2_9,2,2
6314_2_2_10,2,2
6314_2_2_11,2,2
6314_2_2_12,2,2
6314_2_2_13,2,2
6314_2_2_14,2,2
6314_2_2_15,2,2
6314_2_2_16,2,2
6314_2_2_17,2,2
6314_2_2_18,2,2
6314_2_2_19,2,2
6314_2_2_20,2,2
6314_2_2_21,2,2
6314_2_2_22,2,2
6314_2_2_23,2,2
6314_2_2_24,2,2
6314_2_2_25,2,2
6314_2_2_26,2,2
1334_2_1_1,2,1
1334_2_1_2,2,1
1334_2_1_3,2,1
1334_2_1_4,2,1
1334_2_1_5,2,1
1334_2_1_6,2,1
1334_2_1_7,2,1
1334_2_1_8,2,1
1334_2_1_9,2,1
1334_2_1_10,2,1
1334_2_2_1,2,2
1334_2_2_2,2,2
1334_2_2_3,2,2
1334_2_2_4,2,2
1334_2_2_5,2,2
1334_2_2_6,2,2
1334_2_2_7,2,2
1334_2_2_8,2,2
1334_2_2_9,2,2
1334_2_2_10,2,2
1334_2_2_11,2,2
6859_2_1_1,2,1
6859_2_1_2,2,1
6859_2_1_3,2,1
6859_2_1_4,2,1
6859_2_1_5,2,1
6859_2_1_6,2,1
6859_2_1_7,2,1
6859_2_1_8,2,1
6859_2_1_9,2,1
6859_2_1_10,2,1
6859_2_1_11,2,1
6859_2_1_12,2,1
6859_2_1_13,2,1
6859_2_1_14,2,1
6859_2_1_15,2,1
6859_2_1_16,2,1
6859_2_1_17,2,1
6859_2_1_18,2,1
6859_2_1_19,2,1
6859_2_1_20,2,1
6859_2_1_21,2,1
6859_2_1_22,2,1
6859_2_1_23,2,1
6859_2_1_24,2,1
6859_2_1_25,2,1
6859_2_1_26,2,1
6859_2_1_27,2,1
6859_2_1_28,2,1
6859_2_1_29,2,1
6859_2_1_30,2,1
6859_2_1_31,2,1
6859_2_1_32,2,1
6859_2_1_33,2,1
6859_2_1_34,2,1
6859_2_1_35,2,1
6859_2_1_36,2,1
6859_2_1_37,2,1
6859_2_1_38,2,1
6859_2_1_39,2,1
6859_2_1_40,2,1
6859_2_2_1,2,2
6859_2_2_2,2,2
6859_2_2_3,2,2
6859_2_2_4,2,2
6859_2_2_5,2,2
6859_2_2_6,2,2
6859_2_2_7,2,2
6859_2_2_8,2,2
6859_2_2_9,2,2
6859_2_2_10,2,2
6859_2_2_11,2,2
6859_2_2_12,2,2
6859_2_2_13,2,2
6859_2_2_14,2,2
6859_2_2_15,2,2
6859_2_2_16,2,2
6859_2_2_17,2,2
6859_2_2_18,2,2
6859_2_2_19,2,2
6859_2_2_20,2,2
6859_2_2_21,2,2
6859_2_2_22,2,2
6859_2_2_23,2,2
6859_2_2_24,2,2
6859_2_2_25,2,2
6859_2_2_26,2,2
6859_2_2_27,2,2
6859_2_2_28,2,2
6859_2_2_29,2,2
6859_2_2_30,2,2
6859_2_2_31,2,2
6859_2_2_32,2,2
6859_2_2_33,2,2
6859_2_2_34,2,2
6859_2_2_35,2,2
6859_2_2_36,2,2
6859_2_2_37,2,2
6859_2_2_38,2,2
6859_2_2_39,2,2
6859_2_2_40,2,2
5074_2_1_1,2,1
5074_2_1_2,2,1
5074_2_1_3,2,1
5074_2_1_4,2,1
5074_2_1_5,2,1
5074_2_1_6,2,1
5074_2_1_7,2,1
5074_2_1_8,2,1
5074_2_1_9,2,1
5074_2_1_10,2,1
5074_2_1_11,2,1
5074_2_1_12,2,1
5074_2_1_13,2,1
5074_2_2_1,2,2
5074_2_2_2,2,2
5074_2_2_3,2,2
5074_2_2_4,2,2
5074_2_2_5,2,2
5074_2_2_6,2,2
5074_2_2_7,2,2
5074_2_2_8,2,2
5074_2_2_9,2,2
5074_2_2_10,2,2
5074_2_2_11,2,2
5074_2_2_12,2,2
5074_2_2_13,2,2
5074_2_2_14,2,2
5074_2_2_15,2,2
5074_2_2_16,2,2
5074_2_2_17,2,2
5074_2_2_18,2,2
5074_2_2_19,2,2
5074_2_2_20,2,2
5074_2_2_21,2,2
5074_2_2_22,2,2
5074_2_2_23,2,2
5074_2_2_24,2,2
5074_2_2_25,2,2
5074_2_2_26,2,2
5074_2_2_27,2,2
5074_2_2_28,2,2
5074_2_2_29,2,2
5074_2_2_30,2,2
5074_2_2_31,2,2
5074_2_2_32,2,2
5074_2_2_33,2,2
5074_2_2_34,2,2
5074_2_2_35,2,2
13056_2_1_1,2,1
13056_2_1_2,2,1
13056_2_1_3,2,1
13056_2_1_4,2,1
13056_2_1_5,2,1
13056_2_1_6,2,1
13056_2_1_7,2,1
13056_2_1_8,2,1
13056_2_1_9,2,1
13056_2_2_1,2,2
13056_2_2_2,2,2
13056_2_2_3,2,2
13056_2_2_4,2,2
13056_2_2_5,2,2
13056_2_2_6,2,2
13056_2_2_7,2,2
13056_2_2_8,2,2
13056_2_2_9,2,2
1734_2_1_1,2,1
1734_2_1_2,2,1
1734_2_1_3,2,1
1734_2_2_1,2,2
1734_2_2_2,2,2
1734_2_2_3,2,2
1734_2_2_4,2,2
1734_2_2_5,2,2
1734_2_2_6,2,2
13257_2_1_1,2,1
13257_2_1_2,2,1
13257_2_1_3,2,1
13257_2_1_4,2,1
13257_2_1_5,2,1
13257_2_1_6,2,1
13257_2_1_7,2,1
13257_2_1_8,2,1
13257_2_1_9,2,1
13257_2_2_1,2,2
13257_2_2_2,2,2
13257_2_2_3,2,2
13257_2_2_4,2,2
10513_2_1_1,2,1
10513_2_1_2,2,1
10513_2_1_3,2,1
10513_2_1_4,2,1
10513_2_1_5,2,1
10513_2_1_6,2,1
10513_2_1_7,2,1
10513_2_1_8,2,1
10513_2_2_1,2,2
10513_2_2_2,2,2
10513_2_2_3,2,2
10513_2_2_4,2,2
10513_2_2_5,2,2
10513_2_2_6,2,2
10513_2_2_7,2,2
10511_2_1_1,2,1
10511_2_1_2,2,1
10511_2_1_3,2,1
10511_2_2_1,2,2
10511_2_2_2,2,2
10511_2_2_3,2,2
10511_2_2_4,2,2
10511_2_2_5,2,2
575_2_1_1,2,1
575_2_1_2,2,1
575_2_1_3,2,1
575_2_2_1,2,2
575_2_2_2,2,2
575_2_2_3,2,2
575_2_2_4,2,2
575_2_2_5,2,2
575_2_2_6,2,2
575_2_2_7,2,2
11316_2_1_1,2,1
11316_2_1_2,2,1
11316_2_1_3,2,1
11316_2_1_4,2,1
11316_2_2_1,2,2
11316_2_2_2,2,2
11316_2_2_3,2,2
11316_2_2_4,2,2
2180_2_1_1,2,1
2180_2_1_2,2,1
2180_2_1_3,2,1
2180_2_1_4,2,1
2180_2_1_5,2,1
2180_2_1_6,2,1
2180_2_1_7,2,1
2180_2_2_1,2,2
2180_2_2_2,2,2
2180_2_2_3,2,2
2180_2_2_4,2,2
2180_2_2_5,2,2
2180_2_2_6,2,2
2180_2_2_7,2,2
10517_2_1_1,2,1
10517_2_1_2,2,1
10517_2_1_3,2,1
10517_2_1_4,2,1
10517_2_1_5,2,1
10517_2_1_6,2,1
10517_2_1_7,2,1
10517_2_1_8,2,1
10517_2_1_9,2,1
10517_2_1_10,2,1
10517_2_1_11,2,1
10517_2_1_12,2,1
10517_2_1_13,2,1
10517_2_2_1,2,2
10517_2_2_2,2,2
10517_2_2_3,2,2
10517_2_2_4,2,2
12551_2_1_1,2,1
12551_2_1_2,2,1
12551_2_1_3,2,1
12551_2_1_4,2,1
12551_2_1_5,2,1
12551_2_1_6,2,1
12551_2_1_7,2,1
12551_2_1_8,2,1
12551_2_1_9,2,1
12551_2_1_10,2,1
12551_2_1_11,2,1
12551_2_1_12,2,1
12551_2_1_13,2,1
12551_2_1_14,2,1
12551_2_1_15,2,1
12551_2_1_16,2,1
12551_2_1_17,2,1
12551_2_1_18,2,1
12551_2_1_19,2,1
12551_2_1_20,2,1
12551_2_1_21,2,1
12551_2_1_22,2,1
12551_2_1_23,2,1
12551_2_1_24,2,1
12551_2_1_25,2,1
12551_2_1_26,2,1
12551_2_1_27,2,1
12551_2_1_28,2,1
12551_2_1_29,2,1
12551_2_1_30,2,1
12551_2_2_1,2,2
12551_2_2_2,2,2
12551_2_2_3,2,2
12551_2_2_4,2,2
12551_2_2_5,2,2
12551_2_2_6,2,2
12551_2_2_7,2,2
12551_2_2_8,2,2
12551_2_2_9,2,2
12551_2_2_10,2,2
12551_2_2_11,2,2
12551_2_2_12,2,2
12551_2_2_13,2,2
12551_2_2_14,2,2
12551_2_2_15,2,2
12551_2_2_16,2,2
12551_2_2_17,2,2
12551_2_2_18,2,2
12551_2_2_19,2,2
12551_2_2_20,2,2
12551_2_2_21,2,2
12551_2_2_22,2,2
12551_2_2_23,2,2
12551_2_2_24,2,2
12551_2_2_25,2,2
12551_2_2_26,2,2
12551_2_2_27,2,2
12551_2_2_28,2,2
12551_2_2_29,2,2
12551_2_2_30,2,2
12551_2_2_31,2,2
12551_2_2_32,2,2
13613_2_1_1,2,1
13613_2_1_2,2,1
13613_2_1_3,2,1
13613_2_1_4,2,1
13613_2_1_5,2,1
13613_2_2_1,2,2
13613_2_2_2,2,2
13613_2_2_3,2,2
6764_2_1_1,2,1
6764_2_1_2,2,1
6764_2_2_1,2,2
4807_2_1_1,2,1
4807_2_1_2,2,1
4807_2_1_3,2,1
4807_2_1_4,2,1
4807_2_1_5,2,1
4807_2_1_6,2,1
4807_2_1_7,2,1
4807_2_1_8,2,1
4807_2_1_9,2,1
4807_2_1_10,2,1
4807_2_2_1,2,2
4807_2_2_2,2,2
4807_2_2_3,2,2
4807_2_2_4,2,2
4807_2_2_5,2,2
4807_2_2_6,2,2
4807_2_2_7,2,2
4807_2_2_8,2,2
4807_2_2_9,2,2
4807_2_2_10,2,2
4807_2_2_11,2,2
4807_2_2_12,2,2
4807_2_2_13,2,2
1148_2_1_1,2,1
1148_2_1_2,2,1
1148_2_2_1,2,2
1148_2_2_2,2,2
1148_2_2_3,2,2
1148_2_2_4,2,2
1148_2_2_5,2,2
1148_2_2_6,2,2
1148_2_2_7,2,2
1148_2_2_8,2,2
1148_2_2_9,2,2
1148_2_2_10,2,2
1148_2_2_11,2,2
1148_2_2_12,2,2
1148_2_2_13,2,2
11484_2_1_1,2,1
11484_2_1_2,2,1
11484_2_1_3,2,1
11484_2_2_1,2,2
11484_2_2_2,2,2
10043_2_1_1,2,1
10043_2_1_2,2,1
10043_2_1_3,2,1
10043_2_1_4,2,1
10043_2_1_5,2,1
10043_2_1_6,2,1
10043_2_1_7,2,1
10043_2_1_8,2,1
10043_2_1_9,2,1
10043_2_1_10,2,1
10043_2_1_11,2,1
10043_2_1_12,2,1
10043_2_1_13,2,1
10043_2_1_14,2,1
10043_2_2_1,2,2
10043_2_2_2,2,2
10043_2_2_3,2,2
10043_2_2_4,2,2
10043_2_2_5,2,2
10043_2_2_6,2,2
10043_2_2_7,2,2
10043_2_2_8,2,2
10043_2_2_9,2,2
10043_2_2_10,2,2
10043_2_2_11,2,2
10043_2_2_12,2,2
10043_2_2_13,2,2
10043_2_2_14,2,2
10043_2_2_15,2,2
10043_2_2_16,2,2
10043_2_2_17,2,2
10043_2_2_18,2,2
10043_2_2_19,2,2
10043_2_2_20,2,2
10043_2_2_21,2,2
8227_2_1_1,2,1
8227_2_1_2,2,1
8227_2_1_3,2,1
8227_2_1_4,2,1
8227_2_1_5,2,1
8227_2_1_6,2,1
8227_2_2_1,2,2
8227_2_2_2,2,2
8227_2_2_3,2,2
8227_2_2_4,2,2
8227_2_2_5,2,2
8227_2_2_6,2,2
8227_2_2_7,2,2
9713_2_1_1,2,1
9713_2_1_2,2,1
9713_2_1_3,2,1
9713_2_1_4,2,1
9713_2_2_1,2,2
9713_2_2_2,2,2
9713_2_2_3,2,2
9713_2_2_4,2,2
9713_2_2_5,2,2
9713_2_2_6,2,2
9713_2_2_7,2,2
2276_2_1_1,2,1
2276_2_1_2,2,1
2276_2_1_3,2,1
2276_2_2_1,2,2
2276_2_2_2,2,2
2276_2_2_3,2,2
2276_2_2_4,2,2
2276_2_2_5,2,2
18089_2_1_1,2,1
18089_2_1_2,2,1
18089_2_1_3,2,1
18089_2_1_4,2,1
18089_2_1_5,2,1
18089_2_1_6,2,1
18089_2_2_1,2,2
18089_2_2_2,2,2
14657_2_1_1,2,1
14657_2_1_2,2,1
14657_2_1_3,2,1
14657_2_1_4,2,1
14657_2_1_5,2,1
14657_2_1_6,2,1
14657_2_1_7,2,1
14657_2_1_8,2,1
14657_2_2_1,2,2
14657_2_2_2,2,2
14657_2_2_3,2,2
14657_2_2_4,2,2
10439_2_1_1,2,1
10439_2_1_2,2,1
10439_2_1_3,2,1
10439_2_1_4,2,1
10439_2_1_5,2,1
10439_2_1_6,2,1
10439_2_2_1,2,2
10439_2_2_2,2,2
10439_2_2_3,2,2
10439_2_2_4,2,2
10439_2_2_5,2,2
10439_2_2_6,2,2
10439_2_2_7,2,2
10439_2_2_8,2,2
10439_2_2_9,2,2
10439_2_2_10,2,2
10439_2_2_11,2,2
17637_2_1_1,2,1
17637_2_1_2,2,1
17637_2_1_3,2,1
17637_2_1_4,2,1
17637_2_1_5,2,1
17637_2_1_6,2,1
17637_2_1_7,2,1
17637_2_2_1,2,2
17637_2_2_2,2,2
17637_2_2_3,2,2
17637_2_2_4,2,2
17637_2_2_5,2,2
17637_2_2_6,2,2
17637_2_2_7,2,2
17637_2_2_8,2,2
17637_2_2_9,2,2
17637_2_2_10,2,2
17637_2_2_11,2,2
17637_2_2_12,2,2
17637_2_2_13,2,2
17637_2_2_14,2,2
17637_2_2_15,2,2
17637_2_2_16,2,2
17637_2_2_17,2,2
17637_2_2_18,2,2
17637_2_2_19,2,2
17637_2_2_20,2,2
17637_2_2_21,2,2
17637_2_2_22,2,2
10988_2_1_1,2,1
10988_2_1_2,2,1
10988_2_1_3,2,1
10988_2_2_1,2,2
10988_2_2_2,2,2
10988_2_2_3,2,2
10988_2_2_4,2,2
10988_2_2_5,2,2
10988_2_2_6,2,2
10988_2_2_7,2,2
10988_2_2_8,2,2
10988_2_2_9,2,2
10988_2_2_10,2,2
10988_2_2_11,2,2
10988_2_2_12,2,2
10988_2_2_13,2,2
10988_2_2_14,2,2
10599_2_1_1,2,1
10599_2_1_2,2,1
10599_2_1_3,2,1
10599_2_1_4,2,1
10599_2_1_5,2,1
10599_2_1_6,2,1
10599_2_1_7,2,1
10599_2_1_8,2,1
10599_2_2_1,2,2
10599_2_2_2,2,2
10599_2_2_3,2,2
10599_2_2_4,2,2
10599_2_2_5,2,2
10599_2_2_6,2,2
10599_2_2_7,2,2
13886_2_1_1,2,1
13886_2_1_2,2,1
13886_2_1_3,2,1
13886_2_1_4,2,1
13886_2_2_1,2,2
13886_2_2_2,2,2
13886_2_2_3,2,2
13886_2_2_4,2,2
14207_2_1_1,2,1
14207_2_1_2,2,1
14207_2_1_3,2,1
14207_2_1_4,2,1
14207_2_1_5,2,1
14207_2_1_6,2,1
14207_2_1_7,2,1
14207_2_2_1,2,2
14207_2_2_2,2,2
14207_2_2_3,2,2
14207_2_2_4,2,2
14207_2_2_5,2,2
14207_2_2_6,2,2
14251_2_1_1,2,1
14251_2_1_2,2,1
14251_2_1_3,2,1
14251_2_1_4,2,1
14251_2_1_5,2,1
14251_2_1_6,2,1
14251_2_1_7,2,1
14251_2_1_8,2,1
14251_2_1_9,2,1
14251_2_2_1,2,2
14251_2_2_2,2,2
14251_2_2_3,2,2
14251_2_2_4,2,2
14251_2_2_5,2,2
14251_2_2_6,2,2
14251_2_2_7,2,2
14251_2_2_8,2,2
14251_2_2_9,2,2
14251_2_2_10,2,2
14251_2_2_11,2,2
14251_2_2_12,2,2
14251_2_2_13,2,2
14251_2_2_14,2,2
14251_2_2_15,2,2
14251_2_2_16,2,2
14251_2_2_17,2,2
14251_2_2_18,2,2
14251_2_2_19,2,2
14251_2_2_20,2,2
14251_2_2_21,2,2
14251_2_2_22,2,2
14251_2_2_23,2,2
14251_2_2_24,2,2
14251_2_2_25,2,2
13921_2_1_1,2,1
13921_2_1_2,2,1
13921_2_1_3,2,1
13921_2_1_4,2,1
13921_2_1_5,2,1
13921_2_1_6,2,1
13921_2_1_7,2,1
13921_2_1_8,2,1
13921_2_2_1,2,2
13921_2_2_2,2,2
13921_2_2_3,2,2
13921_2_2_4,2,2
13921_2_2_5,2,2
13921_2_2_6,2,2
13921_2_2_7,2,2
15132_2_1_1,2,1
15132_2_1_2,2,1
15132_2_1_3,2,1
15132_2_1_4,2,1
15132_2_1_5,2,1
15132_2_1_6,2,1
15132_2_1_7,2,1
15132_2_1_8,2,1
15132_2_1_9,2,1
15132_2_1_10,2,1
15132_2_1_11,2,1
15132_2_1_12,2,1
15132_2_1_13,2,1
15132_2_1_14,2,1
15132_2_1_15,2,1
15132_2_1_16,2,1
15132_2_1_17,2,1
15132_2_1_18,2,1
15132_2_1_19,2,1
15132_2_1_20,2,1
15132_2_1_21,2,1
15132_2_1_22,2,1
15132_2_1_23,2,1
15132_2_1_24,2,1
15132_2_1_25,2,1
15132_2_1_26,2,1
15132_2_1_27,2,1
15132_2_1_28,2,1
15132_2_1_29,2,1
15132_2_1_30,2,1
15132_2_1_31,2,1
15132_2_1_32,2,1
15132_2_1_33,2,1
15132_2_1_34,2,1
15132_2_1_35,2,1
15132_2_1_36,2,1
15132_2_1_37,2,1
15132_2_1_38,2,1
15132_2_1_39,2,1
15132_2_1_40,2,1
15132_2_2_1,2,2
15132_2_2_2,2,2
15132_2_2_3,2,2
15132_2_2_4,2,2
15132_2_2_5,2,2
15132_2_2_6,2,2
14449_2_1_1,2,1
14449_2_1_2,2,1
14449_2_1_3,2,1
14449_2_1_4,2,1
14449_2_1_5,2,1
14449_2_2_1,2,2
14449_2_2_2,2,2
14449_2_2_3,2,2
14449_2_2_4,2,2
14449_2_2_5,2,2
14449_2_2_6,2,2
14449_2_2_7,2,2
14449_2_2_8,2,2
14449_2_2_9,2,2
3899_2_1_1,2,1
3899_2_1_2,2,1
3899_2_1_3,2,1
3899_2_1_4,2,1
3899_2_1_5,2,1
3899_2_1_6,2,1
3899_2_1_7,2,1
3899_2_1_8,2,1
3899_2_1_9,2,1
3899_2_1_10,2,1
3899_2_2_1,2,2
3899_2_2_2,2,2
3899_2_2_3,2,2
3899_2_2_4,2,2
3899_2_2_5,2,2
3899_2_2_6,2,2
13027_2_1_1,2,1
13027_2_1_2,2,1
13027_2_1_3,2,1
13027_2_1_4,2,1
13027_2_1_5,2,1
13027_2_1_6,2,1
13027_2_1_7,2,1
13027_2_1_8,2,1
13027_2_1_9,2,1
13027_2_1_10,2,1
13027_2_1_11,2,1
13027_2_1_12,2,1
13027_2_2_1,2,2
13027_2_2_2,2,2
13027_2_2_3,2,2
13027_2_2_4,2,2
13027_2_2_5,2,2
13027_2_2_6,2,2
13027_2_2_7,2,2
13027_2_2_8,2,2
13027_2_2_9,2,2
13027_2_2_10,2,2
13027_2_2_11,2,2
13027_2_2_12,2,2
13027_2_2_13,2,2
13027_2_2_14,2,2
5390_2_1_1,2,1
5390_2_1_2,2,1
5390_2_1_3,2,1
5390_2_1_4,2,1
5390_2_1_5,2,1
5390_2_1_6,2,1
5390_2_1_7,2,1
5390_2_1_8,2,1
5390_2_2_1,2,2
5390_2_2_2,2,2
5390_2_2_3,2,2
5390_2_2_4,2,2
5390_2_2_5,2,2
5390_2_2_6,2,2
5390_2_2_7,2,2
5390_2_2_8,2,2
5390_2_2_9,2,2
5390_2_2_10,2,2
5390_2_2_11,2,2
5831_2_1_1,2,1
5831_2_1_2,2,1
5831_2_1_3,2,1
5831_2_1_4,2,1
5831_2_2_1,2,2
5831_2_2_2,2,2
5831_2_2_3,2,2
14883_2_1_1,2,1
14883_2_1_2,2,1
14883_2_1_3,2,1
14883_2_1_4,2,1
14883_2_1_5,2,1
14883_2_1_6,2,1
14883_2_1_7,2,1
14883_2_1_8,2,1
14883_2_2_1,2,2
14883_2_2_2,2,2
14883_2_2_3,2,2
14883_2_2_4,2,2
14883_2_2_5,2,2
14883_2_2_6,2,2
14883_2_2_7,2,2
16431_2_1_1,2,1
16431_2_1_2,2,1
14205_2_1_1,2,1
14205_2_1_2,2,1
14205_2_1_3,2,1
14205_2_1_4,2,1
14205_2_1_5,2,1
14205_2_1_6,2,1
14205_2_1_7,2,1
14205_2_2_1,2,2
14205_2_2_2,2,2
14205_2_2_3,2,2
14205_2_2_4,2,2
14205_2_2_5,2,2
14205_2_2_6,2,2
14205_2_2_7,2,2
14205_2_2_8,2,2
14205_2_2_9,2,2
14205_2_2_10,2,2
15870_2_1_1,2,1
15870_2_1_2,2,1
15870_2_1_3,2,1
15870_2_1_4,2,1
15870_2_1_5,2,1
15870_2_1_6,2,1
15870_2_1_7,2,1
15870_2_1_8,2,1
15870_2_1_9,2,1
15870_2_1_10,2,1
15870_2_1_11,2,1
15870_2_1_12,2,1
15870_2_1_13,2,1
15870_2_2_1,2,2
15870_2_2_2,2,2
15870_2_2_3,2,2
15870_2_2_4,2,2
15870_2_2_5,2,2
15870_2_2_6,2,2
15870_2_2_7,2,2
15870_2_2_8,2,2
12130_2_1_1,2,1
12130_2_1_2,2,1
12130_2_1_3,2,1
12130_2_1_4,2,1
12130_2_1_5,2,1
12130_2_1_6,2,1
12130_2_2_1,2,2
12130_2_2_2,2,2
12130_2_2_3,2,2
12130_2_2_4,2,2
12130_2_2_5,2,2
12130_2_2_6,2,2
12130_2_2_7,2,2
1063_2_1_1,2,1
1063_2_1_2,2,1
1063_2_1_3,2,1
1063_2_1_4,2,1
1063_2_1_5,2,1
1063_2_1_6,2,1
1063_2_1_7,2,1
1063_2_1_8,2,1
1063_2_1_9,2,1
1063_2_1_10,2,1
1063_2_1_11,2,1
1063_2_2_1,2,2
1063_2_2_2,2,2
1063_2_2_3,2,2
1063_2_2_4,2,2
1063_2_2_5,2,2
1063_2_2_6,2,2
1063_2_2_7,2,2
1063_2_2_8,2,2
5740_2_1_1,2,1
5740_2_1_2,2,1
5740_2_1_3,2,1
5740_2_1_4,2,1
5740_2_1_5,2,1
5740_2_1_6,2,1
5740_2_1_7,2,1
5740_2_1_8,2,1
5740_2_1_9,2,1
5740_2_1_10,2,1
5740_2_1_11,2,1
5740_2_1_12,2,1
5740_2_1_13,2,1
5740_2_1_14,2,1
5740_2_1_15,2,1
5740_2_1_16,2,1
5740_2_1_17,2,1
5740_2_1_18,2,1
5740_2_1_19,2,1
5740_2_1_20,2,1
5740_2_1_21,2,1
5740_2_1_22,2,1
5740_2_1_23,2,1
5740_2_2_1,2,2
5740_2_2_2,2,2
5740_2_2_3,2,2
5740_2_2_4,2,2
5740_2_2_5,2,2
5740_2_2_6,2,2
5740_2_2_7,2,2
