cont_id,wave,studyDay
10860_2_2_8,2,2
10860_2_2_9,2,2
10860_2_2_10,2,2
10860_2_2_11,2,2
5208_2_1_1,2,1
5208_2_1_2,2,1
5208_2_1_3,2,1
5208_2_1_4,2,1
5208_2_2_1,2,2
5208_2_2_2,2,2
5208_2_2_3,2,2
5208_2_2_4,2,2
5208_2_2_5,2,2
5208_2_2_6,2,2
5208_2_2_7,2,2
5208_2_2_8,2,2
5208_2_2_9,2,2
5208_2_2_10,2,2
5208_2_2_11,2,2
5208_2_2_12,2,2
13077_2_1_1,2,1
13077_2_1_2,2,1
13077_2_1_3,2,1
13077_2_1_4,2,1
13077_2_1_5,2,1
13077_2_1_6,2,1
13077_2_1_7,2,1
13077_2_1_8,2,1
13077_2_1_9,2,1
13077_2_1_10,2,1
13077_2_1_11,2,1
13077_2_1_12,2,1
13077_2_1_13,2,1
13077_2_1_14,2,1
13077_2_1_15,2,1
13077_2_1_16,2,1
13077_2_1_17,2,1
13077_2_1_18,2,1
13077_2_1_19,2,1
13077_2_1_20,2,1
13077_2_1_21,2,1
13077_2_1_22,2,1
13077_2_1_23,2,1
13077_2_1_24,2,1
13077_2_1_25,2,1
13077_2_1_26,2,1
13077_2_1_27,2,1
13077_2_2_1,2,2
13077_2_2_2,2,2
13077_2_2_3,2,2
13077_2_2_4,2,2
13077_2_2_5,2,2
13077_2_2_6,2,2
13077_2_2_7,2,2
13077_2_2_8,2,2
13077_2_2_9,2,2
10996_2_1_1,2,1
10996_2_1_2,2,1
10996_2_1_3,2,1
10996_2_1_4,2,1
10996_2_1_5,2,1
10996_2_2_1,2,2
10996_2_2_2,2,2
10996_2_2_3,2,2
13826_2_1_1,2,1
13826_2_1_2,2,1
13826_2_1_3,2,1
13826_2_1_4,2,1
13826_2_1_5,2,1
13826_2_1_6,2,1
13826_2_1_7,2,1
13826_2_1_8,2,1
13826_2_1_9,2,1
13826_2_1_10,2,1
13826_2_1_11,2,1
13826_2_1_12,2,1
13826_2_1_13,2,1
13826_2_1_14,2,1
13826_2_1_15,2,1
13826_2_1_16,2,1
13826_2_1_17,2,1
13826_2_1_18,2,1
13826_2_1_19,2,1
13826_2_1_20,2,1
13826_2_1_21,2,1
13826_2_1_22,2,1
13826_2_1_23,2,1
13826_2_1_24,2,1
13826_2_1_25,2,1
13826_2_1_26,2,1
13826_2_1_27,2,1
13826_2_1_28,2,1
13826_2_1_29,2,1
13826_2_1_30,2,1
13826_2_1_31,2,1
13826_2_1_32,2,1
13826_2_1_33,2,1
13826_2_1_34,2,1
13826_2_1_35,2,1
13826_2_1_36,2,1
13826_2_1_37,2,1
13826_2_1_38,2,1
13826_2_1_39,2,1
13826_2_1_40,2,1
13826_2_2_1,2,2
13826_2_2_2,2,2
13826_2_2_3,2,2
13826_2_2_4,2,2
13826_2_2_5,2,2
13826_2_2_6,2,2
13826_2_2_7,2,2
13826_2_2_8,2,2
13826_2_2_9,2,2
13826_2_2_10,2,2
13826_2_2_11,2,2
1726_2_1_1,2,1
1726_2_2_1,2,2
1726_2_2_2,2,2
1726_2_2_3,2,2
1726_2_2_4,2,2
1726_2_2_5,2,2
1726_2_2_6,2,2
6382_2_1_1,2,1
6382_2_1_2,2,1
6382_2_1_3,2,1
6382_2_1_4,2,1
6382_2_1_5,2,1
6382_2_1_6,2,1
6382_2_2_1,2,2
6382_2_2_2,2,2
6382_2_2_3,2,2
6382_2_2_4,2,2
12800_2_1_1,2,1
12800_2_1_2,2,1
12800_2_1_3,2,1
12800_2_1_4,2,1
12800_2_1_5,2,1
12800_2_1_6,2,1
12800_2_1_7,2,1
12800_2_1_8,2,1
12800_2_1_9,2,1
12800_2_1_10,2,1
12800_2_1_11,2,1
12800_2_1_12,2,1
12800_2_1_13,2,1
12800_2_1_14,2,1
12800_2_1_15,2,1
12800_2_1_16,2,1
12800_2_1_17,2,1
12800_2_1_18,2,1
12800_2_1_19,2,1
12800_2_1_20,2,1
12800_2_1_21,2,1
12800_2_1_22,2,1
12800_2_2_1,2,2
12800_2_2_2,2,2
12800_2_2_3,2,2
12800_2_2_4,2,2
12800_2_2_5,2,2
12800_2_2_6,2,2
12800_2_2_7,2,2
12800_2_2_8,2,2
12800_2_2_9,2,2
12800_2_2_10,2,2
12800_2_2_11,2,2
12800_2_2_12,2,2
12800_2_2_13,2,2
12800_2_2_14,2,2
12800_2_2_15,2,2
12800_2_2_16,2,2
12800_2_2_17,2,2
12800_2_2_18,2,2
10831_2_1_1,2,1
10831_2_1_2,2,1
10831_2_1_3,2,1
10831_2_1_4,2,1
10831_2_1_5,2,1
10831_2_1_6,2,1
10831_2_1_7,2,1
10831_2_1_8,2,1
10831_2_1_9,2,1
10831_2_1_10,2,1
10831_2_1_11,2,1
10831_2_2_1,2,2
10831_2_2_2,2,2
10831_2_2_3,2,2
10831_2_2_4,2,2
10831_2_2_5,2,2
10831_2_2_6,2,2
10831_2_2_7,2,2
10831_2_2_8,2,2
1469_1_1_1,1,1
1469_1_1_2,1,1
1469_1_1_3,1,1
1469_1_2_1,1,2
1469_1_2_2,1,2
1469_1_2_3,1,2
25_1_1_1,1,1
25_1_1_2,1,1
1376_1_1_1,1,1
1376_1_1_2,1,1
1376_1_1_3,1,1
1376_1_1_4,1,1
1376_1_1_5,1,1
1376_1_1_6,1,1
1376_1_1_7,1,1
1376_1_1_8,1,1
1376_1_1_9,1,1
1376_1_1_10,1,1
1376_1_1_11,1,1
1376_1_1_12,1,1
1376_1_1_13,1,1
1376_1_2_1,1,2
1376_1_2_2,1,2
1376_1_2_3,1,2
1376_1_2_4,1,2
1376_1_2_5,1,2
1376_1_2_6,1,2
1376_1_2_7,1,2
1376_1_2_8,1,2
1376_1_2_9,1,2
1388_1_1_1,1,1
1388_1_1_2,1,1
1388_1_1_3,1,1
1388_1_1_4,1,1
1388_1_1_5,1,1
1388_1_1_6,1,1
1388_1_2_1,1,2
1388_1_2_2,1,2
1388_1_2_3,1,2
1388_1_2_4,1,2
1388_1_2_5,1,2
1388_1_2_6,1,2
1637_1_1_1,1,1
1637_1_1_2,1,1
1637_1_1_3,1,1
1637_1_1_4,1,1
1637_1_1_5,1,1
1637_1_1_6,1,1
1637_1_1_7,1,1
1637_1_1_8,1,1
1637_1_1_9,1,1
1637_1_1_10,1,1
1637_1_1_11,1,1
1637_1_1_12,1,1
1637_1_1_13,1,1
1637_1_1_14,1,1
1637_1_1_15,1,1
1637_1_1_16,1,1
1637_1_1_17,1,1
1637_1_1_18,1,1
1637_1_1_19,1,1
1637_1_1_20,1,1
1637_1_2_1,1,2
1637_1_2_2,1,2
1637_1_2_3,1,2
1637_1_2_4,1,2
1637_1_2_5,1,2
1637_1_2_6,1,2
1637_1_2_7,1,2
1637_1_2_8,1,2
1637_1_2_9,1,2
1637_1_2_10,1,2
1637_1_2_11,1,2
1637_1_2_12,1,2
1637_1_2_13,1,2
1637_1_2_14,1,2
1637_1_2_15,1,2
1637_1_2_16,1,2
1637_1_2_17,1,2
1637_1_2_18,1,2
1637_1_2_19,1,2
1637_1_2_20,1,2
2160_1_1_1,1,1
2160_1_1_2,1,1
2160_1_1_3,1,1
2160_1_1_4,1,1
2160_1_1_5,1,1
2160_1_1_6,1,1
2160_1_1_7,1,1
2160_1_1_8,1,1
2160_1_1_9,1,1
2160_1_1_10,1,1
2160_1_1_11,1,1
2160_1_1_12,1,1
2160_1_1_13,1,1
2160_1_1_14,1,1
2160_1_1_15,1,1
2160_1_1_16,1,1
2160_1_1_17,1,1
2160_1_1_18,1,1
2160_1_1_19,1,1
2160_1_1_20,1,1
2160_1_1_21,1,1
2160_1_1_22,1,1
2160_1_1_23,1,1
2160_1_1_24,1,1
2160_1_1_25,1,1
2160_1_1_26,1,1
2160_1_1_27,1,1
2160_1_1_28,1,1
2160_1_1_29,1,1
2160_1_1_30,1,1
1831_1_1_1,1,1
1831_1_1_2,1,1
1831_1_1_3,1,1
1831_1_1_4,1,1
1831_1_1_5,1,1
1831_1_1_6,1,1
1831_1_1_7,1,1
1831_1_1_8,1,1
1831_1_2_1,1,2
1831_1_2_2,1,2
1831_1_2_3,1,2
1831_1_2_4,1,2
1831_1_2_5,1,2
1831_1_2_6,1,2
1831_1_2_7,1,2
1831_1_2_8,1,2
1076_1_1_1,1,1
1076_1_1_2,1,1
1076_1_1_3,1,1
1076_1_1_4,1,1
1076_1_2_1,1,2
1076_1_2_2,1,2
1076_1_2_3,1,2
1076_1_2_4,1,2
1390_1_1_1,1,1
1390_1_1_2,1,1
1390_1_1_3,1,1
1390_1_1_4,1,1
1390_1_1_5,1,1
1390_1_1_6,1,1
1390_1_1_7,1,1
1390_1_1_8,1,1
1390_1_2_1,1,2
1390_1_2_2,1,2
1390_1_2_3,1,2
1390_1_2_4,1,2
1390_1_2_5,1,2
1390_1_2_6,1,2
1390_1_2_7,1,2
255_1_1_1,1,1
255_1_1_2,1,1
255_1_2_1,1,2
255_1_2_2,1,2
440_1_1_1,1,1
440_1_2_1,1,2
440_1_2_2,1,2
440_1_2_3,1,2
440_1_2_4,1,2
440_1_2_5,1,2
440_1_2_6,1,2
440_1_2_7,1,2
440_1_2_8,1,2
440_1_2_9,1,2
1278_1_1_1,1,1
1278_1_1_2,1,1
1278_1_1_3,1,1
1278_1_1_4,1,1
1278_1_1_5,1,1
1278_1_2_1,1,2
2296_1_1_1,1,1
2296_1_1_2,1,1
2296_1_1_3,1,1
2296_1_1_4,1,1
2296_1_1_5,1,1
2296_1_2_1,1,2
2296_1_2_2,1,2
2296_1_2_3,1,2
2296_1_2_4,1,2
2296_1_2_5,1,2
1098_1_1_1,1,1
1098_1_1_2,1,1
1098_1_1_3,1,1
1098_1_1_4,1,1
1098_1_1_5,1,1
1098_1_1_6,1,1
1098_1_1_7,1,1
1098_1_1_8,1,1
1098_1_1_9,1,1
1098_1_1_10,1,1
1098_1_2_1,1,2
1098_1_2_2,1,2
4051_1_1_1,1,1
4051_1_1_2,1,1
4051_1_1_3,1,1
4051_1_1_4,1,1
4051_1_2_1,1,2
4051_1_2_2,1,2
4051_1_2_3,1,2
4051_1_2_4,1,2
4051_1_2_5,1,2
4051_1_2_6,1,2
3989_1_1_1,1,1
3989_1_1_2,1,1
3989_1_1_3,1,1
3989_1_1_4,1,1
3989_1_2_1,1,2
3989_1_2_2,1,2
3989_1_2_3,1,2
3989_1_2_4,1,2
3989_1_2_5,1,2
2263_1_1_1,1,1
2263_1_1_2,1,1
2263_1_1_3,1,1
2263_1_1_4,1,1
2263_1_2_1,1,2
2263_1_2_2,1,2
2263_1_2_3,1,2
2263_1_2_4,1,2
2263_1_2_5,1,2
2263_1_2_6,1,2
2263_1_2_7,1,2
2263_1_2_8,1,2
94_1_1_1,1,1
94_1_1_2,1,1
94_1_1_3,1,1
94_1_1_4,1,1
94_1_1_5,1,1
94_1_1_6,1,1
94_1_2_1,1,2
94_1_2_2,1,2
94_1_2_3,1,2
94_1_2_4,1,2
94_1_2_5,1,2
94_1_2_6,1,2
603_1_1_1,1,1
603_1_1_2,1,1
603_1_1_3,1,1
603_1_2_1,1,2
603_1_2_2,1,2
603_1_2_3,1,2
603_1_2_4,1,2
603_1_2_5,1,2
2063_1_1_1,1,1
2063_1_2_1,1,2
4605_1_1_1,1,1
4605_1_1_2,1,1
4605_1_1_3,1,1
4605_1_1_4,1,1
4605_1_1_5,1,1
4605_1_1_6,1,1
4605_1_1_7,1,1
4605_1_1_8,1,1
511_1_1_1,1,1
511_1_1_2,1,1
511_1_1_3,1,1
511_1_1_4,1,1
511_1_1_5,1,1
511_1_1_6,1,1
511_1_1_7,1,1
511_1_1_8,1,1
511_1_1_9,1,1
511_1_1_10,1,1
511_1_2_1,1,2
511_1_2_2,1,2
511_1_2_3,1,2
511_1_2_4,1,2
511_1_2_5,1,2
511_1_2_6,1,2
107_1_1_1,1,1
107_1_1_2,1,1
107_1_1_3,1,1
107_1_2_1,1,2
107_1_2_2,1,2
107_1_2_3,1,2
1757_1_1_1,1,1
1757_1_1_2,1,1
1757_1_1_3,1,1
1757_1_1_4,1,1
1757_1_1_5,1,1
1757_1_2_1,1,2
1757_1_2_2,1,2
1757_1_2_3,1,2
1757_1_2_4,1,2
28_1_1_1,1,1
28_1_1_2,1,1
28_1_1_3,1,1
28_1_1_4,1,1
28_1_1_5,1,1
28_1_1_6,1,1
28_1_1_7,1,1
28_1_1_8,1,1
28_1_1_9,1,1
28_1_1_10,1,1
28_1_1_11,1,1
28_1_1_12,1,1
28_1_1_13,1,1
28_1_1_14,1,1
28_1_1_15,1,1
28_1_1_16,1,1
28_1_1_17,1,1
28_1_1_18,1,1
28_1_1_19,1,1
28_1_1_20,1,1
28_1_2_1,1,2
28_1_2_2,1,2
28_1_2_3,1,2
1764_1_1_1,1,1
1764_1_1_2,1,1
1764_1_1_3,1,1
1764_1_1_4,1,1
1764_1_2_1,1,2
1764_1_2_2,1,2
1764_1_2_3,1,2
1764_1_2_4,1,2
1764_1_2_5,1,2
1764_1_2_6,1,2
1764_1_2_7,1,2
1764_1_2_8,1,2
1764_1_2_9,1,2
1764_1_2_10,1,2
1764_1_2_11,1,2
1764_1_2_12,1,2
1786_1_1_1,1,1
1786_1_1_2,1,1
1786_1_1_3,1,1
1786_1_1_4,1,1
1786_1_1_5,1,1
1786_1_1_6,1,1
1786_1_1_7,1,1
1786_1_1_8,1,1
1786_1_1_9,1,1
1786_1_1_10,1,1
1786_1_1_11,1,1
1786_1_1_12,1,1
1786_1_1_13,1,1
1786_1_1_14,1,1
1786_1_1_15,1,1
1786_1_1_16,1,1
1786_1_1_17,1,1
1786_1_1_18,1,1
1786_1_1_19,1,1
1786_1_1_20,1,1
1786_1_1_21,1,1
1786_1_1_22,1,1
1786_1_1_23,1,1
1786_1_1_24,1,1
1786_1_1_25,1,1
1786_1_1_26,1,1
1786_1_1_27,1,1
1786_1_1_28,1,1
1786_1_2_1,1,2
1786_1_2_2,1,2
1786_1_2_3,1,2
1786_1_2_4,1,2
1786_1_2_5,1,2
1786_1_2_6,1,2
1786_1_2_7,1,2
1786_1_2_8,1,2
1786_1_2_9,1,2
1786_1_2_10,1,2
1786_1_2_11,1,2
1786_1_2_12,1,2
1786_1_2_13,1,2
1786_1_2_14,1,2
1786_1_2_15,1,2
115_1_1_1,1,1
115_1_1_2,1,1
115_1_1_3,1,1
115_1_1_4,1,1
115_1_1_5,1,1
115_1_1_6,1,1
115_1_1_7,1,1
115_1_1_8,1,1
115_1_1_9,1,1
115_1_1_10,1,1
115_1_1_11,1,1
115_1_1_12,1,1
115_1_1_13,1,1
115_1_1_14,1,1
115_1_1_15,1,1
115_1_1_16,1,1
115_1_1_17,1,1
115_1_1_18,1,1
115_1_1_19,1,1
115_1_1_20,1,1
115_1_1_21,1,1
115_1_1_22,1,1
115_1_1_23,1,1
115_1_2_1,1,2
115_1_2_2,1,2
115_1_2_3,1,2
115_1_2_4,1,2
115_1_2_5,1,2
115_1_2_6,1,2
115_1_2_7,1,2
115_1_2_8,1,2
115_1_2_9,1,2
115_1_2_10,1,2
115_1_2_11,1,2
115_1_2_12,1,2
115_1_2_13,1,2
115_1_2_14,1,2
115_1_2_15,1,2
115_1_2_16,1,2
2388_1_1_1,1,1
2388_1_1_2,1,1
2388_1_1_3,1,1
2388_1_1_4,1,1
2388_1_1_5,1,1
2388_1_1_6,1,1
2388_1_1_7,1,1
2388_1_1_8,1,1
2388_1_1_9,1,1
2388_1_1_10,1,1
2388_1_1_11,1,1
2388_1_1_12,1,1
2388_1_1_13,1,1
2388_1_1_14,1,1
2388_1_1_15,1,1
2388_1_1_16,1,1
2388_1_1_17,1,1
2388_1_1_18,1,1
2388_1_1_19,1,1
2388_1_1_20,1,1
2388_1_1_21,1,1
2388_1_1_22,1,1
2388_1_1_23,1,1
2388_1_1_24,1,1
2388_1_1_25,1,1
2388_1_1_26,1,1
2388_1_1_27,1,1
2388_1_1_28,1,1
2388_1_1_29,1,1
2388_1_1_30,1,1
2388_1_1_31,1,1
2388_1_1_32,1,1
2388_1_1_33,1,1
2388_1_1_34,1,1
2388_1_1_35,1,1
2388_1_1_36,1,1
2388_1_1_37,1,1
2388_1_1_38,1,1
2388_1_1_39,1,1
2388_1_1_40,1,1
2388_1_2_1,1,2
2388_1_2_2,1,2
2388_1_2_3,1,2
2388_1_2_4,1,2
2388_1_2_5,1,2
2388_1_2_6,1,2
2388_1_2_7,1,2
2388_1_2_8,1,2
2388_1_2_9,1,2
2388_1_2_10,1,2
2388_1_2_11,1,2
2388_1_2_12,1,2
2388_1_2_13,1,2
2388_1_2_14,1,2
2388_1_2_15,1,2
2388_1_2_16,1,2
2388_1_2_17,1,2
2388_1_2_18,1,2
2388_1_2_19,1,2
2388_1_2_20,1,2
2388_1_2_21,1,2
2388_1_2_22,1,2
2388_1_2_23,1,2
2388_1_2_24,1,2
2388_1_2_25,1,2
2388_1_2_26,1,2
2388_1_2_27,1,2
2388_1_2_28,1,2
2388_1_2_29,1,2
2388_1_2_30,1,2
2388_1_2_31,1,2
2388_1_2_32,1,2
2388_1_2_33,1,2
2388_1_2_34,1,2
2388_1_2_35,1,2
2388_1_2_36,1,2
2388_1_2_37,1,2
2388_1_2_38,1,2
2388_1_2_39,1,2
2388_1_2_40,1,2
667_1_1_1,1,1
667_1_1_2,1,1
667_1_1_3,1,1
667_1_1_4,1,1
667_1_1_5,1,1
667_1_2_1,1,2
667_1_2_2,1,2
667_1_2_3,1,2
667_1_2_4,1,2
667_1_2_5,1,2
667_1_2_6,1,2
667_1_2_7,1,2
667_1_2_8,1,2
667_1_2_9,1,2
12459_2_1_1,2,1
12459_2_1_2,2,1
12459_2_1_3,2,1
12459_2_1_4,2,1
12459_2_1_5,2,1
12459_2_1_6,2,1
12459_2_1_7,2,1
12459_2_2_1,2,2
12459_2_2_2,2,2
12459_2_2_3,2,2
12459_2_2_4,2,2
12459_2_2_5,2,2
12459_2_2_6,2,2
12459_2_2_7,2,2
11653_2_1_1,2,1
11653_2_1_2,2,1
11653_2_1_3,2,1
11653_2_1_4,2,1
11653_2_1_5,2,1
11653_2_1_6,2,1
11653_2_1_7,2,1
11653_2_1_8,2,1
11653_2_2_1,2,2
11653_2_2_2,2,2
11653_2_2_3,2,2
11653_2_2_4,2,2
12218_2_1_1,2,1
12218_2_1_2,2,1
12218_2_1_3,2,1
12218_2_1_4,2,1
12218_2_1_5,2,1
12218_2_1_6,2,1
12218_2_1_7,2,1
12218_2_1_8,2,1
12218_2_2_1,2,2
12218_2_2_2,2,2
12218_2_2_3,2,2
12218_2_2_4,2,2
12218_2_2_5,2,2
12218_2_2_6,2,2
12218_2_2_7,2,2
12218_2_2_8,2,2
12218_2_2_9,2,2
12218_2_2_10,2,2
6707_2_1_1,2,1
6707_2_1_2,2,1
6707_2_1_3,2,1
6707_2_2_1,2,2
6707_2_2_2,2,2
6707_2_2_3,2,2
537_1_1_1,1,1
537_1_1_2,1,1
537_1_1_3,1,1
537_1_1_4,1,1
537_1_1_5,1,1
537_1_1_6,1,1
537_1_1_7,1,1
537_1_2_1,1,2
537_1_2_2,1,2
537_1_2_3,1,2
537_1_2_4,1,2
944_1_1_1,1,1
944_1_1_2,1,1
944_1_1_3,1,1
944_1_1_4,1,1
944_1_2_1,1,2
944_1_2_2,1,2
944_1_2_3,1,2
944_1_2_4,1,2
944_1_2_5,1,2
944_1_2_6,1,2
944_1_2_7,1,2
907_1_1_1,1,1
907_1_1_2,1,1
907_1_1_3,1,1
907_1_1_4,1,1
907_1_1_5,1,1
907_1_1_6,1,1
907_1_1_7,1,1
907_1_1_8,1,1
907_1_1_9,1,1
907_1_1_10,1,1
907_1_1_11,1,1
907_1_1_12,1,1
907_1_1_13,1,1
907_1_1_14,1,1
907_1_1_15,1,1
907_1_1_16,1,1
907_1_1_17,1,1
907_1_1_18,1,1
907_1_1_19,1,1
907_1_1_20,1,1
907_1_1_21,1,1
907_1_2_1,1,2
907_1_2_2,1,2
907_1_2_3,1,2
907_1_2_4,1,2
907_1_2_5,1,2
907_1_2_6,1,2
907_1_2_7,1,2
907_1_2_8,1,2
907_1_2_9,1,2
907_1_2_10,1,2
907_1_2_11,1,2
1334_1_1_1,1,1
1334_1_1_2,1,1
1334_1_1_3,1,1
1334_1_1_4,1,1
1334_1_1_5,1,1
1334_1_2_1,1,2
1334_1_2_2,1,2
1334_1_2_3,1,2
1334_1_2_4,1,2
1812_1_1_1,1,1
1812_1_1_2,1,1
1812_1_1_3,1,1
1812_1_1_4,1,1
1812_1_1_5,1,1
1812_1_1_6,1,1
1812_1_1_7,1,1
1812_1_1_8,1,1
1812_1_1_9,1,1
1812_1_1_10,1,1
1812_1_1_11,1,1
1812_1_1_12,1,1
1812_1_1_13,1,1
1812_1_1_14,1,1
1812_1_1_15,1,1
1812_1_1_16,1,1
1812_1_1_17,1,1
1812_1_1_18,1,1
1812_1_1_19,1,1
1812_1_1_20,1,1
1812_1_1_21,1,1
1812_1_1_22,1,1
1812_1_1_23,1,1
1812_1_2_1,1,2
1812_1_2_2,1,2
1812_1_2_3,1,2
1812_1_2_4,1,2
1812_1_2_5,1,2
1812_1_2_6,1,2
1812_1_2_7,1,2
1812_1_2_8,1,2
1812_1_2_9,1,2
1812_1_2_10,1,2
1812_1_2_11,1,2
1812_1_2_12,1,2
1812_1_2_13,1,2
1812_1_2_14,1,2
150_1_1_1,1,1
150_1_1_2,1,1
150_1_1_3,1,1
150_1_1_4,1,1
150_1_1_5,1,1
150_1_1_6,1,1
150_1_1_7,1,1
150_1_1_8,1,1
150_1_1_9,1,1
150_1_2_1,1,2
150_1_2_2,1,2
150_1_2_3,1,2
150_1_2_4,1,2
1282_1_1_1,1,1
1282_1_1_2,1,1
1282_1_1_3,1,1
1282_1_1_4,1,1
1282_1_1_5,1,1
1282_1_1_6,1,1
1282_1_2_1,1,2
1282_1_2_2,1,2
1282_1_2_3,1,2
1282_1_2_4,1,2
1282_1_2_5,1,2
1282_1_2_6,1,2
1282_1_2_7,1,2
1282_1_2_8,1,2
1282_1_2_9,1,2
999_1_1_1,1,1
999_1_1_2,1,1
999_1_2_1,1,2
999_1_2_2,1,2
999_1_2_3,1,2
999_1_2_4,1,2
695_1_1_1,1,1
695_1_1_2,1,1
695_1_1_3,1,1
695_1_1_4,1,1
695_1_1_5,1,1
695_1_1_6,1,1
695_1_1_7,1,1
695_1_2_1,1,2
695_1_2_2,1,2
695_1_2_3,1,2
695_1_2_4,1,2
695_1_2_5,1,2
695_1_2_6,1,2
695_1_2_7,1,2
648_1_1_1,1,1
648_1_1_2,1,1
648_1_1_3,1,1
648_1_1_4,1,1
648_1_1_5,1,1
648_1_1_6,1,1
648_1_1_7,1,1
648_1_1_8,1,1
648_1_2_1,1,2
648_1_2_2,1,2
648_1_2_3,1,2
648_1_2_4,1,2
648_1_2_5,1,2
648_1_2_6,1,2
648_1_2_7,1,2
648_1_2_8,1,2
648_1_2_9,1,2
105_1_1_1,1,1
105_1_1_2,1,1
105_1_1_3,1,1
105_1_1_4,1,1
105_1_2_1,1,2
105_1_2_2,1,2
105_1_2_3,1,2
105_1_2_4,1,2
1182_1_1_1,1,1
1182_1_1_2,1,1
1182_1_1_3,1,1
1182_1_1_4,1,1
1182_1_1_5,1,1
1182_1_1_6,1,1
1182_1_2_1,1,2
1182_1_2_2,1,2
1182_1_2_3,1,2
1182_1_2_4,1,2
1182_1_2_5,1,2
1182_1_2_6,1,2
1182_1_2_7,1,2
1182_1_2_8,1,2
990_1_1_1,1,1
990_1_1_2,1,1
990_1_1_3,1,1
990_1_2_1,1,2
990_1_2_2,1,2
990_1_2_3,1,2
990_1_2_4,1,2
2197_1_1_1,1,1
2197_1_1_2,1,1
2197_1_1_3,1,1
2197_1_2_1,1,2
2197_1_2_2,1,2
2197_1_2_3,1,2
2197_1_2_4,1,2
2197_1_2_5,1,2
2197_1_2_6,1,2
13818_2_1_1,2,1
13818_2_1_2,2,1
13818_2_1_3,2,1
13818_2_2_1,2,2
13818_2_2_2,2,2
13818_2_2_3,2,2
13818_2_2_4,2,2
13818_2_2_5,2,2
19203_2_1_1,2,1
19203_2_1_2,2,1
19203_2_1_3,2,1
19203_2_1_4,2,1
19203_2_1_5,2,1
19203_2_1_6,2,1
19203_2_1_7,2,1
19203_2_1_8,2,1
19203_2_1_9,2,1
19203_2_2_1,2,2
19203_2_2_2,2,2
19203_2_2_3,2,2
16965_2_1_1,2,1
16965_2_1_2,2,1
16965_2_1_3,2,1
16965_2_1_4,2,1
16965_2_1_5,2,1
16965_2_2_1,2,2
16965_2_2_2,2,2
16965_2_2_3,2,2
16965_2_2_4,2,2
16965_2_2_5,2,2
16965_2_2_6,2,2
16965_2_2_7,2,2
16965_2_2_8,2,2
16965_2_2_9,2,2
8977_2_1_1,2,1
8977_2_1_2,2,1
8977_2_1_3,2,1
8977_2_1_4,2,1
8977_2_1_5,2,1
8977_2_1_6,2,1
8977_2_1_7,2,1
8977_2_1_8,2,1
8977_2_1_9,2,1
8977_2_1_10,2,1
8977_2_1_11,2,1
8977_2_1_12,2,1
8977_2_1_13,2,1
8977_2_1_14,2,1
8977_2_1_15,2,1
8977_2_2_1,2,2
8977_2_2_2,2,2
8977_2_2_3,2,2
8977_2_2_4,2,2
8977_2_2_5,2,2
8977_2_2_6,2,2
8977_2_2_7,2,2
8977_2_2_8,2,2
8977_2_2_9,2,2
8977_2_2_10,2,2
8977_2_2_11,2,2
8977_2_2_12,2,2
6609_2_1_1,2,1
6609_2_1_2,2,1
6609_2_1_3,2,1
6609_2_1_4,2,1
6609_2_1_5,2,1
6609_2_1_6,2,1
6609_2_1_7,2,1
6609_2_2_1,2,2
6609_2_2_2,2,2
6609_2_2_3,2,2
6609_2_2_4,2,2
6609_2_2_5,2,2
6609_2_2_6,2,2
6609_2_2_7,2,2
6609_2_2_8,2,2
6609_2_2_9,2,2
6609_2_2_10,2,2
6609_2_2_11,2,2
6609_2_2_12,2,2
6609_2_2_13,2,2
6609_2_2_14,2,2
6609_2_2_15,2,2
6609_2_2_16,2,2
6609_2_2_17,2,2
6609_2_2_18,2,2
6609_2_2_19,2,2
6609_2_2_20,2,2
6609_2_2_21,2,2
6609_2_2_22,2,2
405_2_1_1,2,1
405_2_1_2,2,1
405_2_1_3,2,1
405_2_1_4,2,1
405_2_1_5,2,1
405_2_1_6,2,1
405_2_2_1,2,2
405_2_2_2,2,2
405_2_2_3,2,2
10642_2_1_1,2,1
10642_2_1_2,2,1
10642_2_1_3,2,1
10642_2_1_4,2,1
10642_2_1_5,2,1
10642_2_1_6,2,1
12052_2_1_1,2,1
12052_2_1_2,2,1
12052_2_1_3,2,1
12052_2_1_4,2,1
12052_2_1_5,2,1
12052_2_1_6,2,1
12052_2_1_7,2,1
12052_2_1_8,2,1
12052_2_1_9,2,1
12052_2_2_1,2,2
12052_2_2_2,2,2
12052_2_2_3,2,2
12052_2_2_4,2,2
12052_2_2_5,2,2
12052_2_2_6,2,2
12052_2_2_7,2,2
12052_2_2_8,2,2
12052_2_2_9,2,2
12052_2_2_10,2,2
7590_2_1_1,2,1
7590_2_1_2,2,1
7590_2_1_3,2,1
7590_2_1_4,2,1
7590_2_1_5,2,1
7590_2_1_6,2,1
7590_2_2_1,2,2
7590_2_2_2,2,2
7590_2_2_3,2,2
9720_2_1_1,2,1
9720_2_1_2,2,1
9720_2_1_3,2,1
9720_2_1_4,2,1
9720_2_1_5,2,1
9720_2_1_6,2,1
9720_2_1_7,2,1
9720_2_2_1,2,2
9720_2_2_2,2,2
9720_2_2_3,2,2
9720_2_2_4,2,2
6659_2_1_1,2,1
6659_2_1_2,2,1
6659_2_1_3,2,1
6659_2_1_4,2,1
6659_2_1_5,2,1
6659_2_1_6,2,1
6659_2_2_1,2,2
6659_2_2_2,2,2
