cont_id,cnt_outside_other,cnt_other_house,cnt_worship,cnt_supermarket,cnt_shop,cnt_gender_all,frequency_multi_all,cnt_prec_yn,cnt_prec,cnt_prec_none
be_G1_703573014,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703573015,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703573016,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703573017,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703573018,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703573019,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703573020,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703573021,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703573022,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703573023,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703573024,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703573025,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703573026,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703573027,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703575001,FALSE,TRUE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703575002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703575003,FALSE,TRUE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703575004,FALSE,TRUE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703575005,FALSE,FALSE,FALSE,FALSE,FALSE,other,1-2 days,1,1,0
be_G1_703575006,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575007,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575008,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575009,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575010,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575011,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575012,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575013,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575014,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575015,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575016,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575017,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575018,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575019,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575020,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575021,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575022,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575023,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575024,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575025,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575026,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575027,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703575028,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703583002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703583003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703583004,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703583005,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703583006,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days,1,1,0
be_G1_703583007,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days,1,1,0
be_G1_703583008,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days,1,1,0
be_G1_703583009,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days,1,1,0
be_G1_703583010,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days,1,1,0
be_G1_703583011,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days,1,1,0
be_G1_703583012,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days,1,1,0
be_G1_703583013,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days,1,1,0
be_G1_703583014,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days,1,1,0
be_G1_703583015,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days,1,1,0
be_G1_703583016,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days,1,1,0
be_G1_703583017,FALSE,TRUE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_703583018,FALSE,FALSE,FALSE,FALSE,FALSE,male,3-7 days,1,1,0
be_G1_703583019,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3-7 days,1,1,0
be_G1_703583020,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583021,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583022,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583023,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583024,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583025,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583026,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583027,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583028,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583029,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583030,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583031,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583032,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583033,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583034,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583035,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583036,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583037,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583038,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583039,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583040,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583041,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583042,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583043,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583044,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583045,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583046,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583047,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583048,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583049,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583050,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583051,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583052,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583053,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583054,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703583055,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703585001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703585002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703587001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703587002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703587003,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703587004,FALSE,FALSE,FALSE,FALSE,FALSE,male,2-3 weeks,1,1,0
be_G1_703587005,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703587006,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703587007,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703587008,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703587009,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703587010,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703587011,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703587012,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703587013,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703587014,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703587015,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_703587016,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_703587017,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_703587018,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_703587019,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_703587020,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_703587021,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_703587022,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_703587023,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_703587024,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_703590001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703590002,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703603001,FALSE,FALSE,FALSE,TRUE,FALSE,female,1-2 days,1,1,0
be_G1_703604001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703604002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703604003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703604004,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703606001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703606002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703606003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703606004,FALSE,FALSE,FALSE,FALSE,FALSE,male,3-7 days,1,1,0
be_G1_703606005,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703611001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703611002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703611003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703613001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703613002,FALSE,FALSE,FALSE,TRUE,FALSE,female,1-2 days,1,1,0
be_G1_703613003,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703613004,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703613005,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703613006,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613007,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613008,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613009,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613010,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613011,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613012,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613013,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613014,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613015,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613016,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613017,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613018,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613019,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613020,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613021,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613022,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613023,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613024,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613025,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613026,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613027,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613028,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613029,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613030,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613031,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613032,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613033,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613034,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613035,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613036,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613037,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613038,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613039,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613040,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613041,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613042,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613043,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613044,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613045,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613046,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613047,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613048,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613049,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613050,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613051,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613052,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613053,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613054,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613055,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613056,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613057,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613058,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703613059,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703615001,FALSE,TRUE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703615002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703615003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703615004,FALSE,TRUE,FALSE,FALSE,FALSE,male,occasional,1,1,0
be_G1_703616001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703616002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703616003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703616004,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_703616005,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_703616006,FALSE,FALSE,FALSE,FALSE,FALSE,male,3-7 days,1,1,0
be_G1_703623001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703623002,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703623003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703623004,TRUE,FALSE,FALSE,FALSE,FALSE,female,2-3 weeks,1,1,0
be_G1_703623005,FALSE,FALSE,FALSE,FALSE,FALSE,male,3-7 days,1,1,0
be_G1_703624001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703624002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703624003,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_703624004,FALSE,FALSE,FALSE,FALSE,FALSE,male,3-7 days,1,1,0
be_G1_703624005,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_703624006,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703624007,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703625001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703625002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703625003,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_703625004,FALSE,TRUE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_703625005,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703625006,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703625007,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703625008,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703625009,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703625010,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703625011,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703625012,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703635001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703635002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703635003,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703635004,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703636001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703636002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703636003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703638001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703638002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703640001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703640002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703640003,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640004,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640005,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640006,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640007,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640008,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640009,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640010,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640011,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640012,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640013,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640014,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640015,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640016,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640017,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640018,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640019,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640020,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640021,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640022,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640023,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640024,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640025,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640026,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640027,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640028,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640029,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640030,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640031,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640032,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640033,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640034,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640035,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640036,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640037,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640038,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640039,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640040,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640041,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640042,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640043,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640044,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640045,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640046,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640047,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640048,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640049,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640050,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640051,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640052,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640053,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640054,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640055,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640056,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640057,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640058,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640059,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640060,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640061,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640062,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640063,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640064,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640065,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640066,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640067,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640068,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640069,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640070,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640071,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703640072,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_703649001,TRUE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703649002,TRUE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_703649003,TRUE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703649004,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_703649005,FALSE,TRUE,FALSE,FALSE,FALSE,female,2-3 weeks,1,1,0
be_G1_703649006,FALSE,TRUE,FALSE,FALSE,FALSE,female,2-3 weeks,1,1,0
be_G1_703649007,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649008,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649009,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649010,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649011,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649012,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649013,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649014,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649015,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649016,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649017,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649018,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649019,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649020,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649021,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649022,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649023,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649024,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649025,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649026,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649027,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_703649028,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
