"C_CID","C_Distances_1","C_Distances_2","C_Distances_3","C_Distances_4","C_Duration","C_How_Often","C_MainWhere","C_MaxDistance","C_NEW_Estimated_Contact_Time_1","C_NEW_Estimated_Contact_Time_2","C_NEW_Estimated_Contact_Time_3","C_NEW_Estimated_Contact_Time_4","C_NEW_Estimated_Contact_Time_5","C_NEW_Estimated_Contact_Time_6","C_NEW_Estimated_Contact_Time_7","C_NEW_Estimated_Contact_Time_8","C_NEW_Estimated_Contact_Time_9","C_NEW_Estimated_Contact_Time_10","C_NEW_Estimated_Contact_Time_11","C_NEW_Estimated_Contact_Time_12","C_NEW_Estimated_Contact_Time_13","C_NEW_Estimated_Contact_Time_14","C_NEW_Estimated_Contact_Time_15","C_NEW_Estimated_Contact_Time_16","C_NEW_Estimated_Contact_Time_17","C_NEW_Estimated_Contact_Time_18","C_NEW_Estimated_Contact_Time_19","C_NEW_Estimated_Contact_Time_20","C_Number","C_PID","C_Touch","C_Wheres_1","C_Wheres_2","C_Wheres_3","C_Wheres_4","C_Wheres_5","C_Wheres_6"
15,0,1,0,0,3,3,6,2,1.7895,5.3858,1.2771,1.7787,7.6037,5.2502,12.024,3.4616,1.4677,4.95,4.9615,2.9179,4.4826,4.0357,2.618,4.1721,4.5709,10.709,4.5998,13.465,1,2185,0,0,0,0,0,0,1
16,0,1,0,0,3,3,6,2,1.1225,5.3845,23.66,2.3317,2.0676,3.5033,4.5885,2.0673,9.8601,3.3109,8.1254,12.167,1.2968,10.207,2.9651,1.7778,6.2175,1.0632,2.1134,16.882,1,2185,0,0,0,0,0,0,1
17,0,1,0,0,3,3,6,2,4.7962,22.691,1.7684,1.5181,18.512,2.6644,2.086,18.608,4.542,1.7806,1.9319,1.0491,1.6932,7.5564,2.078,4.2953,20.746,10.561,15.872,2.6581,1,2185,1,0,0,0,0,0,1
18,0,1,0,0,3,3,6,2,1.0126,9.6874,6.0906,3.0163,14.981,21.48,11.719,2.4674,3.0036,14.915,2.7617,6.7955,15.928,3.1772,3.3684,1.9307,9.7632,4.1564,5.71,6.9434,1,2185,0,0,0,0,0,0,1
0,1,0,0,0,0,1,5,1,0.060038,0.01986,0.098459,0.053008,0.027051,0.064229,0.13004,0.027285,0.047582,0.020268,0.15091,0.017828,0.024043,0.080848,0.032897,0.0237,0.02333,0.051628,0.024199,0.0626,1,2186,0,0,0,0,0,1,0
1,1,0,0,0,0,0,5,1,0.041081,0.016365,0.099292,0.037195,0.12508,0.10318,0.040802,0.13307,0.027836,0.031448,0.059694,0.021495,0.037518,0.0022894,0.010385,0.064299,0.037405,0.14225,0.068773,0.11073,1,2186,0,0,0,0,0,1,0
2,0,0,1,0,0,4,5,3,0.086357,0.14842,0.043336,0.1149,0.083709,0.10609,0.13914,0.035998,0.10743,0.0063078,0.087496,0.077263,0.074697,0.014852,0.14486,0.032174,0.025308,0.00018255,0.061391,0.06829,1,2186,0,0,0,0,0,1,0
3,1,0,0,0,3,2,6,1,4.5482,1.0669,9.7188,4.4827,1.6342,3.7298,1.1136,8.265,1.9537,1.2511,2.4162,6.3195,3.1884,7.3516,1.2912,4.4675,12.557,6.9518,2.3949,1.3504,1,2186,0,0,0,0,0,0,1
4,0,0,1,0,3,0,2,3,0.20769,0.25658,0.29474,0.096056,0.10311,1.217,0.1947,0.24232,0.10235,0.18665,0.073016,2.049,0.85273,0.10479,0.083844,1.3322,0.1081,0.21036,0.13608,0.069307,15,2186,0,0,1,0,0,0,0
5,1,0,0,0,3,3,6,1,0.28361,0.25574,0.91161,0.43094,0.30468,0.29168,0.28807,0.94471,0.39354,1.5596,1.5468,2.1935,12.803,0.23359,0.51915,0.28308,1.2047,0.93881,0.20276,0.94462,5,2186,0,0,0,0,0,0,1
0,1,0,0,0,3,0,1,1,1.2384,4.7029,1.9654,9.574,3.8383,3.0441,5.5766,2.3412,15.315,22.784,18.347,2.4964,1.1852,4.8658,6.3701,22.422,1.1675,5.667,4.1699,6.3672,1,2187,1,1,0,0,0,0,0
1,0,0,0,0,3,0,1,-1,9.5861,9.5568,9.4711,2.4253,7.5311,20.762,6.2535,19.988,2.4454,9.5742,15.338,8.6393,1.2583,14.208,6.7512,8.7197,20.46,10.987,2.118,1.084,1,2187,1,1,0,0,0,0,0
2,0,1,0,0,3,0,2,2,1.6449,4.6715,11.402,1.9619,1.5373,2.8119,5.5436,5.6285,9.6615,3.0533,5.7882,11.692,2.8976,7.6275,20.073,4.616,13.093,7.6096,6.8487,11.591,1,2187,0,0,1,0,0,0,0
3,0,1,0,0,0,0,2,2,0.14907,0.085808,0.018116,0.038276,0.09389,0.054754,0.099459,0.14528,0.1373,0.15195,0.034473,0.10251,0.01123,0.12778,0.057177,0.067989,0.077449,0.025843,0.072586,0.013225,1,2187,1,0,1,0,0,0,0
4,0,1,0,0,0,3,2,2,0.00054392,0.0029261,0.0016458,0.0063649,0.00035048,0.10285,0.080218,0.13218,0.014694,0.12536,0.050498,0.037146,0.014334,0.13938,0.028487,0.11929,0.078346,0.0038974,0.0020158,0.052075,1,2187,0,0,1,0,0,0,0
5,0,1,0,0,0,3,2,2,0.065739,0.010923,0.121,0.0076331,0.093572,0.0264,0.0064768,0.16589,0.00075813,0.081869,0.12586,0.0061762,0.031236,0.0015952,0.025209,0.087025,0.046237,0.1333,0.00029043,0.0021769,1,2187,0,0,1,0,0,0,0
6,0,1,0,0,0,1,2,2,0.099494,0.0063804,0.0094073,0.14183,0.03963,0.0071291,0.011126,0.011919,0.10225,0.014004,0.087943,0.011773,0.10661,0.042441,0.092542,0.010356,0.059791,0.029235,0.032033,0.10227,1,2187,0,0,1,0,0,0,0
7,0,1,0,0,0,2,2,2,0.077102,0.067914,0.00083005,0.011373,0.13185,0.15041,0.16372,0.1034,0.14203,0.095777,0.057228,0.055646,0.048627,0.012797,0.020254,0.10428,0.021169,0.053791,0.052182,0.14968,1,2187,0,0,1,0,0,0,0
8,0,1,0,0,1,1,2,2,0.26494,0.4319,0.4367,0.21473,0.32403,0.41308,0.44984,0.28894,0.31327,0.27071,0.26917,0.20469,0.43168,0.3033,0.19867,0.40911,0.22759,0.36363,0.37987,0.4334,1,2187,0,0,1,0,0,0,0
9,0,1,0,0,1,1,2,2,0.44899,0.31992,0.20138,0.17248,0.22552,0.35975,0.17427,0.23683,0.39851,0.29655,0.30818,0.46934,0.20912,0.20459,0.29938,0.38542,0.30078,0.37813,0.28164,0.24987,1,2187,0,0,1,0,0,0,0
10,0,1,0,0,1,1,2,2,0.28774,0.41452,0.24229,0.3301,0.36365,0.2017,0.29521,0.31844,0.36112,0.27339,0.20087,0.38716,0.37864,0.27128,0.2842,0.18499,0.45408,0.18595,0.38794,0.22507,1,2187,0,0,1,0,0,0,0
11,0,1,0,0,2,3,6,2,0.76893,0.62704,0.79501,0.91621,0.74152,0.72136,0.61956,0.73706,0.94548,0.95749,0.69233,0.88582,0.77409,0.97904,0.76517,0.73832,0.627,0.64815,0.61563,0.60972,1,2187,1,0,0,0,0,0,1
12,0,1,0,0,0,3,6,2,0.0023976,0.03541,0.00064155,0.0080621,0.023265,0.0057664,0.13807,0.15744,0.11106,0.0041807,0.0033353,0.015815,0.023341,0.13567,0.014921,0.16106,0.14836,0.01062,0.10367,0.0093876,1,2187,0,0,0,0,0,0,1
13,0,1,0,0,0,3,6,2,0.10149,0.14513,0.0042426,0.032597,0.0016533,0.008739,0.055779,0.010274,0.0003178,0.11901,0.081123,0.12037,0.00018698,0.15967,0.0089461,0.028815,0.014478,0.11599,0.010896,0.13385,1,2187,1,0,0,0,0,0,1
14,0,1,0,0,2,3,6,2,0.68429,0.9671,0.81299,0.76744,0.81821,0.7661,0.7062,0.54975,0.62109,0.84796,0.71526,0.78884,0.87826,0.81608,0.66908,0.78446,0.6497,0.55682,0.63043,0.96677,1,2187,1,0,0,0,0,0,1
15,0,1,0,0,1,4,6,2,0.45339,0.17452,0.40486,0.32075,0.30093,0.35942,0.23203,0.26332,0.23033,0.24011,0.47079,0.18483,0.43528,0.34971,0.17647,0.26329,0.23708,0.1857,0.42819,0.20532,1,2187,0,0,0,0,0,0,1
16,0,1,0,0,1,4,6,2,0.37832,0.36012,0.27791,0.17342,0.46627,0.27103,0.18697,0.35251,0.192,0.18175,0.32328,0.18229,0.23527,0.44903,0.20777,0.30698,0.47876,0.46999,0.25493,0.22198,1,2187,0,0,0,0,0,0,1
17,0,1,0,0,1,4,6,2,0.207,0.21688,0.36975,0.48116,0.20682,0.20486,0.31844,0.22382,0.22977,0.19409,0.3336,0.35552,0.47538,0.18593,0.2487,0.37941,0.176,0.3065,0.31691,0.42017,1,2187,0,0,0,0,0,0,1
18,0,1,0,0,1,4,6,2,0.19202,0.46452,0.40983,0.2824,0.20732,0.1726,0.23441,0.34847,0.37323,0.20419,0.22241,0.28288,0.46169,0.26302,0.43808,0.25401,0.47287,0.33797,0.26585,0.20335,1,2187,0,0,0,0,0,0,1
19,0,1,0,0,0,4,6,2,0.0012897,0.033416,0.0064934,0.0061942,0.0017959,0.10049,0.054491,0.020072,0.030661,0.017083,0.0012545,0.099866,0.15633,0.16343,0.10557,0.005786,0.0073769,0.031556,0.0094166,0.082266,1,2187,0,0,0,0,0,0,1
-1,0,0,0,0,-1,-1,-1,-1,6.2206e-05,0.02324,0.018893,0.031688,0.0022768,0.0035554,0.035329,0.00062996,0.0026092,0.017847,0.004594,0.0053156,0.012249,0.0031525,0.0068327,0.0018291,0.0031535,0.00010555,0.0093167,0.0095512,5,2187,0,0,0,0,0,0,0
0,0,0,0,0,3,4,1,-1,1.3708,1.8683,1.1903,2.7438,4.8188,3.0098,3.0876,1.6544,1.2056,17.041,11.306,13.55,2.2379,7.3764,1.7268,1.5898,1.871,1.0102,1.9596,2.8635,1,2188,1,1,0,0,0,0,0
1,1,0,0,0,3,0,2,1,2.2836,3.077,1.3872,1.2368,3.0521,14.634,14.907,1.5587,3.1936,10.297,6.7654,6.9068,23.209,2.5875,14.55,5.6955,10.28,3.9142,1.3906,21.245,1,2188,0,0,1,0,0,0,0
2,1,0,0,0,0,0,2,1,0.013915,0.043134,0.1611,0.088657,0.083413,0.07076,0.16398,0.068576,0.12469,0.012639,0.10412,0.095549,0.088207,0.10665,0.013455,0.090086,0.0058431,0.0052566,0.098178,0.0014664,1,2188,0,0,1,0,0,0,0
3,1,0,0,0,0,0,2,1,0.041218,0.094835,0.043753,0.009798,0.020651,0.015423,0.038146,0.14799,0.016654,0.095595,0.079532,0.044255,0.0183,0.056103,0.080328,0.10403,0.1075,0.065274,0.027616,0.15396,1,2188,0,0,1,0,0,0,0
4,1,0,0,0,0,1,2,1,0.022368,0.11911,0.11048,0.069844,0.14251,0.0010051,0.040718,0.08508,0.040213,0.075579,0.029088,0.0014448,0.14252,0.14018,0.14106,0.16614,0.13526,0.13839,0.0066254,0.13344,1,2188,0,0,1,0,0,0,0
5,0,1,0,0,0,3,6,2,0.096103,0.0031402,0.046276,0.13777,0.017973,0.014467,0.031633,0.11894,0.15769,0.020097,0.016054,0.090916,0.086877,0.060093,0.0094011,0.0006411,0.011064,0.00020925,0.023135,0.059332,1,2188,0,0,0,0,0,0,1
6,0,1,0,0,0,3,6,2,0.042212,0.049093,0.0079985,0.0023166,0.004693,0.0013578,0.10949,0.028208,0.0030827,0.021087,0.01733,0.0011229,0.0047765,0.10489,0.039542,0.0011629,0.063191,0.040725,0.029045,0.052199,1,2188,0,0,0,0,0,0,1
7,0,1,0,0,0,4,6,2,0.095834,0.030615,0.016829,0.041754,0.0070828,0.0037047,0.0078986,0.0095875,0.017806,0.10867,0.11412,0.0041867,0.052651,0.021416,0.0078995,0.058204,0.0012979,0.0054519,0.038313,0.0095553,1,2188,0,0,0,0,0,0,1
8,0,0,1,0,0,4,6,3,0.054043,0.10779,0.018233,0.051246,0.10001,0.00077504,0.0061441,0.0185,0.014131,0.0080851,0.024574,0.00028563,0.00062919,0.032875,0.019949,0.11593,0.071823,0.0059636,0.075476,0.00029499,1,2188,0,0,0,0,0,0,1
9,0,0,1,0,0,4,6,3,0.046863,0.065478,0.042538,0.0022617,0.0012979,0.057192,0.075235,0.0051752,0.0022739,0.14785,0.031814,0.0036358,0.01124,0.017067,0.0053174,0.040606,0.12999,0.0082966,0.028688,0.0070241,1,2188,0,0,0,0,0,0,1
10,0,0,1,0,0,4,6,3,0.08925,0.00020776,0.062895,0.0064944,0.018768,0.00020499,0.010264,0.0052935,0.024445,0.022457,0.020026,0.013613,0.13997,0.0089839,0.0083399,0.12469,0.005218,0.021333,0.084353,0.06907,1,2188,0,0,0,0,0,0,1
11,0,0,1,0,0,4,6,3,0.0016289,0.073577,0.10191,0.0035534,0.048221,0.009585,0.013899,0.085833,0.0015944,0.0049206,0.059256,0.015336,0.0066773,0.052039,0.0041947,0.08906,0.021269,0.0034423,0.033778,0.0082066,1,2188,0,0,0,0,0,0,1
12,0,0,0,0,0,4,-1,-1,0.0015366,0.00093023,0.016348,0.0065671,0.0009965,0.011853,0.0086244,0.0035884,0.089525,0.10615,0.014526,0.13602,0.038106,0.027195,0.041269,0.0051249,0.00022864,0.0013242,0.089067,0.037208,1,2188,0,0,0,0,0,0,0
0,1,0,0,0,3,0,1,1,4.8498,21.151,8.3888,5.6028,16.266,3.107,1.6583,4.7445,1.2938,2.211,11.425,3.3627,3.7761,10.452,11.625,1.0968,14.232,6.0343,1.0283,3.2459,1,2189,1,1,0,0,0,0,0
1,1,0,0,0,3,0,1,1,2.8608,1.0461,2.1785,5.9727,1.561,1.7674,3.5266,12.524,2.5868,1.1598,8.6425,7.6377,23.862,6.1635,1.1628,6.1957,4.9563,1.424,13.633,1.7131,1,2189,1,1,0,0,0,0,0
2,1,0,0,0,0,2,5,1,0.070508,0.010488,0.0035753,0.0057069,0.032341,0.043541,0.043147,0.08146,0.00094182,0.077838,0.028286,0.05638,0.013021,0.076591,0.095122,0.002982,0.010415,0.00776,0.060691,0.13633,1,2189,0,0,0,0,0,1,0
3,1,0,0,0,0,4,5,1,0.0038772,0.022999,0.15874,0.014969,0.00064716,0.0081372,0.056883,0.00047412,0.0044619,0.001616,0.00026498,0.11566,0.0033918,0.099574,0.0023178,0.0035112,0.0053752,0.054018,0.15928,0.0019011,1,2189,0,0,0,0,0,1,0
4,0,1,0,0,0,4,2,2,0.0032496,0.036952,0.029892,0.0013362,0.024762,0.01838,0.00853,0.035914,0.011305,0.014118,0.020323,0.061182,0.0034071,0.00057887,0.0077301,0.119,0.015798,0.008431,0.0018582,0.018358,1,2189,0,0,1,0,0,0,0
5,0,1,0,0,3,0,2,2,0.14144,0.036716,0.41687,0.084855,0.033895,0.041826,0.28952,0.40857,0.027936,0.067556,0.045971,0.18933,0.028341,0.04801,0.04927,0.083022,0.042163,0.034705,0.037674,0.06652,40,2189,0,0,1,0,0,0,0
6,0,1,0,0,3,0,2,2,0.076793,0.093413,0.30111,0.066361,0.35821,0.13137,0.062956,0.20156,0.41264,0.85465,0.40495,0.59913,0.20994,0.055538,14.008,0.0504,0.10058,0.20147,0.065077,0.1266,20,2189,0,0,1,0,0,0,0
0,1,0,0,0,0,0,1,1,0.069126,0.011266,0.092695,0.01563,0.01268,0.061141,0.0082967,0.011468,0.022526,0.1546,0.073573,0.003089,0.040869,0.020804,0.039024,0.11631,0.024563,0.072163,0.16014,0.06697,1,2190,1,1,0,0,0,0,0
1,1,0,0,0,0,0,1,1,0.069599,0.072457,0.097364,0.016893,0.0046605,0.066191,0.0010793,0.043628,0.066457,0.077668,0.14313,0.075559,0.028462,0.027945,0.011683,0.00052616,0.12869,0.11162,0.04145,0.023659,1,2190,1,1,0,0,0,0,0
2,1,0,0,0,2,0,1,1,0.99688,0.73917,0.58737,0.68218,0.86549,0.94292,0.55322,0.64435,0.6978,0.6594,0.89779,0.89288,0.97868,0.50129,0.83572,0.65091,0.54101,0.98513,0.52807,0.57639,1,2190,1,1,0,0,0,0,0
3,1,0,0,0,-1,1,1,1,21.535,15.341,17.652,14.065,1.1027,2.8537,16.429,13.14,2.6395,3.9662,1.8932,1.7746,1.0633,5.193,5.4879,11.114,8.7612,10.228,1.2982,2.809,1,2190,0,1,0,0,0,0,0
4,0,1,0,0,0,3,5,2,0.069871,0.0056733,0.0054822,0.013345,0.097962,0.00017904,0.075266,0.04975,0.046769,0.058242,0.035968,0.012062,0.0030377,0.0026824,0.0058726,0.0012671,0.00022441,0.0086872,0.004018,0.0079665,1,2190,0,0,0,0,0,1,0
5,0,1,0,0,0,3,5,2,0.099293,0.015105,0.010066,0.15807,0.15013,0.10802,0.0038857,0.055345,0.089906,0.020022,0.021484,0.045487,0.02508,0.0094449,0.019099,0.036381,0.019979,0.156,0.011896,0.10283,1,2190,0,0,0,0,0,1,0
6,1,0,0,0,0,0,1,1,0.029849,0.033222,0.016384,0.026143,0.087128,0.16599,0.022122,0.12408,0.0086322,0.025312,0.10564,0.015012,0.03984,0.037766,0.025571,0.098483,0.13528,0.1182,0.0059956,0.023244,1,2190,1,1,0,0,0,0,0
7,1,0,0,0,0,1,1,1,0.0077651,0.0091123,0.06953,0.0051543,0.088378,0.0022536,0.15576,0.0092474,0.086139,0.011742,0.0043703,0.12471,0.041637,0.0085108,0.13528,0.036439,0.018167,0.023072,0.15994,0.0083251,1,2190,1,1,0,0,0,0,0
0,1,0,0,0,3,0,1,1,12.631,4.9971,2.388,5.0292,2.28,4.4276,1.347,5.6005,12.192,18.465,2.1785,1.9337,2.5451,1.0627,3.3549,1.6637,1.3434,10.017,16.289,2.7316,1,2191,1,1,0,0,0,0,0
1,1,0,0,0,3,0,1,1,8.5025,4.4259,5.9911,3.8342,14.833,2.0701,1.8276,14.865,19.725,18.195,1.8335,3.3414,3.4996,8.408,23.256,3.1728,15.746,9.2728,3.8548,16.167,1,2191,1,1,0,0,0,0,0
2,1,0,0,0,3,0,1,1,23.391,6.027,12.903,4.8656,1.6111,5.1378,1.8617,10.944,1.2511,1.8057,1.4657,6.0045,6.1905,5.2825,8.742,5.2265,2.4908,1.3756,1.2657,22.832,1,2191,1,1,0,0,0,0,0
3,1,0,0,0,3,0,1,1,12.361,5.8639,2.9586,12.82,2.8651,8.629,4.5447,19.233,4.8888,13.65,17.74,4.0973,11.64,2.0952,3.3097,5.675,5.7663,21.66,4.3624,6.7379,1,2191,0,1,0,0,0,0,0
4,1,0,0,0,3,0,1,1,21.957,3.4205,4.8367,1.6118,22.062,20.287,9.0814,20.593,12.271,1.945,6.9233,5.4852,4.5916,1.0535,11.307,1.4877,1.0065,11.533,17.32,4.002,1,2191,0,1,0,0,0,0,0
5,0,0,1,0,3,1,2,3,1.3434,2.119,15.915,1.7998,1.0653,14.818,2.3351,1.0755,1.2806,7.0109,4.5634,1.2482,2.7431,6.3551,3.4083,2.6784,2.4606,8.46,2.4652,3.7552,1,2191,0,0,1,0,0,0,0
6,0,0,1,0,3,1,2,3,5.4272,4.569,2.4444,2.4649,2.6711,1.2321,7.0696,7.2079,1.3274,6.8487,3.2849,1.5802,1.7401,15.472,10.146,2.0582,4.8073,1.234,7.4288,18.835,1,2191,0,0,1,0,0,0,0
7,0,0,1,0,2,1,2,3,0.61122,0.9774,0.95843,0.78644,0.94794,0.53906,0.61523,0.5028,0.66198,0.71975,0.62166,0.92052,0.54839,0.96776,0.96186,0.59189,0.76966,0.74694,0.85314,0.85694,1,2191,1,0,1,0,0,0,0
8,0,0,1,0,2,4,2,3,0.74174,0.65099,0.56592,0.69323,0.67997,0.76487,0.89466,0.51401,0.81413,0.52031,0.66433,0.55527,0.60855,0.68805,0.69243,0.80175,0.80036,0.97521,0.58063,0.97377,1,2191,1,0,1,0,0,0,0
9,0,0,1,0,2,3,2,3,0.6945,0.92015,0.5336,0.64166,0.66267,0.57664,0.56579,0.55401,0.69374,0.6013,0.69811,0.60177,0.51136,0.60066,0.62266,0.76588,0.71066,0.63355,0.51118,0.58697,1,2191,1,0,1,0,0,0,0
10,0,0,1,0,2,4,6,3,0.72401,0.58558,0.74907,0.52704,0.60827,0.71573,0.72906,0.51681,0.69678,0.70687,0.58376,0.95166,0.8265,0.59199,0.73653,0.59637,0.63903,0.75025,0.58686,0.5889,1,2191,1,0,0,0,0,0,1
11,0,0,1,0,0,4,6,3,0.11556,0.15487,0.052264,0.0372,0.091266,0.0036627,0.006382,0.040497,0.10634,0.0026739,0.066618,0.1063,0.0062971,0.00068058,0.11117,0.11467,0.01529,0.036547,0.00020537,0.032774,1,2191,0,0,0,0,0,0,1
12,0,0,1,0,0,4,6,3,0.012306,0.03774,0.11483,0.11593,0.012292,0.055781,0.0051488,0.0022909,0.10232,0.10881,0.056574,0.0057518,0.00044321,0.009329,0.001551,0.13031,0.029878,0.11926,0.013786,0.03161,1,2191,0,0,0,0,0,0,1
0,1,0,0,0,3,0,1,1,1.419,2.2368,2.513,3.7924,2.338,3.7218,3.9024,12.81,2.8696,17.735,19.294,4.719,1.0694,3.4227,13.813,3.6915,8.2215,1.7807,22.848,6.4421,1,2192,1,1,0,0,0,0,0
1,1,0,0,0,3,0,1,1,12.092,2.239,3.3137,4.1856,23.597,8.5318,10.231,21.976,17.716,22.145,4.0664,3.1412,3.7659,1.0893,4.9012,7.8913,1.9052,1.3431,20.131,2.5374,1,2192,1,1,0,0,0,0,0
2,1,0,0,0,3,0,1,1,3.7267,1.584,3.2308,20.073,2.5418,5.4204,2.6952,10.447,8.2578,1.1986,13.617,1.6186,4.448,1.0978,6.0495,9.7045,10.966,23.81,6.5563,1.0215,1,2192,1,1,0,0,0,0,0
3,1,0,0,0,3,0,1,1,5.328,1.8701,1.934,12.009,21.989,1.4531,6.2523,5.9598,11.175,9.6251,17.378,4.959,12.257,2.5046,6.0521,5.7913,1.1706,15.611,8.1207,2.8397,1,2192,1,1,0,0,0,0,0
4,1,0,0,0,2,3,2,1,0.61475,0.64764,0.95144,0.89823,0.71256,0.51765,0.75404,0.7129,0.58872,0.86518,0.59532,0.91117,0.54619,0.6564,0.57496,0.62391,0.77383,0.55844,0.63084,0.84862,1,2192,0,0,1,0,0,0,0
5,1,0,0,0,2,3,2,1,0.76713,0.50115,0.57236,0.96834,0.74097,0.56378,0.8544,0.8,0.5132,0.88026,0.56978,0.8398,0.52526,0.55451,0.78476,0.57645,0.95816,0.92987,0.52935,0.68644,1,2192,1,0,1,0,0,0,0
6,1,0,0,0,2,3,2,1,0.90238,0.88322,0.54338,0.75063,0.72043,0.50744,0.86621,0.89957,0.74589,0.52683,0.50003,0.74718,0.62304,0.93878,0.81457,0.92279,0.54944,0.91579,0.74944,0.52577,1,2192,1,0,1,0,0,0,0
7,0,0,1,0,3,0,2,3,8.3097,4.8589,1.7751,1.7126,7.4839,3.3777,2.1684,5.8562,11.819,2.3118,5.6088,4.9027,22.42,1.5967,1.5171,21.661,6.7354,7.7376,12.304,1.0564,1,2192,0,0,1,0,0,0,0
8,0,0,1,0,3,0,2,3,5.4803,2.0745,12.331,3.2898,3.2238,5.7562,6.239,16.767,14.949,23.495,1.7785,4.3653,1.1619,2.2216,20.857,11.977,5.6509,8.5977,1.7788,8.1856,1,2192,0,0,1,0,0,0,0
9,0,0,1,0,3,0,2,3,18.987,13.105,7.0122,4.7683,8.8137,1.1345,2.7442,5.8626,20.759,4.4156,4.3867,15.374,10.815,1.6268,15.655,6.071,4.2398,5.6902,2.3616,5.3665,1,2192,0,0,1,0,0,0,0
10,0,0,1,0,3,0,2,3,3.4447,3.3539,4.6453,8.6382,6.106,1.8095,2.72,3.1904,20.701,13.516,1.5536,8.6743,6.0018,2.5601,3.7795,1.8216,8.0016,14.081,9.8183,6.6209,1,2192,0,0,1,0,0,0,0
11,0,0,1,0,3,0,2,3,1.0942,1.4632,2.7274,4.2173,4.3595,15.996,1.8918,22.234,3.172,1.3459,4.4111,5.8504,3.8813,1.8059,7.8421,17.606,1.5926,1.4912,23.978,1.6266,1,2192,0,0,1,0,0,0,0
12,0,0,1,0,3,0,2,3,1.2145,17.903,8.1444,2.2081,1.1308,2.0004,5.2402,1.988,1.5754,1.1313,21.16,14.069,10.249,2.5521,1.54,22.971,2.727,21.717,7.0538,14.217,1,2192,0,0,1,0,0,0,0
13,0,0,1,0,3,0,2,3,13.144,12.738,10.369,6.4707,8.2407,1.8729,6.1624,2.3152,13.707,4.6184,3.4185,5.4337,1.9735,5.7984,2.9334,5.5357,1.9934,9.3359,1.165,14.721,1,2192,0,0,1,0,0,0,0
14,1,0,0,0,0,2,6,1,0.15568,0.16467,0.0015696,0.14923,0.0045249,0.14054,0.012687,0.0015217,0.0053537,0.0017149,0.059095,0.10709,0.043115,0.004779,0.076182,0.0026227,0.033,0.12238,0.00083504,0.0083355,1,2192,0,0,0,0,0,0,1
15,1,0,0,0,0,2,1,1,0.08655,0.14264,0.012875,0.034203,0.0017665,0.027271,0.11287,0.019816,0.15992,0.10075,0.09514,0.037397,0.031081,0.047058,0.13573,0.0059829,0.10121,0.079385,0.066876,0.013378,1,2192,0,1,0,0,0,0,0
16,1,0,0,0,0,3,2,1,0.0087863,0.036881,0.098074,0.05783,0.0083096,0.015645,0.039107,0.047278,0.091933,0.11879,0.0044966,0.015708,0.018268,0.058116,0.049399,0.015731,0.082215,0.1168,0.031345,0.0102,1,2192,0,0,1,0,0,0,0
17,1,0,0,0,0,2,2,1,0.080039,0.012836,0.015326,0.040238,0.1355,0.0076997,0.1427,0.05236,0.0050647,0.064725,0.02196,0.0026824,0.018262,0.14456,0.035439,0.019584,0.064023,0.065461,0.13645,0.027171,1,2192,0,0,1,0,0,0,0
18,1,0,0,0,0,2,2,1,0.0031122,0.040412,0.023964,0.095222,0.0027537,0.030769,0.00033259,0.082127,0.0042062,0.022795,0.016046,0.0025459,0.0034875,0.037319,0.15652,0.046462,0.022283,0.11158,0.00054037,0.0010255,1,2192,0,0,1,0,0,0,0
19,1,0,0,0,0,2,2,1,0.13576,0.034943,0.0096956,0.10827,0.051384,0.14181,0.053251,0.12219,0.07872,0.012649,0.057975,0.0050664,0.00043104,0.11105,0.049317,0.046312,0.048264,0.0048576,0.019847,0.04043,1,2192,0,0,1,0,0,0,0
-1,0,0,0,0,-1,-1,-1,-1,0.3569,0.44681,0.59423,0.71614,0.30666,0.44733,0.57906,0.58547,3.6659,1.1831,0.35796,0.38514,0.8846,0.32997,0.54594,0.24917,0.50129,0.85953,0.38652,0.33424,5,2192,0,0,0,0,0,0,0
0,1,0,0,0,3,0,2,1,12.712,1.8441,21.406,4.556,2.588,2.162,1.7028,9.409,12.024,3.9142,3.724,1.8942,20.772,7.5655,6.3153,3.3767,1.2481,19.604,14.433,16.467,1,2193,1,0,1,0,0,0,0
1,1,0,0,0,1,4,6,1,0.19407,0.43901,0.39712,0.20266,0.31461,0.37456,0.17792,0.21571,0.25171,0.20136,0.39644,0.28454,0.41338,0.33509,0.24962,0.21516,0.35068,0.41389,0.45582,0.18473,1,2193,1,0,0,0,0,0,1
2,1,0,0,0,1,0,2,1,0.28041,0.22713,0.22115,0.26559,0.22433,0.35361,0.31,0.34368,0.32474,0.25791,0.19063,0.47964,0.35316,0.41228,0.39489,0.40375,0.25304,0.19686,0.3256,0.48698,1,2193,0,0,1,0,0,0,0
3,1,0,0,0,0,4,5,1,0.13689,0.04349,0.10236,0.00053443,0.0044376,0.0040703,0.017708,0.079879,0.019268,0.028789,0.0018711,0.0031334,0.10946,0.040691,0.0065411,0.00048385,0.00040807,0.035339,0.006702,0.14555,1,2193,0,0,0,0,0,1,0
4,1,0,0,0,2,0,6,1,0.57713,0.75065,0.61517,0.51481,0.84862,0.53891,0.56604,0.96401,0.95503,0.84711,0.90316,0.68878,0.7261,0.78211,0.57108,0.63106,0.5225,0.88354,0.54436,0.61398,1,2193,1,0,0,0,0,0,1
