"C_CID","C_Distances_1","C_Distances_2","C_Distances_3","C_Distances_4","C_Duration","C_How_Often","C_MainWhere","C_MaxDistance","C_NEW_Estimated_Contact_Time_1","C_NEW_Estimated_Contact_Time_2","C_NEW_Estimated_Contact_Time_3","C_NEW_Estimated_Contact_Time_4","C_NEW_Estimated_Contact_Time_5","C_NEW_Estimated_Contact_Time_6","C_NEW_Estimated_Contact_Time_7","C_NEW_Estimated_Contact_Time_8","C_NEW_Estimated_Contact_Time_9","C_NEW_Estimated_Contact_Time_10","C_NEW_Estimated_Contact_Time_11","C_NEW_Estimated_Contact_Time_12","C_NEW_Estimated_Contact_Time_13","C_NEW_Estimated_Contact_Time_14","C_NEW_Estimated_Contact_Time_15","C_NEW_Estimated_Contact_Time_16","C_NEW_Estimated_Contact_Time_17","C_NEW_Estimated_Contact_Time_18","C_NEW_Estimated_Contact_Time_19","C_NEW_Estimated_Contact_Time_20","C_Number","C_PID","C_Touch","C_Wheres_1","C_Wheres_2","C_Wheres_3","C_Wheres_4","C_Wheres_5","C_Wheres_6"
5,0,1,0,0,1,3,6,2,0.30719,0.20842,0.18805,0.35244,0.36372,0.32112,0.44222,0.20874,0.16905,0.21882,0.25914,0.43334,0.40915,0.27251,0.43136,0.36009,0.45638,0.33151,0.29809,0.38315,1,1288,0,0,0,0,0,0,1
6,0,1,0,0,1,3,6,2,0.28341,0.25849,0.4455,0.24684,0.2841,0.18632,0.4019,0.21104,0.22633,0.25818,0.29245,0.29411,0.46352,0.254,0.30778,0.21468,0.31938,0.39529,0.41737,0.18725,1,1288,0,0,0,0,0,0,1
7,0,1,0,0,2,3,6,2,0.77441,0.71359,0.87544,0.82302,0.78704,0.59437,0.73775,0.83008,0.76223,0.95221,0.92036,0.87984,0.84567,0.63637,0.90533,0.71241,0.70226,0.93454,0.72115,0.96763,1,1288,1,0,0,0,0,0,1
8,0,1,0,0,0,-1,6,2,0.034472,0.023381,0.068093,0.16135,0.0096694,0.014419,0.047186,0.016465,0.070851,0.053091,0.081024,0.14159,0.00026648,0.024896,0.079408,0.0038594,0.12449,0.096797,0.051249,0.00078056,1,1288,0,0,0,0,0,0,1
9,0,1,0,0,0,-1,6,2,0.093234,0.1082,0.12012,0.080464,0.023129,0.0050407,0.0078957,0.019665,0.018292,0.0035032,0.089356,0.075432,0.0079487,0.04223,0.1553,0.05285,0.14746,0.017713,0.028991,0.0039508,1,1288,0,0,0,0,0,0,1
0,1,0,0,0,3,0,1,1,10.242,2.3799,10.605,7.4642,23.099,3.9822,3.6747,10.887,9.1795,2.8776,6.7336,12.372,18.937,5.6871,2.9115,2.3354,10.209,3.2526,11.162,1.0371,1,1289,1,1,0,0,0,0,0
1,1,0,0,0,0,2,6,1,0.051096,0.048223,0.04926,0.1155,0.008932,0.059377,0.020433,0.0038831,0.068638,0.018029,0.048938,0.0080592,0.011509,0.030899,0.00049833,0.0042071,0.11102,0.010123,0.0042812,0.0016408,1,1289,0,0,0,0,0,0,1
2,1,0,0,0,0,3,6,1,0.0032035,0.037452,0.0010844,0.10854,0.0034842,0.0040407,0.031139,0.023521,0.056531,0.1535,0.0012212,0.0066518,0.0045336,0.064379,0.067863,0.070623,0.035608,0.00029835,0.028069,0.066131,1,1289,0,0,0,0,0,0,1
3,1,0,0,0,0,3,6,1,0.0073813,0.0057745,0.011499,0.004672,0.0045217,0.0086743,0.00074882,0.00058412,0.00033273,0.012318,4.4479e-05,0.0014312,0.0040261,0.002297,0.00082778,0.011813,0.0032059,0.00045451,0.00069442,0.0094383,12,1289,0,0,0,0,0,0,1
0,1,0,0,0,0,3,1,1,0.049029,0.14811,0.055005,0.033695,0.012805,0.14453,0.15717,0.018393,0.0018579,0.037314,0.11916,0.059337,0.0014124,0.090778,0.039984,0.074991,0.0087113,0.00098967,0.0093422,0.08195,1,1290,0,1,0,0,0,0,0
0,1,0,0,0,1,4,5,1,0.45574,0.20174,0.17011,0.17728,0.4865,0.17393,0.25408,0.29446,0.21855,0.2293,0.28144,0.34541,0.18183,0.32415,0.24277,0.36835,0.36585,0.21447,0.17987,0.39427,1,1291,0,0,0,0,0,1,0
1,0,1,0,0,0,4,6,2,0.15482,0.0016495,0.00069599,0.02091,0.047556,0.065746,0.027691,0.062895,0.0047466,0.057008,0.00040291,0.16356,0.00088435,0.061386,0.11155,0.00451,0.0092297,0.09332,0.0011356,0.06733,1,1291,0,0,0,0,0,0,1
2,0,1,0,0,0,4,6,2,0.051285,0.074497,0.11504,0.039256,0.00035229,0.12938,0.084434,0.002833,0.0069927,0.13751,0.070088,0.0041097,0.0008336,0.0025133,0.020267,0.060411,0.028233,0.012543,0.052121,0.10448,1,1291,0,0,0,0,0,0,1
3,1,0,0,0,1,2,6,1,0.20854,0.2416,0.41576,0.21537,0.21445,0.17345,0.19425,0.24436,0.47848,0.21565,0.31571,0.46059,0.20824,0.4256,0.16905,0.17481,0.36803,0.46257,0.24666,0.38491,1,1291,0,0,0,0,0,0,1
4,1,0,0,0,3,2,1,1,11.527,1.6298,2.5033,3.4845,6.0394,2.0498,10.739,16.098,1.1329,1.5728,15.903,1.8314,2.3175,1.2983,5.3613,1.0084,18.619,1.2824,6.1846,1.4066,1,1291,1,1,0,0,0,0,0
5,1,0,0,0,3,2,1,1,1.3601,13.514,1.8999,4.6531,3.9545,8.1011,8.8202,2.7075,3.58,1.6721,4.9073,1.0549,12.964,1.4038,3.9367,1.6794,22.615,2.9587,10.469,1.009,1,1291,1,1,0,0,0,0,0
6,1,0,0,0,3,0,1,1,11.277,20.645,6.3455,2.5757,7.4583,1.5859,7.9174,4.5046,1.2377,4.615,6.5279,5.9464,1.1316,1.1618,4.6639,1.5525,3.6566,1.4511,23.54,3.4772,1,1291,1,1,0,0,0,0,0
7,0,1,0,0,1,4,6,2,0.17481,0.28645,0.21115,0.21078,0.47345,0.2413,0.18188,0.21151,0.17466,0.17733,0.26798,0.41471,0.2785,0.35458,0.28092,0.47573,0.18594,0.37039,0.29376,0.17865,1,1291,0,0,0,0,0,0,1
8,0,1,0,0,1,4,6,2,0.32947,0.28206,0.48143,0.20191,0.28031,0.24501,0.39702,0.18236,0.22035,0.40052,0.218,0.25749,0.16977,0.46735,0.2441,0.36899,0.1989,0.34503,0.30665,0.23729,1,1291,0,0,0,0,0,0,1
0,0,1,0,0,1,1,2,2,0.1794,0.45034,0.31188,0.30817,0.36294,0.19262,0.33747,0.45404,0.48031,0.21763,0.39337,0.21041,0.19269,0.32661,0.38421,0.35301,0.42508,0.4583,0.18621,0.21017,1,1292,1,0,1,0,0,0,0
1,0,1,0,0,1,1,2,2,0.46111,0.28204,0.29167,0.46141,0.36312,0.24849,0.26894,0.4736,0.38579,0.29754,0.19391,0.24789,0.20144,0.27713,0.38672,0.30741,0.35875,0.27866,0.47568,0.20382,1,1292,1,0,1,0,0,0,0
2,0,1,0,0,1,1,2,2,0.20529,0.26223,0.1717,0.39991,0.17099,0.22469,0.34287,0.19327,0.17604,0.20289,0.20976,0.18649,0.33596,0.35231,0.18389,0.40226,0.24963,0.345,0.42248,0.33599,1,1292,1,0,1,0,0,0,0
3,0,1,0,0,2,1,2,2,0.5319,0.73683,0.7957,0.73179,0.54854,0.76846,0.65046,0.53676,0.59088,0.8364,0.59145,0.51718,0.52221,0.70537,0.53265,0.61912,0.96048,0.55087,0.78764,0.73119,1,1292,0,0,1,0,0,0,0
4,0,1,0,0,1,1,2,2,0.23941,0.21678,0.4925,0.43543,0.28997,0.48154,0.31859,0.25137,0.25335,0.37365,0.36429,0.38943,0.23471,0.47595,0.33368,0.33003,0.19169,0.17711,0.26828,0.29504,1,1292,0,0,1,0,0,0,0
5,0,1,0,0,1,2,2,2,0.35612,0.17068,0.4188,0.48179,0.42501,0.31351,0.22374,0.16822,0.20296,0.17601,0.25949,0.20343,0.22258,0.47601,0.22653,0.17378,0.30957,0.40666,0.28331,0.49008,1,1292,0,0,1,0,0,0,0
6,0,1,0,0,0,2,2,2,0.0089027,0.023407,0.098111,0.083919,0.0029329,0.026912,0.041038,0.038064,0.0088389,0.059935,0.017869,0.076689,0.049507,0.082161,0.15418,0.0018364,0.0051392,0.079514,0.039691,0.00023629,1,1292,0,0,1,0,0,0,0
7,0,1,0,0,0,2,2,2,0.15712,0.0015817,0.004524,0.14132,0.0037107,0.14116,0.074513,0.0033544,0.020532,0.001455,0.11085,0.082002,0.15526,0.077273,0.0071477,0.047704,0.0034265,0.10927,0.035164,0.040432,1,1292,0,0,1,0,0,0,0
8,0,0,1,0,3,2,2,3,1.0985,8.8092,23.527,12.686,1.9774,2.5893,1.8698,2.1299,3.8906,7.3744,1.2529,1.1014,1.2576,2.0658,1.2847,2.1961,2.047,1.0345,5.122,10.683,1,1292,1,0,1,0,0,0,0
9,0,0,1,0,3,3,2,3,4.116,11.269,3.2721,6.5572,1.8208,1.2096,8.5145,20.734,21.532,5.5818,5.6636,10.647,3.0576,13.191,1.2404,2.0368,2.0511,10.189,1.934,3.0618,1,1292,0,0,1,0,0,0,0
10,0,1,0,0,2,3,2,2,0.78245,0.73457,0.97297,0.94446,0.5872,0.78107,0.55721,0.62493,0.51831,0.59369,0.61434,0.63219,0.70991,0.64334,0.94935,0.86436,0.76418,0.59992,0.90107,0.65725,1,1292,0,0,1,0,0,0,0
11,0,1,0,0,2,3,2,2,0.66474,0.70444,0.57231,0.64279,0.86767,0.55207,0.73163,0.58662,0.72312,0.9715,0.76848,0.53055,0.54914,0.95895,0.95599,0.62222,0.99023,0.88291,0.73741,0.79076,1,1292,0,0,1,0,0,0,0
12,0,1,0,0,2,4,2,2,0.51783,0.78632,0.82323,0.79317,0.52833,0.87821,0.76876,0.7548,0.66383,0.63957,0.78152,0.59685,0.69787,0.58644,0.98187,0.67203,0.70862,0.65517,0.67866,0.63028,1,1292,0,0,1,0,0,0,0
13,0,1,0,0,2,4,2,2,0.75621,0.97098,0.95352,0.72061,0.60206,0.8428,0.81895,0.98033,0.79283,0.63009,0.57756,0.5644,0.889,0.51766,0.67636,0.51362,0.82526,0.79932,0.52766,0.55341,1,1292,0,0,1,0,0,0,0
14,0,1,0,0,2,3,2,2,0.58193,0.80287,0.62744,0.65526,0.53514,0.50624,0.60265,0.5059,0.86416,0.80881,0.81252,0.73021,0.72334,0.91973,0.76844,0.57286,0.85623,0.98407,0.94839,0.66981,1,1292,0,0,1,0,0,0,0
15,0,0,0,0,2,4,-1,-1,0.75588,0.76343,0.50033,0.64157,0.8492,0.91658,0.68603,0.6612,0.69884,0.5142,0.95399,0.79347,0.55145,0.70856,0.7283,0.69138,0.77442,0.63054,0.73322,0.64224,1,1292,0,0,0,0,0,0,0
16,0,0,1,0,1,4,2,3,0.24949,0.25719,0.36528,0.20961,0.47282,0.22711,0.2728,0.48312,0.16782,0.22368,0.28458,0.31061,0.26181,0.1774,0.2585,0.23329,0.31473,0.18341,0.21694,0.25091,1,1292,0,0,1,0,0,0,0
17,0,1,0,0,3,4,2,2,0.13646,0.087387,0.13492,0.38637,0.24512,0.087267,0.39169,0.17772,0.05304,0.17175,0.20294,0.10772,0.86421,0.40332,0.18105,0.074773,0.049941,0.11443,0.15824,0.20523,26,1292,0,0,1,0,0,0,0
0,1,0,0,0,3,0,1,1,13.142,8.9932,4.5304,1.4153,1.0886,6.8122,3.2587,1.5207,23.522,2.819,15.754,15.752,9.4156,6.3643,16.184,6.3301,2.9158,3.0384,12.138,2.9803,1,1293,1,1,0,0,0,0,0
1,0,0,1,0,2,2,2,3,0.9203,0.94722,0.83432,0.54282,0.5363,0.78292,0.56309,0.83284,0.57729,0.52822,0.86357,0.95419,0.75355,0.52373,0.91594,0.87777,0.75298,0.89739,0.51704,0.52026,1,1293,0,0,1,0,0,0,0
2,0,0,1,0,2,2,2,3,0.85983,0.74917,0.74372,0.84251,0.77097,0.72779,0.91143,0.60631,0.76945,0.52347,0.66169,0.65943,0.52509,0.52491,0.78825,0.82805,0.59887,0.95348,0.87774,0.64167,1,1293,0,0,1,0,0,0,0
3,0,0,1,0,1,2,2,3,0.3679,0.19782,0.17111,0.24648,0.20044,0.40683,0.29522,0.41052,0.38276,0.19219,0.30036,0.16778,0.37517,0.24265,0.34708,0.3107,0.32632,0.4232,0.39672,0.37386,1,1293,1,0,1,0,0,0,0
4,0,0,1,0,1,2,2,3,0.27162,0.2169,0.17728,0.32939,0.32162,0.47869,0.16875,0.3051,0.44423,0.21753,0.33619,0.25908,0.18768,0.20067,0.32201,0.22098,0.46518,0.44758,0.3429,0.25039,1,1293,1,0,1,0,0,0,0
5,0,0,1,0,1,4,2,3,0.32732,0.31413,0.18943,0.21625,0.18771,0.35206,0.41302,0.49004,0.3466,0.49879,0.19699,0.1884,0.37861,0.18563,0.17193,0.47596,0.47189,0.17191,0.21405,0.17056,1,1293,1,0,1,0,0,0,0
6,0,0,1,0,1,4,2,3,0.18021,0.19006,0.29579,0.16713,0.16953,0.39474,0.45411,0.19341,0.18959,0.20677,0.44102,0.32373,0.26758,0.36744,0.49818,0.41508,0.47302,0.26285,0.20219,0.19026,1,1293,1,0,1,0,0,0,0
7,0,0,1,0,1,4,2,3,0.24588,0.36499,0.22921,0.17329,0.41718,0.22909,0.16745,0.26308,0.26056,0.32691,0.17615,0.28756,0.38786,0.22555,0.17774,0.21572,0.16791,0.35832,0.17904,0.20622,1,1293,1,0,1,0,0,0,0
8,0,0,1,0,1,4,2,3,0.2612,0.28229,0.32146,0.32675,0.40612,0.23908,0.43229,0.22266,0.30119,0.18398,0.17282,0.21608,0.17049,0.20822,0.274,0.195,0.22451,0.17447,0.33048,0.33785,1,1293,1,0,1,0,0,0,0
9,0,0,1,0,1,4,2,3,0.25279,0.24383,0.40569,0.33442,0.38647,0.41967,0.24497,0.25363,0.21335,0.43082,0.19169,0.47318,0.19504,0.17789,0.40682,0.36886,0.22512,0.17744,0.18896,0.25017,1,1293,1,0,1,0,0,0,0
10,0,0,1,0,1,4,2,3,0.21988,0.1757,0.37242,0.49077,0.2963,0.33926,0.16965,0.37843,0.2396,0.45322,0.20643,0.20182,0.17609,0.45177,0.41577,0.22247,0.21759,0.18096,0.42064,0.31226,1,1293,1,0,1,0,0,0,0
11,0,0,1,0,1,4,2,3,0.21048,0.47792,0.21692,0.37525,0.18558,0.44054,0.33404,0.23241,0.22907,0.43354,0.24817,0.22695,0.20031,0.3006,0.21787,0.22002,0.4608,0.32159,0.25373,0.41872,1,1293,1,0,1,0,0,0,0
12,0,0,1,0,3,0,2,3,11.096,1.195,16.19,3.9327,9.4189,3.0706,2.0028,2.9364,5.0916,3.7635,2.0031,1.9783,3.2046,20.277,1.6988,14.055,1.56,4.026,7.4445,1.345,1,1293,0,0,1,0,0,0,0
13,0,0,1,0,3,0,2,3,16.763,20.032,11.409,15.234,1.2017,2.5277,3.6322,1.6488,7.6299,4.6679,5.8257,5.8028,2.6105,22.595,10.16,6.8778,17.481,20.665,18.367,1.3471,1,1293,0,0,1,0,0,0,0
14,0,0,1,0,2,1,2,3,0.85438,0.56063,0.93064,0.91759,0.69289,0.94048,0.54281,0.64351,0.70385,0.89427,0.78535,0.86116,0.54388,0.89607,0.91389,0.7848,0.92686,0.59054,0.95927,0.57023,1,1293,1,0,1,0,0,0,0
15,1,0,0,0,3,1,1,1,1.0745,23.38,8.1642,2.2155,5.9766,1.9871,12.998,6.8981,7.4644,3.1002,1.472,13.772,4.4008,7.307,3.8548,3.4759,1.1875,1.0758,2.9113,2.3903,1,1293,1,1,0,0,0,0,0
16,1,0,0,0,3,1,1,1,3.3843,1.2252,1.6811,18.576,3.7012,1.6774,1.5863,2.0588,1.9474,2.4416,1.9917,4.8998,2.4282,1.7007,4.2317,6.4122,1.1357,1.8839,5.6438,4.0754,1,1293,1,1,0,0,0,0,0
17,1,0,0,0,3,1,1,1,3.7021,7.985,3.7023,2.4712,3.0607,1.2409,3.4077,10.824,14.062,2.0454,10.714,2.3657,3.2823,1.1968,12.305,1.0529,1.8628,11.377,5.6578,2.3274,1,1293,1,1,0,0,0,0,0
18,0,0,1,0,1,0,2,3,0.018528,0.015817,0.012875,0.013026,0.017493,0.015424,0.02291,0.0092737,0.017818,0.022523,0.01448,0.0088914,0.018332,0.010228,0.021489,0.019131,0.014979,0.010116,0.012262,0.023446,20,1293,0,0,1,0,0,0,0
19,0,0,1,0,0,0,2,3,0.003265,0.0045666,0.00072478,0.0010177,0.0066647,0.000372,0.0015965,0.00017997,0.0047991,0.0072639,0.0068284,0.0029418,0.0010828,0.00016023,0.00028603,0.003458,0.0033245,0.003147,0.00025853,0.003316,20,1293,0,0,1,0,0,0,0
0,1,1,0,0,3,0,1,2,2.4788,9.5473,3.841,17.079,7.2547,14.697,1.3319,19.03,6.0823,2.3806,10.001,6.866,1.234,2.2981,9.1673,2.9033,1.4964,5.5822,2.3724,13.16,1,1294,1,1,1,0,0,1,1
0,1,0,0,0,3,0,1,1,4.0453,21.234,6.7955,21.491,9.3284,7.5718,1.9192,6.0646,16.207,6.5199,10.193,12.128,2.4627,8.4917,1.1499,13.715,10.079,9.9029,1.6283,1.4666,1,1295,1,1,0,0,0,0,0
1,0,0,0,0,0,0,5,-1,0.11265,0.047088,0.034443,0.040408,0.15803,0.011418,0.055469,0.15804,0.014948,0.028889,0.13142,0.051956,0.13657,0.076472,0.023017,0.12885,0.0039241,0.11836,0.034156,0.114,1,1295,0,0,0,0,0,1,0
2,0,1,0,0,2,1,2,2,0.61734,0.86356,0.73905,0.78071,0.86538,0.57455,0.88967,0.7321,0.93459,0.81728,0.61852,0.883,0.57924,0.56158,0.71938,0.88756,0.71132,0.50488,0.58598,0.58229,1,1295,0,0,1,0,0,0,0
3,0,0,0,0,0,0,5,-1,0.047839,0.10013,0.051221,0.00032382,0.00089507,0.092077,0.023124,0.0038899,0.063466,0.026437,0.14307,0.080758,0.025147,0.097467,0.0057666,0.068321,0.013765,0.050214,0.054979,0.084494,1,1295,0,0,0,0,0,1,0
4,0,1,0,0,0,4,6,2,0.065611,0.051209,0.00052365,0.0033452,0.00052266,0.16648,0.021759,0.00033302,0.0037946,0.011996,0.0069588,0.012774,0.083696,0.03301,0.022344,0.0011845,0.098051,0.0027899,0.088176,0.0033787,1,1295,0,0,0,0,0,0,1
5,0,0,0,0,0,0,5,-1,0.041658,0.018106,0.020657,0.037724,0.14377,0.1339,0.15102,0.085055,0.044282,0.16364,0.010652,0.0063563,0.0038122,0.0164,0.0014627,0.16015,0.066602,0.074317,0.16119,0.050596,1,1295,0,0,0,0,0,1,0
6,0,1,0,0,3,3,6,2,0.5986,0.31497,0.1857,1.5963,0.42942,0.23558,0.092393,0.11023,0.13438,0.10052,0.49564,0.21725,0.59887,0.4925,0.36642,0.31975,1.2385,0.95915,11.998,2.402,12,1295,1,0,0,0,0,0,1
7,1,0,0,0,0,3,6,1,0.008577,0.01603,0.016969,0.020702,0.10391,0.0041287,0.0019895,0.007304,0.028967,0.010157,0.00033837,0.010712,0.0064597,0.018974,0.0036065,0.00076821,0.012679,0.0010606,0.0085589,0.0042902,8,1295,0,0,0,0,0,0,1
0,1,0,0,0,3,0,1,1,14.644,9.6087,1.6156,14.75,1.236,4.5959,13.232,3.8663,1.3744,1.4252,16.065,2.0659,1.3501,5.1281,4.1197,2.1465,17.293,16.776,4.0984,17.553,1,1296,1,1,0,0,0,0,0
1,1,0,0,0,2,3,1,1,0.8019,0.95501,0.60636,0.99702,0.6585,0.73748,0.65406,0.60931,0.70381,0.74716,0.65891,0.55271,0.64201,0.6139,0.80993,0.60343,0.71797,0.63806,0.65448,0.69197,1,1296,0,1,0,0,0,0,0
2,1,0,0,0,2,3,1,1,0.53173,0.53309,0.88934,0.53903,0.73176,0.89744,0.57117,0.89767,0.66069,0.64366,0.52462,0.96148,0.75221,0.74642,0.58312,0.61269,0.50327,0.7722,0.95079,0.79562,1,1296,1,1,0,0,0,0,0
3,1,0,0,0,1,1,2,1,0.49039,0.32143,0.45258,0.24522,0.43465,0.30387,0.42951,0.39923,0.23254,0.234,0.19861,0.18638,0.26076,0.20349,0.25679,0.29214,0.43263,0.16851,0.18433,0.21734,1,1296,0,0,1,0,0,0,0
4,0,1,0,0,3,4,6,2,0.17802,0.44086,0.17941,0.19553,5.9485,0.38452,0.9784,0.2499,0.32557,0.14385,0.39039,0.45896,0.16775,0.52345,0.23626,0.20686,0.72551,0.41641,0.14391,2.3887,7,1296,0,0,0,0,0,0,1
5,1,0,0,0,0,1,6,1,0.010354,0.01494,0.032811,0.012934,0.012832,4.9004e-05,0.0020478,0.03598,0.089974,0.0027756,0.010561,0.02531,0.10178,0.0021627,0.0054292,0.03181,0.019087,0.0013266,0.00051458,0.026723,4,1296,0,0,0,0,0,0,1
0,0,0,0,1,3,4,5,4,2.563,2.6376,2.3754,1.5729,1.1892,5.404,2.2701,1.4433,1.6904,3.4497,3.0354,1.0545,1.9598,1.516,1.314,1.264,1.042,3.5689,1.9148,2.4359,1,1297,1,0,0,0,0,1,0
1,0,0,0,1,0,4,6,4,0.0032143,0.078972,0.0049638,0.10345,0.00079114,0.04485,0.02508,0.0029803,0.0022485,0.0012565,0.014379,0.0012896,0.12134,0.023724,0.00032794,0.014338,0.062531,0.014518,0.024821,0.0021931,1,1297,1,0,0,0,0,0,1
2,0,0,0,1,0,4,6,4,0.0010416,0.0076734,0.020642,0.0031174,0.0009662,0.11282,0.0024399,0.035186,0.086982,0.020234,0.012166,0.10273,0.018317,0.079199,0.00036547,0.14105,0.0042924,0.12066,0.022517,0.0028204,1,1297,1,0,0,0,0,0,1
3,0,0,0,1,0,4,6,4,0.00064793,0.00020559,0.1306,0.027994,0.010214,0.00067855,0.034397,0.038623,0.036813,0.058866,0.096107,0.0080986,0.053522,0.025144,0.12765,0.00062842,0.015178,0.0065595,0.00023055,0.0023346,1,1297,1,0,0,0,0,0,1
4,0,0,0,1,0,4,6,4,0.0003254,0.04102,0.0078689,0.011538,0.11165,0.00054947,0.0082639,0.072847,0.15857,0.039327,0.0033002,0.10877,0.015445,0.075947,0.096605,0.14071,0.075875,0.065346,0.017233,0.025164,1,1297,1,0,0,0,0,0,1
5,0,0,1,0,0,4,5,3,0.0077165,0.0041116,0.098876,0.0040716,0.0068229,0.0036469,0.017023,0.010176,0.058986,0.048659,0.11004,0.051349,0.0053748,0.0079264,0.0077588,0.044804,0.0057876,0.11064,0.044757,0.092228,1,1297,1,0,0,0,0,1,0
6,0,0,0,1,0,4,6,4,0.024597,0.09408,0.047888,0.00066275,0.019853,0.0069182,0.0078903,0.038102,0.009176,0.016008,0.052897,0.064525,0.0074017,0.06,0.028664,0.0015822,0.00047201,0.10161,0.0041788,0.0009958,1,1297,0,0,0,0,0,0,1
7,0,0,0,1,0,4,6,4,0.086149,0.088,0.12916,0.048552,0.075135,0.0017433,0.10646,0.021261,0.0036114,0.00096032,0.033825,0.0027978,0.052124,0.002999,0.12425,0.0074988,0.013909,0.15309,0.02392,0.034787,1,1297,0,0,0,0,0,0,1
8,0,0,0,1,2,4,6,4,0.10722,0.13966,0.085358,0.14597,0.15087,0.12004,0.12687,0.1405,0.12573,0.1005,0.13185,0.12979,0.57768,0.11266,0.57831,0.12364,0.11077,0.10838,0.14083,0.10461,6,1297,1,0,0,0,0,0,1
9,0,0,0,1,0,4,5,4,0.03333,0.012568,0.036794,0.0051922,0.00074417,0.022571,0.033949,0.0082789,0.026605,0.011084,0.0082123,0.00081743,0.0033978,0.035167,0.031141,0.034136,0.02491,0.0027386,0.0039667,0.035028,4,1297,1,0,0,0,0,1,0
10,0,0,0,1,1,4,6,4,0.054213,0.027056,0.024691,0.030673,0.045303,0.039396,0.052262,0.026624,0.036102,0.061067,0.033764,0.048942,0.05614,0.055764,0.054123,0.049877,0.021916,0.046428,0.040958,0.022595,8,1297,1,0,0,0,0,0,1
0,0,1,0,0,0,3,6,2,0.049245,0.15665,0.12986,0.0065548,0.15541,0.0030817,0.013443,0.0029796,0.067059,0.1058,0.0028526,0.0040808,0.047402,0.029296,0.0024483,0.081115,0.04003,0.038102,0.0066399,0.085737,1,1298,0,0,0,0,0,0,1
1,0,1,0,0,0,3,6,2,0.04437,0.097989,0.15191,0.0060758,0.028694,0.0661,0.15507,0.055807,0.02188,0.0027024,0.0089026,0.0034347,0.062433,0.049466,0.021029,0.076774,0.14128,0.0013468,0.066347,0.09833,1,1298,0,0,0,0,0,0,1
2,1,0,0,0,2,3,1,1,0.58032,0.51784,0.5609,0.74869,0.62817,0.76119,0.66033,0.87747,0.57568,0.59026,0.69585,0.6555,0.7912,0.74314,0.53922,0.88715,0.72441,0.77052,0.77058,0.60646,1,1298,0,1,0,0,0,0,0
0,1,0,0,0,3,0,1,1,2.5437,17.34,14.82,1.0504,1.1083,19.39,1.2794,12.331,14.075,2.0946,7.7921,14.176,5.0285,4.0372,13.138,8.1703,6.3557,19.257,1.7088,4.9788,1,1299,1,1,0,0,0,0,0
1,1,0,0,0,3,2,6,1,5.4357,2.3133,18.906,4.6786,1.2074,8.9177,2.6834,5.1846,5.5984,5.2926,2.3992,3.0669,1.1829,2.8443,4.5686,2.3112,6.7369,3.3012,3.979,1.299,1,1299,1,0,0,0,0,0,1
2,1,0,0,0,3,2,6,1,2.2208,1.2377,7.4194,17.183,2.6245,8.0667,7.508,1.3935,22.88,2.929,4.2742,2.3484,13.621,5.4385,2.2086,1.6429,4.4603,2.6753,7.0662,3.3781,1,1299,1,0,0,0,0,0,1
0,0,0,0,0,-1,-1,-1,-1,0.037428,0.137,0.1366,0.00030156,0.0063038,0.083949,0.045239,0.014268,0.08918,0.004089,0.060683,0.043954,0.05716,0.00090438,0.066301,0.14042,0.0034565,0.029014,0.13986,0.021104,1,1300,0,0,0,0,0,0,0
0,1,0,0,0,1,1,1,1,0.19413,0.43172,0.16698,0.36591,0.31779,0.28174,0.41491,0.20722,0.43955,0.25093,0.40637,0.35777,0.28265,0.18551,0.18573,0.32,0.16995,0.17698,0.38736,0.27997,1,1301,1,1,0,0,0,0,0
1,1,0,0,0,3,0,1,1,4.7805,14.299,12.38,11.76,2.3356,3.0533,6.9955,1.361,14.68,5.7742,4.1428,5.0155,5.5762,10.126,8.3888,15.13,1.8399,2.7338,1.8243,2.9826,1,1301,1,1,0,0,0,0,0
2,1,0,0,0,-1,2,1,1,0.49626,0.22812,0.36555,0.16969,0.20112,0.21801,0.35127,0.43899,0.18971,0.35118,0.29514,0.4772,0.23588,0.27314,0.38529,0.39508,0.31912,0.16719,0.359,0.32774,1,1301,0,1,0,0,0,0,0
3,1,0,0,0,-1,3,1,1,3.1305,9.8246,1.3119,6.9713,1.9964,2.257,5.9713,3.4804,8.3402,5.2584,3.4543,9.5115,11.298,22.055,3.1452,1.0444,2.3513,9.2606,8.9124,4.4039,1,1301,1,1,0,0,0,0,0
4,0,0,0,0,-1,3,1,-1,0.17944,0.2059,0.31945,0.18812,0.22708,0.48536,0.25427,0.16983,0.27574,0.19843,0.19267,0.3815,0.18745,0.23573,0.23603,0.16902,0.37011,0.38097,0.18633,0.20228,1,1301,1,1,0,0,0,0,0
0,0,0,0,0,3,0,1,-1,2.8933,6.2255,21.968,3.0757,18.587,23.33,2.0342,1.5773,21.377,6.345,1.8793,5.7871,4.926,1.6689,11.17,9.0641,8.3295,9.6173,7.6212,16.059,1,1302,1,1,0,0,0,0,0
1,0,0,0,0,3,0,1,-1,6.446,14.972,13.295,7.4719,5.6052,1.4575,8.1167,11.739,17.833,13.265,5.2852,8.5317,7.8774,1.5083,5.8154,12.097,1.5801,1.319,18.988,15.54,1,1302,1,1,0,0,0,0,0
